fips_code,county_name,heart_disease_deathrate_per_100000
17185,"""Wabash, (IL)""",512.6
17187,"""Warren, (IL)""",479.0
17189,"""Washington, (IL)""",505.9
17191,"""Wayne, (IL)""",482.7
17193,"""White, (IL)""",501.5
17195,"""Whiteside, (IL)""",479.8
17197,"""Will, (IL)""",439.6
17199,"""Williamson, (IL)""",477.8
17201,"""Winnebago, (IL)""",465.0
17203,"""Woodford, (IL)""",434.0
18001,"""Adams, (IN)""",453.0
18003,"""Allen, (IN)""",444.3
18005,"""Bartholomew, (IN)""",481.4
18007,"""Benton, (IN)""",475.1
18009,"""Blackford, (IN)""",472.5
18011,"""Boone, (IN)""",512.7
18013,"""Brown, (IN)""",419.6
18015,"""Carroll, (IN)""",434.7
18017,"""Cass, (IN)""",488.8
18019,"""Clark, (IN)""",516.4
18021,"""Clay, (IN)""",552.2
18023,"""Clinton, (IN)""",543.6
18025,"""Crawford, (IN)""",495.5
18027,"""Daviess, (IN)""",507.0
18029,"""Dearborn, (IN)""",481.3
18031,"""Decatur, (IN)""",513.8
18033,"""DeKalb, (IN)""",472.6
18035,"""Delaware, (IN)""",490.8
18037,"""Dubois, (IN)""",453.6
18039,"""Elkhart, (IN)""",490.9
18041,"""Fayette, (IN)""",540.7
18043,"""Floyd, (IN)""",477.9
18045,"""Fountain, (IN)""",546.0
18047,"""Franklin, (IN)""",396.9
18049,"""Fulton, (IN)""",622.0
18051,"""Gibson, (IN)""",464.8
18053,"""Grant, (IN)""",460.3
18055,"""Greene, (IN)""",501.7
18057,"""Hamilton, (IN)""",366.6
18059,"""Hancock, (IN)""",469.8
18061,"""Harrison, (IN)""",452.3
18063,"""Hendricks, (IN)""",453.0
18065,"""Henry, (IN)""",511.1
18067,"""Howard, (IN)""",491.6
18069,"""Huntington, (IN)""",453.3
18071,"""Jackson, (IN)""",530.2
18073,"""Jasper, (IN)""",521.6
18075,"""Jay, (IN)""",494.3
18077,"""Jefferson, (IN)""",579.3
18079,"""Jennings, (IN)""",498.7
18081,"""Johnson, (IN)""",500.5
18083,"""Knox, (IN)""",592.8
18085,"""Kosciusko, (IN)""",469.6
18087,"""LaGrange, (IN)""",517.6
18089,"""Lake, (IN)""",496.9
18091,"""LaPorte, (IN)""",511.3
18093,"""Lawrence, (IN)""",573.6
18095,"""Madison, (IN)""",495.4
18097,"""Marion, (IN)""",494.7
18099,"""Marshall, (IN)""",438.3
18101,"""Martin, (IN)""",509.9
18103,"""Miami, (IN)""",606.7
18105,"""Monroe, (IN)""",371.1
18107,"""Montgomery, (IN)""",497.3
18109,"""Morgan, (IN)""",536.0
18111,"""Newton, (IN)""",513.4
18113,"""Noble, (IN)""",454.4
18115,"""Ohio, (IN)""",474.2
18117,"""Orange, (IN)""",528.5
18119,"""Owen, (IN)""",556.3
18121,"""Parke, (IN)""",553.3
18123,"""Perry, (IN)""",457.1
18125,"""Pike, (IN)""",487.2
18127,"""Porter, (IN)""",423.0
18129,"""Posey, (IN)""",454.8
18131,"""Pulaski, (IN)""",576.4
18133,"""Putnam, (IN)""",485.0
18135,"""Randolph, (IN)""",490.0
18137,"""Ripley, (IN)""",477.9
18139,"""Rush, (IN)""",566.6
18141,"""St. Joseph, (IN)""",469.9
18143,"""Scott, (IN)""",533.5
18145,"""Shelby, (IN)""",502.6
18147,"""Spencer, (IN)""",424.2
18149,"""Starke, (IN)""",634.0
18151,"""Steuben, (IN)""",479.9
18153,"""Sullivan, (IN)""",574.1
18155,"""Switzerland, (IN)""",583.5
18157,"""Tippecanoe, (IN)""",455.0
18159,"""Tipton, (IN)""",497.8
18161,"""Union, (IN)""",475.8
18163,"""Vanderburgh, (IN)""",468.3
18165,"""Vermillion, (IN)""",725.3
18167,"""Vigo, (IN)""",553.6
18169,"""Wabash, (IN)""",465.8
18171,"""Warren, (IN)""",349.2
18173,"""Warrick, (IN)""",430.9
18175,"""Washington, (IN)""",536.7
18177,"""Wayne, (IN)""",480.5
18179,"""Wells, (IN)""",444.2
18181,"""White, (IN)""",426.5
18183,"""Whitley, (IN)""",452.4
19001,"""Adair, (IA)""",444.1
19003,"""Adams, (IA)""",494.8
19005,"""Allamakee, (IA)""",446.2
19007,"""Appanoose, (IA)""",525.6
19009,"""Audubon, (IA)""",419.1
19011,"""Benton, (IA)""",423.0
19013,"""Black Hawk, (IA)""",418.9
19015,"""Boone, (IA)""",455.0
19017,"""Bremer, (IA)""",420.8
19019,"""Buchanan, (IA)""",450.1
19021,"""Buena Vista, (IA)""",402.9
19023,"""Butler, (IA)""",479.4
19025,"""Calhoun, (IA)""",447.1
19027,"""Carroll, (IA)""",409.2
19029,"""Cass, (IA)""",451.7
19031,"""Cedar, (IA)""",456.0
19033,"""Cerro Gordo, (IA)""",460.3
19035,"""Cherokee, (IA)""",398.5
19037,"""Chickasaw, (IA)""",472.0
19039,"""Clarke, (IA)""",514.0
19041,"""Clay, (IA)""",385.8
19043,"""Clayton, (IA)""",418.3
19045,"""Clinton, (IA)""",526.9
19047,"""Crawford, (IA)""",397.5
19049,"""Dallas, (IA)""",353.5
19051,"""Davis, (IA)""",484.4
19053,"""Decatur, (IA)""",490.0
19055,"""Delaware, (IA)""",430.3
19057,"""Des Moines, (IA)""",503.8
19059,"""Dickinson, (IA)""",430.4
19061,"""Dubuque, (IA)""",414.4
19063,"""Emmet, (IA)""",473.5
19065,"""Fayette, (IA)""",467.7
19067,"""Floyd, (IA)""",497.1
19069,"""Franklin, (IA)""",491.4
19071,"""Fremont, (IA)""",433.5
19073,"""Greene, (IA)""",418.8
19075,"""Grundy, (IA)""",422.1
19077,"""Guthrie, (IA)""",433.9
19079,"""Hamilton, (IA)""",391.8
19081,"""Hancock, (IA)""",446.2
19083,"""Hardin, (IA)""",426.6
19085,"""Harrison, (IA)""",418.9
19087,"""Henry, (IA)""",509.9
19089,"""Howard, (IA)""",420.1
19091,"""Humboldt, (IA)""",467.2
19093,"""Ida, (IA)""",413.3
19095,"""Iowa, (IA)""",393.1
19097,"""Jackson, (IA)""",495.4
19099,"""Jasper, (IA)""",417.5
19101,"""Jefferson, (IA)""",469.7
19103,"""Johnson, (IA)""",363.2
19105,"""Jones, (IA)""",432.3
19107,"""Keokuk, (IA)""",430.2
19109,"""Kossuth, (IA)""",434.4
19111,"""Lee, (IA)""",550.9
19113,"""Linn, (IA)""",376.1
19115,"""Louisa, (IA)""",472.6
19117,"""Lucas, (IA)""",401.9
19119,"""Lyon, (IA)""",424.1
19121,"""Madison, (IA)""",408.8
19123,"""Mahaska, (IA)""",442.1
19125,"""Marion, (IA)""",435.7
19127,"""Marshall, (IA)""",420.4
19129,"""Mills, (IA)""",497.3
19131,"""Mitchell, (IA)""",459.5
19133,"""Monona, (IA)""",480.9
19135,"""Monroe, (IA)""",482.8
19137,"""Montgomery, (IA)""",496.2
19139,"""Muscatine, (IA)""",492.1
19141,"""O'Brien, (IA)""",371.6
19143,"""Osceola, (IA)""",474.9
19145,"""Page, (IA)""",496.8
19147,"""Palo Alto, (IA)""",438.6
19149,"""Plymouth, (IA)""",359.2
19151,"""Pocahontas, (IA)""",448.9
19153,"""Polk, (IA)""",406.3
19155,"""Pottawattamie, (IA)""",426.5
19157,"""Poweshiek, (IA)""",426.6
19159,"""Ringgold, (IA)""",501.5
19161,"""Sac, (IA)""",409.4
19163,"""Scott, (IA)""",435.4
19165,"""Shelby, (IA)""",419.2
19167,"""Sioux, (IA)""",364.2
19169,"""Story, (IA)""",355.1
19171,"""Tama, (IA)""",423.0
19173,"""Taylor, (IA)""",497.6
19175,"""Union, (IA)""",480.2
19177,"""Van Buren, (IA)""",520.7
19179,"""Wapello, (IA)""",534.4
19181,"""Warren, (IA)""",358.5
19183,"""Washington, (IA)""",424.4
19185,"""Wayne, (IA)""",492.3
19187,"""Webster, (IA)""",491.0
19189,"""Winnebago, (IA)""",419.1
19191,"""Winneshiek, (IA)""",362.9
19193,"""Woodbury, (IA)""",421.1
19195,"""Worth, (IA)""",395.3
19197,"""Wright, (IA)""",438.9
20001,"""Allen, (KS)""",546.0
20003,"""Anderson, (KS)""",445.0
20005,"""Atchison, (KS)""",457.0
20007,"""Barber, (KS)""",424.6
20009,"""Barton, (KS)""",462.8
20011,"""Bourbon, (KS)""",526.9
20013,"""Brown, (KS)""",429.6
20015,"""Butler, (KS)""",465.5
20017,"""Chase, (KS)""",458.2
20019,"""Chautauqua, (KS)""",504.3
20021,"""Cherokee, (KS)""",602.8
20023,"""Cheyenne, (KS)""",370.3
20025,"""Clark, (KS)""",467.0
20027,"""Clay, (KS)""",377.8
20029,"""Cloud, (KS)""",409.0
20031,"""Coffey, (KS)""",498.0
20033,"""Comanche, (KS)""",519.2
20035,"""Cowley, (KS)""",499.5
20037,"""Crawford, (KS)""",562.5
20039,"""Decatur, (KS)""",415.7
20041,"""Dickinson, (KS)""",485.8
20043,"""Doniphan, (KS)""",474.1
20045,"""Douglas, (KS)""",388.4
20047,"""Edwards, (KS)""",501.9
20049,"""Elk, (KS)""",517.5
20051,"""Ellis, (KS)""",399.5
20053,"""Ellsworth, (KS)""",451.8
20055,"""Finney, (KS)""",361.5
20057,"""Ford, (KS)""",469.2
20059,"""Franklin, (KS)""",401.0
20061,"""Geary, (KS)""",476.9
20063,"""Gove, (KS)""",423.0
20065,"""Graham, (KS)""",459.9
20067,"""Grant, (KS)""",513.3
20069,"""Gray, (KS)""",407.1
20071,"""Greeley, (KS)""",409.1
20073,"""Greenwood, (KS)""",510.8
20075,"""Hamilton, (KS)""",527.0
20077,"""Harper, (KS)""",460.7
20079,"""Harvey, (KS)""",428.3
20081,"""Haskell, (KS)""",418.2
20083,"""Hodgeman, (KS)""",376.4
20085,"""Jackson, (KS)""",422.4
20087,"""Jefferson, (KS)""",419.5
20089,"""Jewell, (KS)""",415.6
20091,"""Johnson, (KS)""",398.0
20093,"""Kearny, (KS)""",421.4
20095,"""Kingman, (KS)""",413.0
20097,"""Kiowa, (KS)""",467.2
20099,"""Labette, (KS)""",512.0
20101,"""Lane, (KS)""",497.5
20103,"""Leavenworth, (KS)""",440.6
20105,"""Lincoln, (KS)""",469.7
20107,"""Linn, (KS)""",467.8
20109,"""Logan, (KS)""",380.7
20111,"""Lyon, (KS)""",486.2
20113,"""McPherson, (KS)""",412.5
20115,"""Marion, (KS)""",426.4
20117,"""Marshall, (KS)""",384.9
20119,"""Meade, (KS)""",451.6
20121,"""Miami, (KS)""",410.8
20123,"""Mitchell, (KS)""",452.2
20125,"""Montgomery, (KS)""",503.9
20127,"""Morris, (KS)""",454.5
20129,"""Morton, (KS)""",436.8
20131,"""Nemaha, (KS)""",422.7
20133,"""Neosho, (KS)""",522.6
20135,"""Ness, (KS)""",371.3
20137,"""Norton, (KS)""",481.9
20139,"""Osage, (KS)""",472.0
20141,"""Osborne, (KS)""",405.7
20143,"""Ottawa, (KS)""",474.7
20145,"""Pawnee, (KS)""",388.7
20147,"""Phillips, (KS)""",464.2
20149,"""Pottawatomie, (KS)""",407.8
20151,"""Pratt, (KS)""",409.1
20153,"""Rawlins, (KS)""",360.2
20155,"""Reno, (KS)""",389.7
20157,"""Republic, (KS)""",402.1
20159,"""Rice, (KS)""",445.5
20161,"""Riley, (KS)""",340.1
20163,"""Rooks, (KS)""",408.8
20165,"""Rush, (KS)""",410.7
20167,"""Russell, (KS)""",441.2
20169,"""Saline, (KS)""",452.1
20171,"""Scott, (KS)""",428.7
20173,"""Sedgwick, (KS)""",434.2
20175,"""Seward, (KS)""",444.3
20177,"""Shawnee, (KS)""",417.2
20179,"""Sheridan, (KS)""",425.3
20181,"""Sherman, (KS)""",368.0
20183,"""Smith, (KS)""",426.9
20185,"""Stafford, (KS)""",473.8
20187,"""Stanton, (KS)""",381.1
20189,"""Stevens, (KS)""",408.8
20191,"""Sumner, (KS)""",458.6
20193,"""Thomas, (KS)""",383.2
20195,"""Trego, (KS)""",390.5
20197,"""Wabaunsee, (KS)""",421.0
20199,"""Wallace, (KS)""",391.7
20201,"""Washington, (KS)""",367.7
20203,"""Wichita, (KS)""",417.5
20205,"""Wilson, (KS)""",555.6
20207,"""Woodson, (KS)""",535.8
20209,"""Wyandotte, (KS)""",453.0
21001,"""Adair, (KY)""",609.1
21003,"""Allen, (KY)""",550.9
21005,"""Anderson, (KY)""",461.1
21007,"""Ballard, (KY)""",693.9
21009,"""Barren, (KY)""",502.0
21011,"""Bath, (KY)""",639.5
21013,"""Bell, (KY)""",833.8
21015,"""Boone, (KY)""",434.7
21017,"""Bourbon, (KY)""",547.6
21019,"""Boyd, (KY)""",590.3
21021,"""Boyle, (KY)""",465.8
21023,"""Bracken, (KY)""",479.9
21025,"""Breathitt, (KY)""",785.8
21027,"""Breckinridge, (KY)""",665.6
21029,"""Bullitt, (KY)""",422.3
21031,"""Butler, (KY)""",546.4
21033,"""Caldwell, (KY)""",589.1
21035,"""Calloway, (KY)""",573.3
21037,"""Campbell, (KY)""",454.8
21039,"""Carlisle, (KY)""",591.3
21041,"""Carroll, (KY)""",626.4
21043,"""Carter, (KY)""",600.4
21045,"""Casey, (KY)""",533.1
21047,"""Christian, (KY)""",549.9
21049,"""Clark, (KY)""",506.0
21051,"""Clay, (KY)""",739.3
21053,"""Clinton, (KY)""",632.6
21055,"""Crittenden, (KY)""",744.7
21057,"""Cumberland, (KY)""",717.6
21059,"""Daviess, (KY)""",461.8
21061,"""Edmonson, (KY)""",533.4
21063,"""Elliott, (KY)""",529.4
21065,"""Estill, (KY)""",520.7
21067,"""Fayette, (KY)""",363.9
21069,"""Fleming, (KY)""",629.7
21071,"""Floyd, (KY)""",626.0
21073,"""Franklin, (KY)""",452.7
21075,"""Fulton, (KY)""",656.7
21077,"""Gallatin, (KY)""",1035.7
21079,"""Garrard, (KY)""",395.1
21081,"""Grant, (KY)""",612.8
21083,"""Graves, (KY)""",572.9
21085,"""Grayson, (KY)""",594.5
21087,"""Green, (KY)""",568.7
21089,"""Greenup, (KY)""",566.0
21091,"""Hancock, (KY)""",520.7
21093,"""Hardin, (KY)""",470.1
21095,"""Harlan, (KY)""",712.4
21097,"""Harrison, (KY)""",670.5
21099,"""Hart, (KY)""",533.9
21101,"""Henderson, (KY)""",515.2
21103,"""Henry, (KY)""",523.4
21105,"""Hickman, (KY)""",533.0
21107,"""Hopkins, (KY)""",621.0
21109,"""Jackson, (KY)""",743.5
21111,"""Jefferson, (KY)""",447.9
21113,"""Jessamine, (KY)""",367.7
21115,"""Johnson, (KY)""",605.4
21117,"""Kenton, (KY)""",483.4
21119,"""Knott, (KY)""",701.6
21121,"""Knox, (KY)""",619.8
21123,"""Larue, (KY)""",502.2
21125,"""Laurel, (KY)""",550.9
21127,"""Lawrence, (KY)""",681.7
21129,"""Lee, (KY)""",646.1
21131,"""Leslie, (KY)""",707.6
21133,"""Letcher, (KY)""",712.5
21135,"""Lewis, (KY)""",592.7
21137,"""Lincoln, (KY)""",484.7
21139,"""Livingston, (KY)""",644.2
21141,"""Logan, (KY)""",479.0
21143,"""Lyon, (KY)""",499.4
21145,"""McCracken, (KY)""",677.3
21147,"""McCreary, (KY)""",570.0
21149,"""McLean, (KY)""",507.4
21151,"""Madison, (KY)""",469.5
21153,"""Magoffin, (KY)""",533.4
21155,"""Marion, (KY)""",500.6
21157,"""Marshall, (KY)""",615.1
21159,"""Martin, (KY)""",662.1
21161,"""Mason, (KY)""",560.8
21163,"""Meade, (KY)""",466.7
21165,"""Menifee, (KY)""",605.9
21167,"""Mercer, (KY)""",483.3
21169,"""Metcalfe, (KY)""",619.6
21171,"""Monroe, (KY)""",839.7
21173,"""Montgomery, (KY)""",573.5
21175,"""Morgan, (KY)""",543.1
21177,"""Muhlenberg, (KY)""",505.7
21179,"""Nelson, (KY)""",505.0
21181,"""Nicholas, (KY)""",645.0
21183,"""Ohio, (KY)""",547.9
21185,"""Oldham, (KY)""",401.9
21187,"""Owen, (KY)""",708.8
21189,"""Owsley, (KY)""",752.9
21191,"""Pendleton, (KY)""",563.4
21193,"""Perry, (KY)""",788.6
21195,"""Pike, (KY)""",617.7
21197,"""Powell, (KY)""",673.7
21199,"""Pulaski, (KY)""",541.1
21201,"""Robertson, (KY)""",639.8
21203,"""Rockcastle, (KY)""",630.9
21205,"""Rowan, (KY)""",583.3
21207,"""Russell, (KY)""",585.4
21209,"""Scott, (KY)""",474.1
21211,"""Shelby, (KY)""",603.8
21213,"""Simpson, (KY)""",643.2
21215,"""Spencer, (KY)""",548.9
21217,"""Taylor, (KY)""",533.7
21219,"""Todd, (KY)""",562.0
21221,"""Trigg, (KY)""",505.8
21223,"""Trimble, (KY)""",450.8
21225,"""Union, (KY)""",499.1
21227,"""Warren, (KY)""",516.7
21229,"""Washington, (KY)""",483.3
21231,"""Wayne, (KY)""",560.2
21233,"""Webster, (KY)""",623.5
21235,"""Whitley, (KY)""",732.9
21237,"""Wolfe, (KY)""",775.2
21239,"""Woodford, (KY)""",407.5
22001,"""Acadia, (LA)""",667.4
22003,"""Allen, (LA)""",550.6
22005,"""Ascension, (LA)""",475.9
22007,"""Assumption, (LA)""",494.6
22009,"""Avoyelles, (LA)""",679.3
22011,"""Beauregard, (LA)""",622.9
22013,"""Bienville, (LA)""",548.2
22015,"""Bossier, (LA)""",495.5
22017,"""Caddo, (LA)""",527.7
22019,"""Calcasieu, (LA)""",686.0
22021,"""Caldwell, (LA)""",731.8
22023,"""Cameron, (LA)""",601.5
22025,"""Catahoula, (LA)""",797.9
22027,"""Claiborne, (LA)""",537.6
22029,"""Concordia, (LA)""",644.0
22031,"""De Soto, (LA)""",542.3
22033,"""East Baton Rouge, (LA)""",463.7
22035,"""East Carroll, (LA)""",619.1
22037,"""East Feliciana, (LA)""",653.8
22039,"""Evangeline, (LA)""",585.4
22041,"""Franklin, (LA)""",1172.9
22043,"""Grant, (LA)""",540.9
22045,"""Iberia, (LA)""",635.3
22047,"""Iberville, (LA)""",397.3
22049,"""Jackson, (LA)""",546.5
22051,"""Jefferson, (LA)""",487.9
22053,"""Jefferson Davis, (LA)""",724.4
22055,"""Lafayette, (LA)""",537.9
22057,"""Lafourche, (LA)""",496.6
22059,"""La Salle, (LA)""",637.1
22061,"""Lincoln, (LA)""",368.5
22063,"""Livingston, (LA)""",505.4
22065,"""Madison, (LA)""",955.3
22067,"""Morehouse, (LA)""",704.4
22069,"""Natchitoches, (LA)""",536.7
22071,"""Orleans, (LA)""",504.4
22073,"""Ouachita, (LA)""",500.1
22075,"""Plaquemines, (LA)""",489.2
22077,"""Pointe Coupee, (LA)""",592.4
22079,"""Rapides, (LA)""",600.9
22081,"""Red River, (LA)""",543.7
22083,"""Richland, (LA)""",829.1
22085,"""Sabine, (LA)""",576.4
22087,"""St. Bernard, (LA)""",529.2
22089,"""St. Charles, (LA)""",486.3
22091,"""St. Helena, (LA)""",556.6
22093,"""St. James, (LA)""",521.0
22095,"""St. John the Baptist, (LA)""",582.7
22097,"""St. Landry, (LA)""",602.6
22099,"""St. Martin, (LA)""",527.6
22101,"""St. Mary, (LA)""",574.1
22103,"""St. Tammany, (LA)""",418.8
22105,"""Tangipahoa, (LA)""",581.0
22107,"""Tensas, (LA)""",690.5
22109,"""Terrebonne, (LA)""",574.9
22111,"""Union, (LA)""",553.1
22113,"""Vermilion, (LA)""",706.5
22115,"""Vernon, (LA)""",572.4
22117,"""Washington, (LA)""",592.5
22119,"""Webster, (LA)""",555.0
22121,"""West Baton Rouge, (LA)""",463.3
22123,"""West Carroll, (LA)""",741.2
22125,"""West Feliciana, (LA)""",417.1
22127,"""Winn, (LA)""",560.2
23001,"""Androscoggin, (ME)""",433.1
23003,"""Aroostook, (ME)""",439.9
23005,"""Cumberland, (ME)""",315.1
23007,"""Franklin, (ME)""",395.7
23009,"""Hancock, (ME)""",401.1
23011,"""Kennebec, (ME)""",412.3
23013,"""Knox, (ME)""",328.4
23015,"""Lincoln, (ME)""",366.6
23017,"""Oxford, (ME)""",374.0
23019,"""Penobscot, (ME)""",428.9
23021,"""Piscataquis, (ME)""",443.7
23023,"""Sagadahoc, (ME)""",361.8
23025,"""Somerset, (ME)""",450.6
23027,"""Waldo, (ME)""",405.8
23029,"""Washington, (ME)""",416.9
23031,"""York, (ME)""",338.3
24001,"""Allegany, (MD)""",583.2
24003,"""Anne Arundel, (MD)""",446.5
24005,"""Baltimore, (MD)""",440.1
24009,"""Calvert, (MD)""",485.5
24011,"""Caroline, (MD)""",494.3
24013,"""Carroll, (MD)""",450.2
24015,"""Cecil, (MD)""",445.4
24017,"""Charles, (MD)""",474.6
24019,"""Dorchester, (MD)""",492.4
24021,"""Frederick, (MD)""",413.0
24023,"""Garrett, (MD)""",535.7
24025,"""Harford, (MD)""",431.3
24027,"""Howard, (MD)""",339.3
24029,"""Kent, (MD)""",434.3
24031,"""Montgomery, (MD)""",292.8
24033,"""Prince George's, (MD)""",496.5
24035,"""Queen Anne's, (MD)""",424.4
24037,"""St. Mary's, (MD)""",480.7
24039,"""Somerset, (MD)""",575.1
24041,"""Talbot, (MD)""",402.1
24043,"""Washington, (MD)""",452.5
24045,"""Wicomico, (MD)""",537.9
24047,"""Worcester, (MD)""",425.7
24510,"""Baltimore City, (MD)""",614.7
25001,"""Barnstable, (MA)""",370.7
25003,"""Berkshire, (MA)""",377.0
25005,"""Bristol, (MA)""",406.0
25007,"""Dukes, (MA)""",361.5
25009,"""Essex, (MA)""",361.9
25011,"""Franklin, (MA)""",384.0
25013,"""Hampden, (MA)""",398.7
25015,"""Hampshire, (MA)""",384.6
25017,"""Middlesex, (MA)""",330.4
25019,"""Nantucket, (MA)""",361.5
25021,"""Norfolk, (MA)""",343.9
25023,"""Plymouth, (MA)""",393.0
25025,"""Suffolk, (MA)""",349.9
25027,"""Worcester, (MA)""",384.9
26001,"""Alcona, (MI)""",542.1
26003,"""Alger, (MI)""",446.3
26005,"""Allegan, (MI)""",403.0
26007,"""Alpena, (MI)""",492.9
26009,"""Antrim, (MI)""",363.9
26011,"""Arenac, (MI)""",559.3
26013,"""Baraga, (MI)""",469.4
26015,"""Barry, (MI)""",447.7
26017,"""Bay, (MI)""",554.0
26019,"""Benzie, (MI)""",393.6
26021,"""Berrien, (MI)""",496.4
26023,"""Branch, (MI)""",528.4
26025,"""Calhoun, (MI)""",492.3
26027,"""Cass, (MI)""",493.7
26029,"""Charlevoix, (MI)""",406.3
26031,"""Cheboygan, (MI)""",427.2
26033,"""Chippewa, (MI)""",469.4
26035,"""Clare, (MI)""",620.1
26037,"""Clinton, (MI)""",446.7
26039,"""Crawford, (MI)""",479.1
26041,"""Delta, (MI)""",446.2
26043,"""Dickinson, (MI)""",462.0
26045,"""Eaton, (MI)""",458.0
26047,"""Emmet, (MI)""",409.1
26049,"""Genesee, (MI)""",557.8
26051,"""Gladwin, (MI)""",476.6
26053,"""Gogebic, (MI)""",493.6
26055,"""Grand Traverse, (MI)""",365.6
26057,"""Gratiot, (MI)""",579.3
26059,"""Hillsdale, (MI)""",503.5
26061,"""Houghton, (MI)""",510.0
26063,"""Huron, (MI)""",503.8
26065,"""Ingham, (MI)""",455.3
26067,"""Ionia, (MI)""",451.4
26069,"""Iosco, (MI)""",546.4
26071,"""Iron, (MI)""",479.2
26073,"""Isabella, (MI)""",522.6
26075,"""Jackson, (MI)""",456.4
26077,"""Kalamazoo, (MI)""",400.5
26079,"""Kalkaska, (MI)""",536.3
26081,"""Kent, (MI)""",420.6
26083,"""Keweenaw, (MI)""",498.9
26085,"""Lake, (MI)""",474.3
26087,"""Lapeer, (MI)""",539.3
26089,"""Leelanau, (MI)""",291.5
26091,"""Lenawee, (MI)""",496.4
26093,"""Livingston, (MI)""",477.3
26095,"""Luce, (MI)""",463.6
26097,"""Mackinac, (MI)""",463.2
26099,"""Macomb, (MI)""",514.6
26101,"""Manistee, (MI)""",464.7
26103,"""Marquette, (MI)""",454.7
26105,"""Mason, (MI)""",455.9
26107,"""Mecosta, (MI)""",514.3
26109,"""Menominee, (MI)""",454.8
26111,"""Midland, (MI)""",398.8
26113,"""Missaukee, (MI)""",465.4
26115,"""Monroe, (MI)""",517.6
26117,"""Montcalm, (MI)""",494.0
26119,"""Montmorency, (MI)""",489.1
26121,"""Muskegon, (MI)""",469.9
26123,"""Newaygo, (MI)""",439.8
26125,"""Oakland, (MI)""",450.8
26127,"""Oceana, (MI)""",464.2
26129,"""Ogemaw, (MI)""",570.9
26131,"""Ontonagon, (MI)""",510.7
26133,"""Osceola, (MI)""",512.6
26135,"""Oscoda, (MI)""",608.6
26137,"""Otsego, (MI)""",448.7
26139,"""Ottawa, (MI)""",343.2
26141,"""Presque Isle, (MI)""",449.4
26143,"""Roscommon, (MI)""",577.7
26145,"""Saginaw, (MI)""",492.6
26147,"""St. Clair, (MI)""",534.8
26149,"""St. Joseph, (MI)""",548.6
26151,"""Sanilac, (MI)""",522.3
26153,"""Schoolcraft, (MI)""",449.1
26155,"""Shiawassee, (MI)""",507.8
26157,"""Tuscola, (MI)""",499.6
26159,"""Van Buren, (MI)""",486.9
26161,"""Washtenaw, (MI)""",402.2
26163,"""Wayne, (MI)""",613.6
26165,"""Wexford, (MI)""",475.1
27001,"""Aitkin, (MN)""",386.9
27003,"""Anoka, (MN)""",287.3
27005,"""Becker, (MN)""",363.9
27007,"""Beltrami, (MN)""",367.0
27009,"""Benton, (MN)""",381.0
27011,"""Big Stone, (MN)""",427.1
27013,"""Blue Earth, (MN)""",330.0
27015,"""Brown, (MN)""",326.8
27017,"""Carlton, (MN)""",406.1
27019,"""Carver, (MN)""",299.0
27021,"""Cass, (MN)""",343.8
27023,"""Chippewa, (MN)""",357.3
27025,"""Chisago, (MN)""",296.7
27027,"""Clay, (MN)""",361.6
27029,"""Clearwater, (MN)""",386.7
27031,"""Cook, (MN)""",321.4
27033,"""Cottonwood, (MN)""",349.7
27035,"""Crow Wing, (MN)""",355.2
27037,"""Dakota, (MN)""",282.2
27039,"""Dodge, (MN)""",333.5
27041,"""Douglas, (MN)""",383.0
27043,"""Faribault, (MN)""",389.3
27045,"""Fillmore, (MN)""",349.6
27047,"""Freeborn, (MN)""",368.6
27049,"""Goodhue, (MN)""",339.5
27051,"""Grant, (MN)""",423.2
27053,"""Hennepin, (MN)""",284.3
27055,"""Houston, (MN)""",341.0
27057,"""Hubbard, (MN)""",326.3
27059,"""Isanti, (MN)""",312.1
27061,"""Itasca, (MN)""",382.7
27063,"""Jackson, (MN)""",390.6
27065,"""Kanabec, (MN)""",400.4
27067,"""Kandiyohi, (MN)""",336.2
27069,"""Kittson, (MN)""",378.9
27071,"""Koochiching, (MN)""",391.3
27073,"""Lac qui Parle, (MN)""",365.1
27075,"""Lake, (MN)""",388.7
27077,"""Lake of the Woods, (MN)""",378.0
27079,"""Le Sueur, (MN)""",321.6
27081,"""Lincoln, (MN)""",367.8
27083,"""Lyon, (MN)""",362.8
27085,"""McLeod, (MN)""",342.0
27087,"""Mahnomen, (MN)""",392.0
27089,"""Marshall, (MN)""",401.0
27091,"""Martin, (MN)""",395.1
27093,"""Meeker, (MN)""",335.9
27095,"""Mille Lacs, (MN)""",380.2
27097,"""Morrison, (MN)""",340.6
27099,"""Mower, (MN)""",295.3
27101,"""Murray, (MN)""",353.0
27103,"""Nicollet, (MN)""",290.4
27105,"""Nobles, (MN)""",285.5
27107,"""Norman, (MN)""",363.0
27109,"""Olmsted, (MN)""",294.2
27111,"""Otter Tail, (MN)""",396.0
27113,"""Pennington, (MN)""",395.1
27115,"""Pine, (MN)""",366.6
27117,"""Pipestone, (MN)""",391.5
27119,"""Polk, (MN)""",412.4
27121,"""Pope, (MN)""",358.3
27123,"""Ramsey, (MN)""",311.7
27125,"""Red Lake, (MN)""",415.4
27127,"""Redwood, (MN)""",364.6
27129,"""Renville, (MN)""",370.3
