fips_code,total_population,male,female,median_age,white_pop,african_american_pop,american_indian_pop,asian_pop,hawaiian_islander_pop,other_pop,hispanic_pop
29163,18574,10245,8329,39.8,16763,1213,125,27,0,46,18574
29165,89567,44061,45506,38.5,78483,5295,396,2350,324,1189,89567
29167,31035,15333,15702,38.1,29948,249,41,130,0,131,31035
29169,51620,28806,22814,26.6,39868,5941,591,1522,301,1345,51620
29171,4976,2487,2489,45.2,4878,25,9,21,0,0,4976
29173,10198,5090,5108,44.2,9897,39,53,8,0,38,10198
29175,25388,13394,11994,37.9,23061,1644,62,138,0,111,25388
29177,23422,11668,11754,40.0,22528,311,54,107,4,42,23422
29179,6682,3407,3275,44.8,6460,59,45,3,0,15,6682
29181,14070,6891,7179,41.9,13635,64,83,24,0,19,14070
29183,360695,177047,183648,37.0,327981,16045,487,7997,95,1953,360695
29185,9693,4852,4841,48.6,9299,64,28,10,0,61,9693
29186,18066,9101,8965,42.6,17647,137,6,0,194,18,18066
29187,65246,35056,30190,38.7,61082,3061,211,126,0,129,65246
29189,999147,472886,526261,39.8,705720,231255,1386,34256,316,5633,999147
29195,23232,11704,11528,38.0,20139,1341,38,101,124,1019,23232
29197,4397,2127,2270,41.4,4317,41,15,6,9,0,4397
29199,4843,2390,2453,39.4,4792,7,0,0,0,0,4843
29201,39192,18910,20282,38.9,33804,4464,87,172,12,86,39192
29203,8407,4164,4243,44.2,8112,49,106,0,0,0,8407
29205,6328,3120,3208,43.4,6199,78,23,0,3,0,6328
29207,29902,14526,15376,41.4,29062,432,182,12,0,59,29902
29209,31968,15684,16284,49.7,27935,38,316,94,0,179,31968
29211,6667,3395,3272,40.2,6391,22,15,12,0,121,6667
29213,51596,25177,26419,41.1,48610,139,150,270,0,771,51596
29215,25840,13211,12629,41.9,24120,864,158,32,0,95,25840
29217,20958,10124,10834,40.3,20255,127,76,132,5,38,20958
29219,32440,16264,16176,39.7,30594,540,26,72,5,462,32440
29221,25120,12775,12345,40.1,24087,524,120,58,12,62,25120
29223,13444,6715,6729,45.9,13046,34,106,11,4,17,13444
29225,36183,18377,17806,37.6,34824,420,204,59,0,95,36183
29227,2146,1039,1107,47.5,2123,0,0,0,0,0,2146
29229,18732,9160,9572,40.6,18092,118,71,57,0,167,18732
29510,318527,153691,164836,34.0,141594,155916,728,8461,75,2918,318527
30001,9228,4627,4601,44.0,8816,20,106,71,16,12,9228
30003,12872,6440,6432,30.1,4236,1,8067,94,0,76,12872
30005,6514,3275,3239,35.0,3187,0,3196,5,25,24,6514
30007,5575,2828,2747,45.6,5325,36,8,26,0,1,5575
30009,10057,5130,4927,48.0,9748,6,113,72,10,78,10057
30011,1276,623,653,51.5,1255,0,17,0,0,2,1276
30013,81248,40320,40928,38.7,72665,951,3519,467,2,424,81248
30015,5811,2876,2935,41.5,4469,0,1202,25,0,6,5811
30017,11706,5793,5913,41.7,11217,28,164,50,23,56,11706
30019,1734,881,853,51.7,1629,0,96,9,0,0,1734
30021,9022,4685,4337,42.1,8696,17,177,12,11,7,9022
30023,9277,4858,4419,46.2,8622,59,202,20,87,82,9277
30025,3051,1506,1545,40.8,2989,0,5,0,0,0,3051
30027,11507,5808,5699,48.1,11122,11,188,4,0,47,11507
30029,90967,45489,45478,41.2,87017,209,1416,508,27,218,90967
30031,90339,46716,43623,32.4,85949,344,926,920,53,418,90339
30033,1100,547,553,48.0,1076,0,12,0,0,0,1100
30035,13422,6530,6892,31.4,4244,1,8696,50,13,83,13422
30037,769,378,391,50.2,766,0,0,0,0,1,769
30039,3083,1572,1511,51.8,3011,4,17,10,0,0,3083
30041,16157,8217,7940,35.2,11917,33,3511,47,32,55,16157
30043,11360,5847,5513,46.8,10864,73,90,51,0,37,11360
30045,2052,970,1082,51.3,2026,0,5,0,0,2,2052
30047,28794,14106,14688,41.0,20215,60,6644,66,0,30,28794
30049,63432,31438,31994,40.7,59516,266,1471,292,23,231,63432
30051,2326,1071,1255,47.6,2246,8,33,0,14,15,2326
30053,19594,9941,9653,49.2,18831,54,383,95,0,16,19594
30055,1808,922,886,47.1,1764,0,2,0,0,0,1808
30057,7688,3975,3713,50.0,7453,15,22,41,12,31,7688
30059,1900,971,929,46.9,1876,0,5,5,0,6,1900
30061,4203,2194,2009,49.6,3994,95,90,11,0,4,4203
30063,109402,55118,54284,34.3,101761,453,2811,1205,147,343,109402
30065,4597,2345,2252,48.2,4411,12,24,0,0,22,4597
30067,15655,7753,7902,45.9,15140,24,86,6,2,15,15655
30069,566,290,276,47.6,536,21,0,0,0,0,566
30071,4203,2091,2112,48.4,3636,0,298,1,0,35,4203
30073,6147,2925,3222,42.9,5105,30,882,14,0,26,6147
30075,1639,850,789,47.4,1577,0,14,0,0,0,1639
30077,7067,4386,2681,45.4,6534,27,253,38,16,16,7067
30079,1193,623,570,56.3,1143,0,33,0,1,0,1193
30081,40311,19987,20324,46.3,38841,111,382,207,0,84,40311
30083,9961,5185,4776,40.5,9529,43,175,0,0,61,9961
30085,10477,5134,5343,30.9,3836,5,5626,17,0,40,10477
30087,9261,4564,4697,37.3,5720,47,3086,56,0,93,9261
30089,11421,5834,5587,49.9,10484,26,639,30,0,43,11421
30091,3447,1742,1705,48.2,3286,6,43,1,0,0,3447
30093,34164,17221,16943,41.7,32503,71,544,201,0,163,34164
30095,9096,4690,4406,46.0,8796,15,57,14,19,57,9096
30097,3661,1947,1714,43.1,3565,0,0,20,0,0,3661
30099,6082,3005,3077,45.6,5833,5,113,11,0,41,6082
30101,5210,2894,2316,42.8,4733,17,261,1,14,66,5210
30103,698,380,318,51.9,617,0,3,10,0,39,698
30105,7423,3694,3729,45.8,6464,9,804,8,3,12,7423
30107,2142,1040,1102,48.5,2096,0,9,0,0,3,2142
30109,899,470,429,50.2,890,9,0,0,0,0,899
30111,148191,72439,75752,38.5,134147,923,5872,1243,124,2610,148191
31001,31299,15576,15723,37.8,29659,204,126,412,6,410,31299
31003,6655,3306,3349,46.5,6564,10,5,7,0,0,6655
31005,490,254,236,37.4,487,0,0,0,0,0,490
31007,778,370,408,45.2,748,14,0,2,0,5,778
31009,584,294,290,41.3,568,0,0,0,0,0,584
31011,5473,2734,2739,45.7,5443,1,0,8,5,0,5473
31013,11345,5561,5784,40.5,10253,11,441,34,0,346,11345
31015,2025,1018,1007,50.8,1992,20,3,0,0,3,2025
31017,3183,1561,1622,46.7,3131,4,0,6,0,0,3183
31019,46330,22942,23388,32.3,43319,332,74,509,0,1288,46330
31021,6829,3333,3496,47.2,6582,32,112,10,0,16,6829
31023,8345,4190,4155,44.4,8140,76,21,5,0,92,8345
31025,25214,12702,12512,40.9,24482,163,37,102,0,130,25214
31027,8807,4462,4345,44.5,8714,12,19,15,0,0,8807
31029,3964,1938,2026,43.7,3883,1,0,0,0,19,3964
31031,5722,2910,2812,47.1,5349,13,144,75,0,0,5722
31033,10038,4983,5055,40.3,9698,28,63,191,0,6,10038
31035,6497,3245,3252,43.8,6343,14,66,0,27,16,6497
31037,10453,5368,5085,34.4,9465,138,85,16,8,300,10453
31039,9140,4537,4603,43.4,8749,43,6,13,0,217,9140
31041,10904,5384,5520,44.7,10650,15,9,0,0,59,10904
31043,20869,10404,10465,32.8,14769,744,499,677,0,3894,20869
31045,9176,4472,4704,34.9,8335,197,409,133,0,0,9176
31047,24267,12246,12021,36.5,19722,789,133,118,0,3179,24267
31049,1962,977,985,49.1,1936,7,2,0,0,0,1962
31051,5982,2953,3029,41.0,5810,19,33,0,0,70,5982
31053,36590,17776,18814,40.2,35222,131,234,183,51,271,36590
31055,518271,254707,263564,33.6,405196,58444,3512,13566,344,22053,518271
31057,1996,989,1007,47.4,1981,3,0,5,0,4,1996
31059,5867,2828,3039,45.9,5692,57,29,9,0,46,5867
31061,3196,1607,1589,48.8,3141,7,10,5,0,3,3196
31063,2693,1361,1332,44.8,2657,7,6,0,0,4,2693
31065,4922,2402,2520,47.1,4803,7,61,4,0,25,4922
31067,22209,10859,11350,43.6,21624,41,37,84,12,45,22209
31069,2011,1042,969,51.4,1960,0,0,13,2,0,2011
31071,2106,1030,1076,49.1,2078,13,0,0,0,0,2106
31073,2020,997,1023,45.4,1937,12,22,0,0,30,2020
31075,608,317,291,47.3,607,0,0,0,0,0,608
31077,2515,1264,1251,46.1,2495,14,3,0,0,0,2515
31079,58681,29298,29383,35.6,53936,1191,486,592,0,1766,58681
31081,9096,4510,4586,42.9,8950,16,15,7,0,15,9096
31083,3419,1750,1669,49.9,3364,3,12,0,0,12,3419
31085,1037,555,482,45.5,1019,2,0,6,0,3,1037
31087,2898,1471,1427,49.1,2848,3,12,7,0,8,2898
31089,10418,5144,5274,45.9,10097,2,78,19,0,187,10418
31091,689,380,309,47.8,680,0,2,5,0,1,689
31093,6294,3205,3089,43.2,6181,36,38,9,0,14,6294
31095,7572,3741,3831,47.0,7437,5,32,47,0,7,7572
31097,5188,2973,2215,43.7,4663,279,17,51,0,80,5188
31099,6514,3186,3328,41.9,6404,4,8,43,0,17,6514
31101,8284,4187,4097,48.2,7948,17,43,13,33,77,8284
31103,742,368,374,53.7,731,0,0,6,0,0,742
31105,3789,1947,1842,46.8,3634,30,57,3,0,42,3789
31107,8648,4227,4421,46.6,7699,42,712,26,0,43,8648
31109,286425,143500,142925,32.6,253964,10535,1887,10442,206,2332,286425
31111,36212,17782,18430,38.7,34094,242,59,189,2,653,36212
31113,724,334,390,50.5,724,0,0,0,0,0,724
31115,534,304,230,47.5,495,0,4,0,0,18,534
31117,348,187,161,49.0,348,0,0,0,0,0,348
31119,34766,17112,17654,37.2,32498,442,595,205,49,558,34766
31121,7779,3825,3954,43.3,7562,41,42,10,0,21,7779
31123,4993,2541,2452,43.1,4819,4,27,21,0,32,4993
31125,3730,1871,1859,44.9,3684,4,3,0,0,27,3730
31127,7224,3530,3694,41.5,6981,60,50,33,0,44,7224
31129,4490,2192,2298,49.3,4420,18,0,10,0,0,4490
31131,15729,7734,7995,42.7,15288,23,40,56,0,52,15729
31133,2753,1379,1374,49.3,2730,0,5,0,0,0,2753
31135,2947,1510,1437,45.1,2925,0,0,0,0,5,2947
31137,9184,4527,4657,43.9,8995,11,27,32,11,4,9184
31139,7231,3688,3543,41.9,7099,6,26,17,0,14,7231
31141,32195,16058,16137,38.7,30786,90,40,92,0,551,32195
31143,5371,2671,2700,45.1,5216,8,8,8,0,61,5371
31145,11013,5404,5609,42.4,10692,92,64,44,0,37,11013
31147,8355,4032,4323,47.7,7911,14,87,24,0,11,8355
31149,1540,726,814,49.4,1496,12,0,5,0,6,1540
31151,14278,7311,6967,36.0,13340,190,48,95,0,312,14278
31153,159413,79300,80113,33.0,142252,6487,677,3209,221,1892,159413
31155,20696,10517,10179,41.9,20214,57,69,51,0,108,20696
31157,36835,17734,19101,38.7,34089,235,511,253,20,1012,36835
31159,16729,8581,8148,38.3,16213,82,13,132,0,147,16729
31161,5432,2608,2824,46.6,4680,9,395,29,0,4,5432
31163,3133,1537,1596,48.6,3094,30,7,2,0,0,3133
31165,1262,614,648,47.5,1224,0,0,0,0,10,1262
31167,6139,3086,3053,39.0,5854,23,26,57,0,36,6139
31169,5195,2561,2634,48.8,5097,6,5,2,0,3,5195
31171,831,389,442,38.9,789,6,8,14,0,0,831
31173,6926,3448,3478,28.6,2765,33,3919,28,8,12,6926
31175,4322,2122,2200,47.3,4240,1,11,0,0,25,4322
31177,20201,10067,10134,41.0,19718,100,35,46,32,40,20201
31179,9542,4793,4749,29.4,9123,137,0,45,0,122,9542
31181,3773,1779,1994,47.5,3659,4,0,67,6,4,3773
31183,725,371,354,47.3,685,0,0,0,0,36,725
31185,13727,6577,7150,42.2,13000,86,60,48,32,302,13727
32001,24779,12354,12425,39.2,20441,447,1249,785,60,1019,24779
32003,1954773,984265,970508,35.5,1337840,203875,11640,169472,13250,137234,1954773
32005,47056,23565,23491,47.3,42561,190,1009,501,87,1075,47056
32007,49133,25637,23496,33.4,43614,501,2658,500,78,992,49133
32009,916,506,410,51.8,826,7,28,0,0,43,916
32011,1809,942,867,38.5,1672,11,70,0,6,39,1809
32013,16511,8608,7903,36.6,14539,51,908,126,6,573,16511
32015,5751,3057,2694,35.4,5285,8,232,18,0,54,5751
32017,5282,2726,2556,35.9,4787,159,266,13,3,14,5282
32019,51797,26094,25703,40.6,45453,498,1454,793,199,1835,51797
32021,4718,2382,2336,50.4,3617,85,628,84,2,125,4718
32023,43801,22208,21593,48.8,39416,1027,920,621,122,954,43801
32027,6707,4371,2336,39.9,5732,282,193,30,5,237,6707
32029,4010,2023,1987,52.8,3783,15,54,19,10,5,4010
32031,422010,212882,209128,37.0,345079,10372,6765,21573,2523,21455,422010
32033,9967,5340,4627,42.0,8577,242,766,39,16,125,9967
32510,55184,28536,26648,41.6,46852,535,1221,1671,105,3523,55184
33001,60206,29442,30764,44.5,58087,396,81,680,0,121,60206
33003,47761,23783,23978,48.2,46531,63,190,250,0,69,47761
33005,77106,37537,39569,41.1,74213,450,242,963,0,261,77106
33007,32872,16704,16168,46.6,31875,195,128,123,0,92,32872
33009,88985,43977,45008,41.2,83441,859,275,2588,6,264,88985
33011,401101,198575,202526,39.2,366151,8321,635,13390,120,5522,401101
33013,146742,72352,74390,41.5,140170,1517,248,2249,26,345,146742
33015,295872,146191,149681,42.3,283117,2284,335,5134,37,1110,295872
33017,123295,60043,63252,36.7,115715,1098,263,3054,0,719,123295
33019,43534,21444,22090,44.2,42140,156,73,253,14,188,43534
34001,274402,133243,141159,40.1,180960,44727,867,20948,142,18154,274402
34003,906781,437214,469567,41.2,666754,50694,1507,132801,107,36516,906781
34005,449117,220812,228305,40.3,333460,72612,528,19759,122,9004,449117
34007,513660,247930,265730,37.7,332006,97391,2205,26329,133,39953,513660
34009,96987,47267,49720,47.3,88060,4685,523,944,7,1476,96987
34011,156864,80801,76063,36.8,100432,31654,1530,2060,6,15365,156864
34013,783840,375925,407915,36.3,339640,317719,2084,36585,534,60371,783840
34015,288187,139890,148297,38.7,239402,28656,460,7763,61,5265,288187
34017,636194,314989,321205,34.2,355293,82956,2522,85911,311,90564,636194
34019,127996,63852,64144,43.4,116882,3366,90,4101,228,1820,127996
34021,366442,179071,187371,37.8,232853,73852,1030,32978,49,18709,366442
34023,811064,398362,412702,37.2,509495,76560,1440,176635,254,29248,811064
34025,629263,306128,323135,41.4,525127,46100,1751,31963,30,10857,629263
34027,493472,241638,251834,41.2,407897,15367,923,44934,79,15373,493472
34029,575961,276133,299828,42.7,526812,17700,869,9873,70,11172,575961
34031,500168,242949,257219,36.2,329232,62737,1420,25657,68,66561,500168
34033,66007,32058,33949,40.9,52871,9535,155,649,3,1594,66007
34035,323650,157862,165788,40.2,229327,28280,492,46139,45,12887,323650
34037,148962,74120,74842,41.8,139363,2950,306,2649,11,1612,148962
34039,536383,260183,276200,37.9,317464,115746,862,24696,332,68251,536383
34041,108488,52762,55726,41.4,97693,4020,138,2641,0,2277,108488
35001,661924,324280,337644,36.0,462080,18731,30332,14963,606,109996,661924
35003,3686,2022,1664,57.6,3376,0,136,0,0,107,3686
35005,65343,32323,33020,34.8,53373,1036,751,470,31,6699,65343
35006,27293,13764,13529,37.2,12865,116,11431,52,34,2034,27293
35007,13614,6912,6702,46.3,10981,83,475,58,0,1625,13614
35009,48101,24229,23872,31.6,33410,3081,800,641,49,8767,48101
35011,2069,973,1096,47.0,1624,2,0,0,0,395,2069
35013,208794,102390,106404,32.4,186963,3340,2345,2378,13,10205,208794
35015,53693,26763,26930,37.0,46503,287,772,16,84,3776,53693
35017,29602,14575,15027,45.8,22602,129,748,139,0,5331,29602
35019,4655,2467,2188,40.1,3293,76,112,1,9,1073,4655
35021,612,320,292,53.8,523,0,8,4,0,68,612
35023,4903,2436,2467,40.2,4004,67,22,0,0,751,4903
35025,64670,33134,31536,31.6,55487,2520,578,181,0,4331,64670
35027,20440,10056,10384,49.2,17297,82,317,10,8,1885,20440
35028,18008,9022,8986,44.0,15932,78,60,1021,18,360,18008
35029,25162,12473,12689,38.4,22815,222,241,52,19,1332,25162
35031,71888,35099,36789,30.3,12146,433,53553,506,38,2988,71888
35033,4830,2467,2363,46.3,3672,2,118,0,0,959,4830
35035,64176,32503,31673,36.1,50689,2487,4413,908,53,3635,64176
35037,8956,4323,4633,45.5,7713,97,216,47,8,671,8956
35039,40201,19781,20420,39.1,28827,166,5899,177,7,4546,40201
35041,19840,10091,9749,29.9,15281,470,267,193,0,3372,19840
35043,131302,64327,66975,38.1,95072,3879,16678,1750,100,10020,131302
35045,128600,63830,64770,32.8,69170,860,47668,480,153,6505,128600
35047,29225,14476,14749,41.4,22283,405,550,81,37,5087,29225
35049,144209,70059,74150,43.0,123374,1265,4119,1696,22,10129,144209
35051,11956,5963,5993,53.8,10893,79,181,0,0,572,11956
35053,17843,9140,8703,35.8,14155,204,1988,175,25,1019,17843
35055,32775,16132,16643,45.4,18757,158,1945,254,4,10225,32775
35057,16285,8348,7937,40.8,14584,82,254,71,0,962,16285
35059,4460,2494,1966,40.5,3305,206,94,6,0,671,4460
35061,76172,38538,37634,37.4,49592,991,2714,525,26,20093,76172
36001,304511,147190,157321,38.2,237873,38343,593,14654,95,5366,304511
36003,48837,24748,24089,37.8,46960,627,155,529,19,160,48837
36005,1386364,650728,735636,32.7,312055,481739,7196,49489,308,488156,1386364
36007,199928,98022,101906,40.2,176883,9327,658,7008,30,1709,199928
36009,80166,39681,40485,40.8,74589,1111,2206,597,21,289,80166
36011,79996,40809,39187,41.6,74104,3478,261,474,3,432,79996
36013,134599,66287,68312,40.6,125574,3161,699,894,119,1868,134599
36015,88779,44313,44466,40.9,79138,5446,231,984,0,282,88779
36017,50490,25179,25311,42.9,48781,284,32,150,0,240,50490
36019,82054,42238,39816,39.1,75715,3435,283,853,54,634,82054
36021,62881,31671,31210,45.3,57054,2823,103,1011,0,410,62881
36023,49453,24142,25311,35.8,46737,768,151,498,42,443,49453
36025,47851,24042,23809,45.3,45527,763,112,407,3,460,47851
36027,297291,148019,149272,40.2,235943,29134,684,11167,51,13229,297291
36029,919542,443476,476066,40.3,736093,122004,4793,24746,143,14411,919542
36031,39309,20545,18764,44.6,36708,1185,53,167,11,653,39309
36033,51698,28388,23310,39.3,43360,3333,2798,552,30,689,51698
36035,55358,27467,27891,41.7,52865,868,105,403,0,330,55358
36037,59992,29825,30167,41.6,55716,1603,558,339,11,593,59992
36039,49122,25761,23361,44.0,44467,2919,60,411,0,391,49122
36041,4835,2447,2388,51.0,4692,39,0,10,0,13,4835
36043,64475,31478,32997,42.3,62338,610,161,332,51,333,64475
36045,117011,60036,56975,32.3,102535,5629,436,1737,351,2201,117011
36047,2512740,1186163,1326577,34.1,1119881,859622,8247,266557,1372,209788,2512740
36049,27062,13642,13420,40.3,26434,248,56,59,0,64,27062
36051,65215,32534,32681,39.7,61181,1582,160,749,19,430,65215
36053,72977,35964,37013,39.3,69358,1353,501,543,3,229,72977
36055,744746,359365,385381,38.4,570868,112370,1998,24542,238,17788,744746
36057,50025,24411,25614,40.9,45715,847,141,362,18,1906,50025
36059,1338712,647788,690924,41.2,973573,148771,2310,103765,81,81435,1338712
36061,1596735,751244,845491,36.4,909145,247743,5012,178673,804,192325,1596735
36063,215869,104759,111110,41.8,191753,15345,1985,2268,99,830,215869
36065,234336,116849,117487,40.9,203928,13212,459,7049,89,3864,234336
36067,466179,224626,241553,38.7,380600,50499,3557,14702,50,4564,466179
36069,107728,52670,55058,42.3,101122,2416,211,1244,0,674,107728
36071,372951,186531,186420,36.7,288487,37428,1175,9453,20,25785,372951
36073,42995,21218,21777,40.9,38500,2640,268,230,2,571,42995
36075,122055,60835,61220,38.6,117371,1071,355,756,5,825,122055
36077,62147,29970,32177,40.4,58869,1191,57,683,0,394,62147
36079,99702,49693,50009,41.7,89418,2064,270,2006,0,3826,99702
36081,2235008,1082322,1152686,37.3,950264,421540,9475,522638,1356,260286,2235008
36083,159464,78731,80733,39.6,140475,9074,210,3449,39,1351,159464
36085,468374,226977,241397,38.6,354836,48635,813,36292,26,18866,468374
36087,312011,152950,159061,36.8,226906,38105,670,20118,74,21403,312011
36089,112060,56988,55072,37.2,104807,3036,561,1141,82,834,112060
36091,219832,108002,111830,40.8,207694,3197,320,3841,48,793,219832
36093,154466,74674,79792,40.0,124632,14996,604,5678,123,3709,154466
36095,32617,16288,16329,42.4,31271,443,98,224,0,222,32617
36097,18472,9217,9255,44.3,17927,212,31,40,0,37,18472
36099,35306,18470,16836,41.2,32695,1686,144,201,0,82,35306
36101,98992,49065,49927,41.3,94265,1754,238,1337,0,417,98992
36103,1492360,734110,758250,39.8,1227708,110478,3486,52009,297,71037,1492360
36105,77340,39626,37714,41.8,62970,6668,337,1197,0,3299,77340
36107,51067,25177,25890,42.8,49443,347,143,302,0,160,51067
36109,101570,50068,51502,29.8,84172,3969,310,9391,19,1034,101570
36111,182516,90745,91771,42.1,160024,10438,424,3131,24,2872,182516
36113,65700,31929,33771,44.2,63459,648,292,518,65,243,65700
36115,63108,32803,30305,42.2,59603,1939,75,307,35,393,63108
36117,93476,46355,47121,41.8,87495,3467,284,587,0,576,93476
36119,950227,457439,492788,40.1,642623,136936,1741,51797,144,90239,950227
36121,42092,22842,19250,40.7,38432,2440,121,183,0,516,42092
36123,25351,12343,13008,40.4,24657,216,33,105,3,61,25351
37001,151170,71944,79226,38.5,105718,27279,374,1910,154,11723,151170
37003,37014,18575,18439,41.1,32871,2021,87,314,9,1164,37014
37005,11069,5558,5511,46.0,10276,128,36,32,10,425,11069
37007,26699,13918,12781,39.5,12687,12968,174,301,0,318,26699
37009,27099,13250,13849,45.4,25561,109,136,69,0,867,27099
37011,17815,9733,8082,42.2,15503,705,135,133,57,321,17815
37013,47542,22790,24752,44.0,32475,12440,45,88,1,1869,47542
37015,21035,10415,10620,43.1,7456,13247,61,112,4,74,21035
37017,34922,16633,18289,41.0,20176,11918,788,46,0,1055,34922
37019,107925,52565,55360,47.6,91265,12134,311,482,97,1208,107925
37021,239000,114864,124136,40.7,211727,15326,951,2484,194,2627,239000
37023,90821,45525,45296,41.4,77635,6068,247,3023,28,2072,90821
37025,178396,87018,91378,36.7,139602,27464,724,3624,14,3293,178396
37027,82493,40473,42020,41.2,74276,3928,289,477,74,2295,82493
37029,9965,4994,4971,40.1,8191,1305,133,186,0,78,9965
37031,66415,32646,33769,45.7,58957,4341,364,624,5,985,66415
37033,23615,12049,11566,43.6,14783,7926,132,21,0,296,23615
37035,154201,75649,78552,39.7,127427,13112,571,5305,40,4700,154201
37037,63896,30876,33020,44.1,50154,8586,215,809,10,3209,63896
37039,27304,13245,14059,48.3,25427,267,507,155,4,353,27304
37041,14825,7088,7737,44.7,9323,5064,124,109,0,172,14825
37043,10575,5155,5420,49.6,10169,82,38,21,0,186,10575
37045,97890,47040,50850,40.5,74895,20476,188,860,0,480,97890
37047,57612,28527,29085,40.4,35334,17588,1786,73,12,1895,57612
37049,102904,51438,51466,36.5,72226,22465,395,2120,192,2546,102904
37051,319329,154714,164615,30.9,165619,114520,3282,7323,1007,9216,319329
37053,23677,11842,11835,41.0,21443,1485,48,100,0,81,23677
37055,34019,17001,17018,43.5,31611,1416,187,29,0,539,34019
37057,162628,79756,82872,40.4,139671,14912,738,2187,22,3242,162628
37059,41183,20151,21032,42.6,36119,2811,146,169,33,1552,41183
37061,58510,28752,29758,37.4,33479,14888,56,196,0,9014,58510
37063,269283,128496,140787,33.4,131635,100777,1086,12003,94,16262,269283
37065,56253,26163,30090,40.0,21988,32199,261,66,13,1116,56253
37067,351368,166896,184472,37.3,229686,92066,767,6641,31,16315,351368
37069,60470,30082,30388,39.8,40547,15602,397,287,7,2341,60470
37071,206291,99900,106391,38.8,160843,31084,965,2665,21,7395,206291
37073,12069,5989,6080,42.4,7666,4129,21,39,0,87,12069
37075,8766,4316,4450,42.7,7864,48,505,84,14,83,8766
37077,59666,31734,27932,39.9,36140,19455,258,380,14,2372,59666
37079,21386,11459,9927,38.1,10624,7906,131,55,0,1988,21386
37081,489576,233213,256363,36.4,282773,160319,2486,20137,88,14270,489576
37083,54693,26212,28481,41.9,21959,28074,1711,340,8,539,54693
37085,115559,56719,58840,33.5,80169,23909,1023,1098,26,4782,115559
37087,58915,28473,30442,45.7,56326,554,317,223,8,531,58915
37089,106577,51488,55089,45.3,96600,3595,542,1139,0,2751,106577
37091,24525,12118,12407,40.9,8814,14681,346,157,1,143,24525
37093,47368,23117,24251,30.8,22299,16220,4097,601,108,1824,47368
37095,5810,3172,2638,40.0,3453,2009,33,7,0,303,5810
37097,159614,78719,80895,39.0,131158,19306,548,2978,15,3115,159614
37099,39985,19659,20326,36.6,33714,814,3681,276,52,664,39985
37101,169122,83393,85729,36.6,132547,25445,520,834,0,5817,169122
37103,10144,5055,5089,44.4,6321,3261,40,12,67,242,10144
37105,57876,28457,29419,37.6,38505,11469,304,622,23,5853,57876
37107,59372,28334,31038,41.0,31686,24123,123,254,7,2134,59372
37109,78052,38527,39525,40.8,70721,4263,204,443,0,1157,78052
37111,44926,22485,22441,41.8,41380,1638,132,417,11,655,44926
37113,33815,16427,17388,48.4,31663,308,102,241,12,1223,33815
37115,20727,10326,10401,43.6,19919,269,67,95,0,169,20727
37117,24298,11364,12934,44.1,12910,10497,84,44,5,443,24298
37119,926873,448166,478707,34.0,537507,282309,3670,43659,672,36505,926873
37121,15539,7627,7912,45.3,15122,127,38,41,10,111,15539
37123,27741,13397,14344,39.7,21052,5242,135,446,0,646,27741
37125,88314,42228,46086,45.1,72722,11639,587,777,7,1088,88314
37127,95545,46022,49523,40.3,53751,35412,497,775,0,2893,95545
37129,203276,98438,104838,37.4,163535,29755,754,2742,89,2804,203276
37131,21959,10589,11370,45.4,8775,12556,24,16,16,54,21959
37133,176461,95036,81425,25.8,131513,29023,1180,3071,389,5408,176461
37135,133958,64018,69940,33.3,102023,15699,425,9089,19,3226,133958
37137,13145,6697,6448,48.0,10114,2537,66,42,0,42,13145
37139,40551,19752,20799,36.3,23357,15656,27,470,7,558,40551
37141,52447,26307,26140,41.2,40013,9637,202,237,8,1694,52447
37143,13414,6276,7138,46.3,9589,3471,0,2,0,68,13414
37145,39322,19161,20161,41.5,27065,10801,269,135,0,716,39322
37147,167951,79231,88720,30.9,100209,56980,432,2638,0,3859,167951
37149,20386,9839,10547,49.5,18768,1038,11,76,0,345,20386
37151,141568,69758,71810,39.6,124563,7858,519,1403,4,5039,141568
37153,46608,22811,23797,38.9,28978,14235,1263,265,0,1141,46608
37155,133920,65068,68852,34.3,41535,32256,50448,1072,86,5150,133920
37157,93264,45037,48227,42.2,70534,17471,273,423,46,2699,93264
37159,138189,68153,70036,39.1,106969,22624,711,1375,44,4302,138189
37161,67446,32499,34947,42.1,58319,6782,262,355,0,833,67446
37163,63408,31192,32216,38.2,36408,16963,1061,258,46,7198,63408
37165,36266,17504,18762,37.8,17114,14029,3567,330,5,233,36266
37167,60489,30255,30234,40.5,51333,6548,148,1184,5,337,60489
37169,47224,22914,24310,42.5,44254,2000,289,111,0,198,47224
37171,73551,35948,37603,41.1,67694,2871,338,246,28,1221,73551
37173,13995,6992,7003,40.9,9447,362,3269,37,0,263,13995
37175,32825,15757,17068,49.4,30233,1210,144,158,0,407,32825
37177,4367,2371,1996,44.2,2430,1579,37,90,10,85,4367
37179,201617,99665,101952,36.3,164971,23715,882,3206,70,5571,201617
37181,45183,21017,24166,38.4,19115,22619,129,69,0,2740,45183
37183,905573,441250,464323,34.5,619850,188710,2766,48689,177,27427,905573
37185,20860,10665,10195,45.1,8011,10764,782,81,0,388,20860
37187,13085,6086,6999,43.6,6067,6592,46,11,0,296,13085
37189,51103,25551,25552,28.1,48237,640,94,482,2,447,51103
37191,122419,59952,62467,36.7,70278,38867,194,1190,39,8507,122419
