fips_code,total_population,male,female,median_age,white_pop,african_american_pop,american_indian_pop,asian_pop,hawaiian_islander_pop,other_pop,hispanic_pop
18143,24044,12000,12044,39.1,23488,117,54,17,0,163,24044
18145,44435,21914,22521,39.9,42021,488,97,300,35,1058,44435
18147,20948,10544,10404,42.3,20214,138,64,129,0,355,20948
18149,23310,11513,11797,40.5,22701,81,44,43,12,151,23310
18151,34116,17265,16851,40.0,31758,264,138,170,7,140,34116
18153,21379,11650,9729,39.4,20060,1061,49,19,0,60,21379
18155,10509,5387,5122,40.6,10265,45,14,0,0,93,10509
18157,173317,88307,85010,27.7,148425,6826,307,10816,38,2800,173317
18159,15917,7837,8080,43.0,15605,41,0,37,0,74,15917
18161,7449,3688,3761,40.2,7214,42,7,39,0,0,7449
18163,179610,86658,92952,37.5,155816,16053,383,1753,9,1194,179610
18165,16224,8039,8185,41.5,15982,21,69,28,0,15,16224
18167,107805,54597,53208,36.2,94906,7250,364,1895,35,770,107805
18169,32804,16025,16779,41.6,31671,219,303,96,0,300,32804
18171,8490,4247,4243,42.6,8297,7,6,18,0,80,8490
18173,59643,29538,30105,39.5,56685,515,131,853,0,383,59643
18175,28162,14109,14053,39.0,27735,125,37,52,0,7,28162
18177,68797,33246,35551,40.5,62191,2239,46,628,0,759,68797
18179,27677,13613,14064,40.3,27086,148,80,30,0,61,27677
18181,24612,12120,12492,42.2,23978,64,60,63,6,128,24612
18183,33234,16653,16581,40.0,32268,160,60,49,0,268,33234
19001,7628,3798,3830,45.4,7457,11,12,46,0,0,7628
19003,4027,1994,2033,46.5,3944,12,6,0,0,10,4027
19005,14285,7210,7075,44.2,13614,39,187,136,0,45,14285
19007,12858,6279,6579,44.2,12500,61,3,38,0,20,12858
19009,6077,2948,3129,46.7,5978,4,33,9,0,4,6077
19011,26044,13004,13040,40.4,25361,65,6,41,0,177,26044
19013,130843,63594,67249,34.6,112517,11774,213,1851,38,1595,130843
19015,26324,13112,13212,40.9,25693,236,66,155,0,23,26324
19017,24294,11920,12374,38.3,23629,200,22,122,45,38,24294
19019,20988,10421,10567,38.9,20494,136,41,109,0,97,20988
19021,20215,10301,9914,36.5,16641,478,23,1173,95,1279,20215
19023,14899,7278,7621,43.6,14687,41,29,41,7,10,14899
19025,9936,4991,4945,47.5,9691,87,11,20,0,14,9936
19027,20751,10049,10702,42.5,20190,85,55,169,8,117,20751
19029,13865,6818,7047,44.8,13536,64,40,12,0,70,13865
19031,18446,9045,9401,42.8,18045,16,11,121,0,66,18446
19033,44083,21350,22733,43.4,41979,554,86,424,0,283,44083
19035,12011,6009,6002,47.3,11650,36,35,24,0,110,12011
19037,12409,6266,6143,43.9,12131,29,110,65,0,16,12409
19039,9286,4706,4580,41.5,9125,91,5,10,0,0,9286
19041,16649,8098,8551,42.8,16053,48,29,67,54,198,16649
19043,18056,8997,9059,44.7,17647,62,24,19,0,46,18056
19045,49074,24157,24917,41.6,46205,1471,73,200,0,243,49074
19047,17100,8621,8479,38.0,15708,108,24,8,0,934,17100
19049,66997,32887,34110,34.3,61805,856,33,1658,15,1461,66997
19051,8718,4330,4388,38.6,8598,9,20,23,0,4,8718
19053,8382,4188,4194,38.4,8012,148,62,63,0,29,8382
19055,17721,8825,8896,41.9,17463,24,11,18,0,2,17721
19057,40268,19549,20719,41.8,36857,2061,97,343,0,127,40268
19059,16778,8354,8424,48.3,16453,58,21,51,73,14,16778
19061,93776,46009,47767,38.7,88413,1359,162,1090,73,103,93776
19063,10263,5180,5083,40.2,9685,92,19,32,14,71,10263
19065,20894,10365,10529,42.3,20208,186,97,81,8,34,20894
19067,16204,7886,8318,43.6,15605,224,0,159,14,31,16204
19069,10650,5307,5343,43.0,9782,19,2,47,0,615,10650
19071,7373,3672,3701,45.4,7153,15,21,2,0,86,7373
19073,9304,4576,4728,45.1,9061,10,3,16,0,89,9304
19075,12431,6097,6334,42.5,12244,25,13,30,0,30,12431
19077,10915,5438,5477,44.9,10631,32,33,3,7,72,10915
19079,15614,7762,7852,42.1,14595,52,158,366,0,258,15614
19081,11320,5668,5652,44.7,10911,7,41,32,0,166,11320
19083,17479,8754,8725,43.6,16853,141,24,134,0,136,17479
19085,14838,7340,7498,42.7,14554,15,36,45,0,14,14838
19087,20242,10207,10035,39.8,18918,428,50,526,0,43,20242
19089,9568,4697,4871,42.4,9385,73,1,40,0,0,9568
19091,9818,4818,5000,44.4,9552,13,7,20,0,55,9818
19093,7113,3578,3535,44.8,7017,16,1,16,0,5,7113
19095,16320,8041,8279,42.3,16042,60,4,30,5,24,16320
19097,19807,9816,9991,43.9,18555,135,21,39,77,35,19807
19099,36823,18915,17908,41.7,35623,451,152,181,4,81,36823
19101,16791,8542,8249,44.0,14773,196,26,1199,0,136,16791
19103,131627,65738,65889,29.3,112878,6122,299,7235,11,2198,131627
19105,20686,10744,9942,42.7,19830,360,126,76,42,106,20686
19107,10480,5224,5256,43.6,10310,32,8,2,0,27,10480
19109,15510,7631,7879,46.9,15243,34,8,73,0,46,15510
19111,35741,17977,17764,42.4,33447,1049,52,176,9,196,35741
19113,211954,104310,107644,36.7,192021,8621,566,3802,63,2152,211954
19115,11448,5816,5632,39.3,10659,125,0,59,13,411,11448
19117,8913,4435,4478,43.8,8790,12,51,12,0,0,8913
19119,11623,5794,5829,38.3,11416,3,20,19,0,74,11623
19121,15630,7776,7854,39.4,15315,91,17,30,0,42,15630
19123,22432,11207,11225,39.3,21394,169,46,154,13,221,22432
19125,33388,16589,16799,38.8,32338,185,99,397,0,26,33388
19127,40568,20366,20202,39.4,35248,756,162,562,8,3212,40568
19129,15028,7502,7526,41.4,14624,82,36,50,0,17,15028
19131,10761,5292,5469,44.6,10615,21,0,27,23,11,10761
19133,9242,4589,4653,46.8,8948,21,36,6,0,19,9242
19135,7979,3982,3997,43.3,7701,50,99,67,0,47,7979
19137,10710,5198,5512,45.2,10413,4,0,11,0,109,10710
19139,42729,21141,21588,38.0,39782,574,124,428,0,1066,42729
19141,14302,7091,7211,44.4,13823,30,36,49,0,142,14302
19143,6413,3163,3250,43.3,6305,42,21,15,0,7,6413
19145,15902,8091,7811,43.8,15046,353,40,143,0,121,15902
19147,9402,4702,4700,42.8,9222,37,28,35,0,0,9402
19149,24911,12286,12625,42.5,24018,36,58,169,0,298,24911
19151,7307,3648,3659,47.3,7145,63,3,3,14,35,7307
19153,431811,211945,219866,34.7,368901,25438,1132,15608,288,9719,431811
19155,92793,45516,47277,38.5,87293,1257,260,625,8,1814,92793
19157,18888,9221,9667,41.3,17997,182,37,342,4,72,18888
19159,5123,2516,2607,45.4,5042,5,24,20,0,0,5123
19161,10307,5064,5243,46.3,10116,75,5,21,4,49,10307
19163,165432,81090,84342,37.4,143495,11980,415,3270,0,1685,165432
19165,12158,5908,6250,45.8,11847,10,8,90,12,44,12158
19167,33776,16987,16789,32.9,31614,175,75,291,0,1296,33776
19169,89734,46321,43413,26.5,79969,2516,131,5530,0,526,89734
19171,17746,8678,9068,42.1,15759,98,1286,59,0,230,17746
19173,6292,3112,3180,44.3,6048,6,29,29,0,101,6292
19175,12525,6043,6482,41.5,12065,270,11,12,0,1,12525
19177,7565,3798,3767,43.8,7442,20,7,26,0,14,7565
19179,35449,17312,18137,39.9,33122,469,68,314,0,894,35449
19181,46239,22500,23739,38.5,44988,218,31,171,31,146,46239
19183,21765,10690,11075,41.9,20625,185,6,58,22,521,21765
19185,6372,3071,3301,45.4,6277,5,6,26,0,0,6372
19187,37895,19346,18549,40.0,34950,1628,65,245,0,382,37895
19189,10800,5331,5469,43.8,10414,94,18,39,2,61,10800
19191,21033,10449,10584,40.2,20345,173,97,195,0,123,21033
19193,101948,50088,51860,35.2,85453,2518,1785,2547,174,6377,101948
19195,7581,3784,3797,43.9,7423,25,1,6,0,23,7581
19197,13173,6506,6667,44.4,12493,32,17,34,30,450,13173
20001,13364,6468,6896,40.8,12512,266,83,85,0,69,13364
20003,8066,4019,4047,43.0,7730,22,11,0,0,0,8066
20005,16854,8176,8678,35.8,15402,886,78,42,0,34,16854
20007,4867,2435,2432,46.4,4708,8,14,0,0,23,4867
20009,27556,13575,13981,40.0,25752,423,59,45,9,770,27556
20011,15060,7503,7557,38.0,14112,438,79,104,0,1,15060
20013,9962,4845,5117,41.9,8578,150,994,51,0,10,9962
20015,65647,32804,32843,37.5,61150,1035,435,486,6,620,65647
20017,2788,1404,1384,45.5,2682,32,23,2,0,12,2788
20019,3654,1862,1792,48.3,3306,29,191,0,0,31,3654
20021,21521,10704,10817,40.5,19587,117,897,82,14,17,21521
20023,2724,1378,1346,49.7,2682,0,5,27,0,0,2724
20025,2198,1048,1150,43.5,2050,4,17,11,7,51,2198
20027,8547,4213,4334,44.1,8279,127,42,13,0,0,8547
20029,9479,4598,4881,43.3,9215,31,26,52,0,47,9479
20031,8553,4267,4286,44.0,8287,56,46,25,10,9,8553
20033,1893,930,963,44.0,1836,0,25,8,0,19,1893
20035,36259,18101,18158,38.4,31749,1054,1002,610,2,904,36259
20037,39133,19569,19564,32.7,36047,847,374,577,0,306,39133
20039,2939,1476,1463,51.4,2849,27,14,7,7,3,2939
20041,19766,9743,10023,41.6,18921,68,117,60,0,52,19766
20043,7931,4018,3913,37.9,7317,274,75,48,2,45,7931
20045,111073,55492,55581,28.3,94812,4218,2517,4301,14,710,111073
20047,3021,1563,1458,43.6,2868,9,0,21,0,77,3021
20049,2856,1427,1429,49.0,2710,24,11,16,0,9,2856
20051,28525,14144,14381,31.8,26895,304,38,330,25,490,28525
20053,6477,3623,2854,44.2,5971,300,19,9,0,31,6477
20055,36608,18556,18052,30.4,31698,871,158,1183,0,1755,36608
20057,33725,17314,16411,30.5,29712,597,301,464,16,1814,33725
20059,25916,12813,13103,38.6,24370,185,121,98,12,328,25916
20061,34110,17209,16901,27.4,23307,6060,208,1231,138,551,34110
20063,2771,1413,1358,48.2,2710,18,3,0,0,5,2771
20065,2617,1308,1309,49.5,2414,92,20,19,9,0,2617
20067,7817,3887,3930,32.6,6588,3,82,0,4,985,7817
20069,5982,2878,3104,35.2,5717,0,0,24,0,112,5982
20071,1234,594,640,49.2,1172,10,0,2,0,14,1234
20073,6654,3245,3409,46.5,6406,11,17,4,0,0,6654
20075,2656,1387,1269,36.7,2554,1,3,0,0,71,2656
20077,5998,2994,3004,43.3,5743,38,46,6,9,73,5998
20079,34572,16792,17780,39.7,31904,399,228,231,0,997,34572
20081,4222,2111,2111,34.3,3686,11,49,25,0,395,4222
20083,1949,980,969,47.9,1931,1,0,0,0,0,1949
20085,13401,6724,6677,41.3,11658,153,885,57,14,59,13401
20087,19036,9710,9326,42.9,18282,46,202,11,0,21,19036
20089,3085,1560,1525,51.7,3004,12,7,24,0,16,3085
20091,546046,266675,279371,36.4,476361,23183,1674,22669,298,8320,546046
20093,3952,2072,1880,35.7,3577,18,9,0,0,206,3952
20095,7876,3938,3938,44.6,7648,42,49,0,0,14,7876
20097,2503,1244,1259,42.3,2422,9,20,2,0,2,2503
20099,21574,10729,10845,40.3,19034,761,189,89,19,109,21574
20101,1666,789,877,45.3,1567,1,29,0,0,41,1666
20103,76286,40569,35717,37.4,64073,6522,790,1137,125,915,76286
20105,3240,1605,1635,46.3,3158,3,5,29,0,0,3240
20107,9613,4769,4844,44.3,9324,40,25,131,0,0,9613
20109,2766,1374,1392,44.3,2617,0,0,94,0,0,2766
20111,34103,16612,17491,32.2,30285,723,88,743,0,1112,34103
20113,29208,14402,14806,41.8,28006,280,168,208,34,124,29208
20115,12565,6294,6271,44.3,12163,110,43,38,21,24,12565
20117,10083,4957,5126,44.9,9839,24,18,85,0,37,10083
20119,4504,2312,2192,40.0,3977,41,6,35,0,351,4504
20121,32546,16107,16439,40.1,31166,425,115,33,0,85,32546
20123,6359,3224,3135,45.1,6252,21,8,22,0,36,6359
20125,35167,17308,17859,39.7,29492,2019,625,250,119,367,35167
20127,5917,2905,3012,47.3,5742,6,57,11,0,15,5917
20129,3207,1631,1576,39.4,2715,40,36,45,0,345,3207
20131,10170,5126,5044,42.4,9932,102,38,0,0,13,10170
20133,16501,8142,8359,40.2,15702,193,75,39,3,53,16501
20135,3102,1505,1597,50.9,2960,11,4,0,0,75,3102
20137,5658,3117,2541,43.4,5208,206,17,21,0,54,5658
20139,16300,8140,8160,42.6,15757,68,99,63,0,46,16300
20141,3852,1913,1939,47.6,3773,12,7,15,20,6,3852
20143,6099,3184,2915,42.3,5928,49,10,0,0,7,6099
20145,6945,3978,2967,42.0,6319,347,23,0,0,70,6945
20147,5579,2762,2817,45.7,5302,10,15,13,1,49,5579
20149,21620,10727,10893,35.1,20419,318,118,192,6,159,21620
20151,9670,4821,4849,40.5,9170,106,51,53,12,70,9670
20153,2555,1274,1281,50.8,2483,5,9,0,0,20,2555
20155,64346,32160,32186,40.0,58660,2004,358,325,14,1421,64346
20157,4965,2426,2539,50.8,4847,6,12,22,0,16,4965
20159,10077,4857,5220,38.7,9206,57,182,121,0,269,10077
20161,71927,37554,34373,24.3,60988,4478,357,3250,162,465,71927
20163,5205,2591,2614,44.4,5017,24,5,13,1,12,5205
20165,3262,1634,1628,49.0,3160,44,24,0,0,3,3262
20167,6926,3470,3456,47.1,6683,67,28,0,0,9,6926
20169,55493,27479,28014,37.9,49150,1680,305,1307,64,1242,55493
20171,4872,2271,2601,43.8,4547,7,31,0,0,197,4872
20173,497062,245595,251467,34.4,388827,44320,4102,19887,290,18269,497062
20175,23013,11762,11251,29.0,15484,1004,190,675,0,5209,23013
20177,177688,86093,91595,38.4,144807,14875,1970,2216,37,5993,177688
20179,2562,1305,1257,46.6,2525,11,0,0,0,2,2562
20181,6036,3037,2999,41.1,5685,65,16,80,0,136,6036
20183,3835,1896,1939,50.4,3721,4,21,8,0,1,3835
20185,4398,2189,2209,45.7,4174,27,37,12,0,96,4398
20187,2200,1115,1085,35.5,1709,23,7,14,0,319,2200
20189,5633,2767,2866,34.8,4254,36,52,42,0,1119,5633
20191,24000,11989,12011,39.9,22882,140,361,12,29,76,24000
20193,7854,3806,4048,36.2,7599,112,12,11,2,33,7854
20195,2977,1489,1488,46.8,2870,12,7,8,0,31,2977
20197,7048,3564,3484,41.6,6800,43,14,10,0,23,7048
20199,1508,750,758,45.1,1497,1,8,2,0,0,1508
20201,5806,2954,2852,46.0,5672,52,34,23,0,7,5806
20203,2239,1241,998,38.3,2190,0,12,6,0,17,2239
20205,9368,4634,4734,44.1,8991,8,71,56,0,22,9368
20207,3311,1650,1661,48.8,3169,0,22,8,0,0,3311
20209,157274,77538,79736,33.0,96905,40125,1255,4167,48,10089,157274
21001,18651,9259,9392,39.4,17806,536,6,36,0,63,18651
21003,20007,9773,10234,39.3,19435,209,44,84,0,95,20007
21005,21442,10402,11040,38.3,20584,581,5,64,0,37,21442
21007,8268,4060,4208,41.6,7866,256,21,34,0,6,8268
21009,42229,20390,21839,39.9,39463,1910,48,230,6,113,42229
21011,11665,5790,5875,40.4,11239,223,0,0,0,94,11665
21013,28613,13808,14805,41.1,27303,678,86,88,0,71,28613
21015,119406,58982,60424,35.7,109741,3395,438,2596,0,1529,119406
21017,20004,9779,10225,40.4,18080,1328,60,64,0,252,20004
21019,49358,24499,24859,41.6,46820,1376,82,241,8,165,49358
21021,28445,13998,14447,40.8,25256,1861,99,234,6,244,28445
21023,8488,4257,4231,39.7,8446,12,10,0,0,0,8488
21025,13922,7008,6914,40.4,13689,73,16,47,17,0,13922
21027,20068,10081,9987,41.8,19197,484,17,39,0,109,20068
21029,74431,36825,37606,38.2,71922,438,229,273,36,562,74431
21031,12748,6401,6347,40.3,12419,80,140,4,0,42,12748
21033,12977,6315,6662,42.2,12078,672,17,18,35,31,12977
21035,37198,17619,19579,33.6,34289,1422,97,717,14,150,37198
21037,90119,44184,45935,36.9,84869,2390,96,615,15,388,90119
21039,5081,2436,2645,43.2,4943,55,64,0,0,0,5081
21041,10851,5551,5300,36.6,10322,134,24,121,0,71,10851
21043,27594,13781,13813,39.2,27108,164,18,84,0,0,27594
21045,15984,7881,8103,41.1,15599,132,33,8,0,47,15984
21047,73722,37795,35927,28.9,53326,15466,357,974,311,937,73722
21049,35555,17408,18147,40.3,33057,1843,52,163,57,68,35555
21051,21833,11721,10112,37.4,20336,1025,122,39,0,90,21833
21053,10244,5060,5184,41.5,9834,126,0,13,0,85,10244
21055,9321,4629,4692,42.4,9104,61,16,3,0,0,9321
21057,6857,3412,3445,43.3,6543,249,0,0,0,6,6857
21059,96711,46961,49750,39.0,88633,4689,98,662,30,899,96711
21061,12141,6085,6056,41.7,11921,146,8,12,8,0,12141
21063,7774,4356,3418,40.9,7468,227,0,6,0,30,7774
21065,14647,7210,7437,41.7,14386,38,36,0,0,0,14647
21067,296766,145843,150923,33.8,227058,42188,694,10168,180,8694,296766
21069,14415,7034,7381,39.9,13995,172,14,0,0,29,14415
21071,39454,19397,20057,39.9,38698,351,60,37,12,92,39454
21073,49399,23991,25408,39.7,41306,5204,35,646,0,1073,49399
21075,6758,3410,3348,42.8,4954,1599,14,96,0,2,6758
21077,8513,4283,4230,39.4,7888,77,0,54,0,357,8513
21079,16892,8305,8587,41.7,16092,347,37,0,0,255,16892
21081,24683,12268,12415,35.3,23770,127,3,10,129,320,24683
21083,37200,18164,19036,40.0,34397,1510,48,135,0,302,37200
21085,25772,12836,12936,39.2,24905,192,12,38,0,271,25772
21087,11309,5542,5767,43.4,10792,299,21,20,0,16,11309
21089,36922,17769,19153,42.0,35913,258,141,148,0,35,36922
21091,8588,4352,4236,40.0,8347,97,15,0,6,40,8588
21093,104513,51819,52694,35.5,84415,12543,289,2398,403,671,104513
21095,29210,14260,14950,40.6,28015,748,67,5,73,119,29210
21097,18781,9129,9652,41.6,17869,446,87,37,0,252,18781
21099,18278,9042,9236,40.6,17082,927,16,17,7,0,18278
21101,46254,22203,24051,39.4,41241,3552,143,137,0,291,46254
21103,15428,7650,7778,40.6,14461,460,62,0,0,201,15428
21105,4869,2378,2491,44.7,4280,498,0,47,0,4,4869
21107,46891,22862,24029,40.3,42516,2750,80,254,202,129,46891
21109,13475,6687,6788,39.0,13354,1,0,0,0,0,13475
21111,741285,357636,383649,37.8,545265,152893,1266,16620,292,7512,741285
21113,48591,23841,24750,35.6,45178,1489,82,449,44,504,48591
21115,23339,11478,11861,39.7,22966,101,18,132,0,28,23339
21117,159926,78908,81018,36.2,145528,7493,326,1542,0,2133,159926
21119,16368,8119,8249,41.1,16048,157,0,28,0,16,16368
21121,31874,15467,16407,38.8,30949,529,70,1,19,112,31874
21123,14175,7156,7019,39.5,13196,468,40,0,0,241,14175
21125,58891,28882,30009,37.6,57259,407,95,317,0,195,58891
21127,15889,7872,8017,39.5,15673,27,0,45,0,0,15889
21129,7831,4345,3486,41.2,7692,73,4,9,0,5,7831
21131,11318,5577,5741,41.8,11155,32,7,16,0,13,11318
21133,24336,11965,12371,41.3,24012,101,12,39,0,30,24336
21135,13889,6919,6970,40.3,13381,107,5,14,0,187,13889
21137,24671,12020,12651,39.2,23517,637,7,84,0,75,24671
21139,9479,4685,4794,44.7,9275,77,8,33,0,8,9479
21141,26786,13130,13656,40.5,24414,2087,11,4,2,52,26786
21143,8336,4616,3720,47.7,7710,557,0,0,0,19,8336
21145,65558,31447,34111,42.1,56034,6400,187,489,34,214,65558
21147,18204,9906,8298,38.6,16582,1152,62,0,18,98,18204
21149,9554,4676,4878,42.2,9393,51,14,0,0,7,9554
21151,83174,40340,42834,33.6,76249,3583,231,915,28,589,83174
21153,13229,6595,6634,39.4,13021,37,34,0,0,0,13229
21155,19872,10312,9560,38.2,17544,1815,0,127,0,204,19872
21157,31393,15435,15958,43.9,30869,112,17,76,0,30,31393
21159,12934,6779,6155,38.6,11776,887,66,3,21,93,12934
21161,17495,8536,8959,40.8,15781,1244,19,20,0,158,17495
21163,28979,14518,14461,35.6,26621,1244,65,222,0,305,28979
21165,6331,3076,3255,41.6,6120,72,14,7,0,42,6331
21167,21283,10146,11137,42.3,20052,761,0,27,0,26,21283
21169,10074,5048,5026,41.9,9707,189,0,0,6,98,10074
21171,10925,5474,5451,42.1,10546,248,0,0,0,18,10925
21173,26517,12798,13719,37.3,25221,830,14,0,0,172,26517
21175,13898,7896,6002,38.6,13074,512,0,53,0,80,13898
21177,31399,15805,15594,41.0,29303,1434,100,12,88,168,31399
21179,43500,21487,22013,37.5,40377,2244,78,151,0,31,43500
21181,7092,3492,3600,39.4,7010,33,0,4,0,45,7092
21183,23975,11890,12085,39.0,22926,367,31,11,0,441,23975
21185,60357,31760,28597,39.2,54997,2652,196,846,36,858,60357
21187,10870,5499,5371,40.6,10615,142,0,22,0,37,10870
21189,4764,2466,2298,43.9,4581,43,0,44,0,0,4764
21191,14771,7347,7424,39.4,14509,69,5,0,0,0,14771
21193,28617,14026,14591,41.2,27619,311,75,158,0,121,28617
21195,64887,31763,33124,40.5,63550,358,28,365,13,151,64887
21197,12638,6340,6298,37.9,12362,116,19,23,0,49,12638
21199,63045,30878,32167,40.9,60544,714,133,286,79,620,63045
21201,2251,1129,1122,38.6,2250,0,1,0,0,0,2251
21203,17090,8441,8649,41.3,16764,70,126,7,0,20,17090
21205,23351,11408,11943,32.0,22261,243,7,141,0,263,23351
21207,17562,8676,8886,41.2,17153,143,47,10,0,70,17562
21209,47211,23037,24174,35.2,42484,2741,125,426,0,792,47211
21211,42286,20345,21941,38.2,36187,3236,62,336,0,1571,42286
21213,17323,8320,9003,38.4,15137,1729,55,122,0,73,17323
21215,17135,8693,8442,39.4,16511,410,52,24,0,9,17135
21217,24514,11812,12702,40.2,22689,1174,31,157,0,50,24514
21219,12472,6171,6301,38.0,11151,1056,4,0,0,137,12472
21221,14282,7081,7201,44.3,12806,1074,21,93,0,0,14282
21223,8829,4493,4336,39.5,8424,157,76,0,0,73,8829
21225,14992,7542,7450,36.6,12813,1845,65,35,0,84,14992
21227,113787,55801,57986,32.7,94913,10438,325,3172,103,2714,113787
21229,11701,5861,5840,40.9,10643,773,30,18,0,95,11701
21231,20819,10329,10490,40.9,19744,395,0,0,18,407,20819
21233,13618,6735,6883,39.7,12640,666,51,16,1,139,13618
21235,35756,17327,18429,37.9,34761,197,1,107,11,119,35756
21237,7298,3589,3709,41.3,7260,2,0,0,0,0,7298
21239,24847,12274,12573,41.7,22122,1399,12,107,2,819,24847
22001,61611,30006,31605,35.6,48543,11184,136,169,70,566,61611
22003,25740,14803,10937,38.5,18791,5194,626,198,0,307,25740
22005,107647,53256,54391,34.4,80220,24118,281,1048,0,946,107647
22007,23321,11395,11926,38.8,15742,7147,68,42,0,125,23321
22009,41925,21008,20917,38.5,28265,12366,436,182,22,93,41925
22011,35662,18145,17517,37.4,29434,4545,249,291,12,110,35662
22013,14312,6832,7480,41.3,7900,5980,81,11,0,82,14312
22015,117742,57873,59869,34.6,85746,25161,804,1736,39,2319,117742
22017,254970,121227,133743,36.3,124850,120654,1025,2751,140,1891,254970
22019,192307,93604,98703,35.9,136839,47988,858,2160,63,1262,192307
22021,10118,5207,4911,40.4,8168,1792,0,14,0,26,10118
22023,6934,3454,3480,40.3,6772,140,0,0,0,0,6934
22025,10409,5531,4878,37.3,7075,3036,41,11,0,43,10409
22027,17059,9469,7590,41.8,8137,8576,60,82,4,35,17059
22029,20624,10394,10230,37.5,11897,8432,40,64,0,9,20624
22031,26695,12720,13975,39.9,15327,10225,228,257,6,288,26695
22033,439662,210853,228809,32.7,217198,199527,611,12657,178,3172,439662
22035,7738,4091,3647,33.1,2266,5401,23,9,0,6,7738
22037,20252,10909,9343,40.6,10784,9143,77,71,0,23,20252
22039,33989,17321,16668,35.7,23497,9623,65,95,0,330,33989
22041,20714,10046,10668,38.8,13919,6691,0,4,0,0,20714
22043,22049,12222,9827,37.4,17680,3478,159,19,25,238,22049
22045,73527,35894,37633,35.6,46219,23331,452,1658,0,438,73527
22047,33386,17023,16363,38.1,16446,16240,30,40,0,107,33386
22049,16210,8203,8007,39.1,11112,4863,25,54,0,8,16210
22051,432706,210026,222680,38.5,274998,114745,2672,17173,198,15873,432706
22053,31529,15418,16111,38.0,25003,5314,95,86,0,239,31529
22055,221602,108072,113530,33.6,155396,56912,549,3274,81,1582,221602
22057,96453,47493,48960,36.7,77363,13000,2599,753,0,1086,96453
22059,14840,7517,7323,38.3,12739,1823,135,29,0,29,14840
22061,46543,22459,24084,27.8,25790,18912,106,823,0,339,46543
22063,128192,63670,64522,34.7,118139,6796,537,571,2,747,128192
22065,12113,6165,5948,34.9,4506,7387,49,10,0,69,12113
22067,27893,13376,14517,38.1,14366,13140,16,36,0,31,27893
22069,39434,18811,20623,33.3,21477,16322,291,174,34,260,39434
22071,341407,164916,176491,34.9,114394,205449,1102,10002,322,5278,341407
22073,153752,73622,80130,34.2,93162,56382,438,1334,27,845,153752
22075,23220,11517,11703,36.6,16492,4891,430,816,0,242,23220
22077,22821,11042,11779,42.5,14120,8343,76,82,0,64,22821
22079,131655,63483,68172,37.4,84258,42313,828,1581,44,704,131655
22081,9068,4319,4749,38.3,5369,3575,16,20,0,0,9068
22083,20785,9969,10816,38.2,13021,7457,12,91,10,8,20785
22085,24265,12058,12207,40.9,17080,4054,1843,74,25,178,24265
22087,35947,18145,17802,33.2,27454,6411,178,788,0,177,35947
22089,52663,25847,26816,36.7,36966,13948,108,459,23,231,52663
22091,11106,5366,5740,39.2,4989,6005,25,0,0,0,11106
22093,21978,10714,11264,38.6,10702,11116,12,82,0,17,21978
22095,45741,22366,23375,35.3,20151,24452,121,257,84,251,45741
22097,83774,40092,43682,36.9,47373,34518,87,364,0,262,83774
22099,52343,25707,26636,36.0,34549,16081,343,462,16,313,52343
22101,54285,26753,27532,37.4,32678,17351,892,852,18,779,54285
22103,234283,114015,120268,39.4,195913,27018,853,3167,101,3315,234283
22105,121209,58797,62412,33.5,81287,36544,424,832,18,803,121209
22107,5189,2450,2739,41.9,2204,2929,0,5,0,47,5189
22109,111666,55226,56440,35.1,78941,20633,5863,1132,39,1818,111666
22111,22633,11043,11590,40.9,16042,6049,82,19,17,171,22633
22113,58041,28324,29717,36.7,47334,8316,256,1217,0,367,58041
22115,51542,26384,25158,30.0,39634,7300,636,877,208,551,51542
22117,47025,23215,23810,38.8,31677,14476,85,80,0,116,47025
22119,41156,20005,21151,40.4,26450,13852,131,166,0,126,41156
22121,23748,11639,12109,35.8,14169,8717,41,102,0,255,23748
22123,11587,5867,5720,40.1,9536,1869,7,33,0,36,11587
22125,15575,10313,5262,42.2,8181,6964,259,13,0,29,15575
22127,15233,7986,7247,39.9,10153,4793,130,1,0,96,15233
23001,107766,52850,54916,39.8,100191,1875,174,675,25,360,107766
23003,71757,35279,36478,45.2,68595,430,998,352,37,164,71757
23005,282143,136955,145188,41.1,262284,7397,580,5931,60,925,282143
23007,30704,15076,15628,43.3,29738,94,76,181,0,20,30704
23009,54470,26600,27870,46.3,52949,153,177,469,0,55,54470
23011,122022,59376,62646,42.7,117567,807,646,1069,34,357,122022
23013,39848,19826,20022,46.6,38703,237,106,230,0,25,39848
23015,34440,16971,17469,48.1,33637,75,53,221,0,58,34440
23017,57814,28742,29072,44.4,56148,251,205,315,40,66,57814
23019,153742,75634,78108,40.0,146522,1137,1649,1415,3,470,153742
23021,17432,8611,8821,48.1,16910,17,58,136,0,37,17432
23023,35394,17167,18227,43.8,33962,344,51,253,0,62,35394
23025,52098,25768,26330,43.9,50542,193,262,222,44,152,52098
23027,38761,18993,19768,44.2,37673,131,102,163,0,99,38761
23029,32832,16144,16688,45.9,30322,137,1326,142,21,99,32832
23031,197861,96227,101634,43.0,190692,1060,705,2197,24,407,197861
24001,74645,38560,36085,41.0,66527,5767,116,644,34,426,74645
24003,538473,266299,272174,38.4,408521,82542,1384,18618,502,10407,538473
