state,fips_code,county,diabetes_count,diabetes%
Minnesota,27073,Lac qui Parle County,511.0,9.4
Minnesota,27075,Lake County,773.0,9.0
Minnesota,27077,Lake of the Woods Count,280.0,9.0
Minnesota,27079,Le Sueur County,1634.0,8.1
Minnesota,27081,Lincoln County,399.0,9.0
Minnesota,27083,Lyon County,1474.0,8.0
Minnesota,27085,McLeod County,2297.0,8.7
Minnesota,27087,Mahnomen County,420.0,11.2
Minnesota,27089,Marshall County,685.0,9.7
Minnesota,27091,Martin County,1319.0,8.5
Minnesota,27093,Meeker County,1686.0,10.0
Minnesota,27095,Mille Lacs County,1950.0,10.4
Minnesota,27097,Morrison County,2137.0,8.7
Minnesota,27099,Mower County,2535.0,8.9
Minnesota,27101,Murray County,615.0,9.4
Minnesota,27103,Nicollet County,1826.0,7.6
Minnesota,27105,Nobles County,1277.0,8.3
Minnesota,27107,Norman County,443.0,9.0
Minnesota,27109,Olmsted County,7648.0,7.1
Minnesota,27111,Otter Tail County,3778.0,8.6
Minnesota,27113,Pennington County,861.0,8.2
Minnesota,27115,Pine County,1894.0,8.5
Minnesota,27117,Pipestone County,566.0,8.3
Minnesota,27119,Polk County,2087.0,9.0
Minnesota,27121,Pope County,772.0,9.2
Minnesota,27123,Ramsey County,30698.0,8.0
Minnesota,27125,Red Lake County,255.0,8.5
Minnesota,27127,Redwood County,1020.0,8.8
Minnesota,27129,Renville County,993.0,8.6
Minnesota,27131,Rice County,3441.0,7.3
Minnesota,27133,Rock County,672.0,9.7
Minnesota,27135,Roseau County,1014.0,9.1
Minnesota,27137,St. Louis County,14577.0,9.5
Minnesota,27139,Scott County,5323.0,5.8
Minnesota,27141,Sherburne County,3703.0,6.0
Minnesota,27143,Sibley County,986.0,9.0
Minnesota,27145,Stearns County,7770.0,7.1
Minnesota,27147,Steele County,1958.0,7.5
Minnesota,27149,Stevens County,513.0,7.3
Minnesota,27151,Swift County,597.0,8.2
Minnesota,27153,Todd County,1603.0,8.9
Minnesota,27155,Traverse County,261.0,9.9
Minnesota,27157,Wabasha County,1271.0,7.9
Minnesota,27159,Wadena County,935.0,9.2
Minnesota,27161,Waseca County,1056.0,7.4
Minnesota,27163,Washington County,13524.0,7.7
Minnesota,27165,Watonwan County,652.0,8.0
Minnesota,27167,Wilkin County,419.0,8.6
Minnesota,27169,Winona County,2932.0,7.6
Minnesota,27171,Wright County,5968.0,6.8
Minnesota,27173,Yellow Medicine County,664.0,8.8
Mississippi,28001,Adams County,3566.0,14.6
Mississippi,28003,Alcorn County,3934.0,14.3
Mississippi,28005,Amite County,1610.0,16.4
Mississippi,28007,Attala County,2038.0,14.9
Mississippi,28009,Benton County,1042.0,16.2
Mississippi,28011,Bolivar County,3537.0,14.5
Mississippi,28013,Calhoun County,1617.0,14.9
Mississippi,28015,Carroll County,1403.0,17.3
Mississippi,28017,Chickasaw County,1928.0,15.3
Mississippi,28019,Choctaw County,1022.0,16.5
Mississippi,28021,Claiborne County,1130.0,17.0
Mississippi,28023,Clarke County,1850.0,15.2
Mississippi,28025,Clay County,2288.0,15.4
Mississippi,28027,Coahoma County,2949.0,16.9
Mississippi,28029,Copiah County,3155.0,15.1
Mississippi,28031,Covington County,2187.0,15.5
Mississippi,28033,DeSoto County,14686.0,12.6
Mississippi,28035,Forrest County,5864.0,10.5
Mississippi,28037,Franklin County,823.0,14.3
Mississippi,28039,George County,2171.0,13.3
Mississippi,28041,Greene County,1489.0,13.4
Mississippi,28043,Grenada County,2374.0,15.0
Mississippi,28045,Hancock County,4370.0,12.9
Mississippi,28047,Harrison County,18800.0,13.3
Mississippi,28049,Hinds County,22144.0,12.6
Mississippi,28051,Holmes County,2338.0,18.3
Mississippi,28053,Humphreys County,1120.0,17.4
Mississippi,28055,Issaquena County,176.0,15.8
Mississippi,28057,Itawamba County,2146.0,12.5
Mississippi,28059,Jackson County,13858.0,13.6
Mississippi,28061,Jasper County,2051.0,16.8
Mississippi,28063,Jefferson County,1053.0,18.4
Mississippi,28065,Jefferson Davis County,1358.0,14.9
Mississippi,28067,Jones County,7073.0,14.4
Mississippi,28069,Kemper County,1166.0,15.3
Mississippi,28071,Lafayette County,3638.0,9.8
Mississippi,28073,Lamar County,4374.0,10.6
Mississippi,28075,Lauderdale County,8645.0,14.8
Mississippi,28077,Lawrence County,1504.0,16.4
Mississippi,28079,Leake County,2463.0,15.4
Mississippi,28081,Lee County,7715.0,12.7
Mississippi,28083,Leflore County,3425.0,15.6
Mississippi,28085,Lincoln County,3250.0,12.9
Mississippi,28087,Lowndes County,5841.0,13.5
Mississippi,28089,Madison County,7298.0,10.4
Mississippi,28091,Marion County,2574.0,13.4
Mississippi,28093,Marshall County,4033.0,14.8
Mississippi,28095,Monroe County,3864.0,14.3
Mississippi,28097,Montgomery County,1138.0,14.5
Mississippi,28099,Neshoba County,3029.0,14.8
Mississippi,28101,Newton County,2333.0,15.2
Mississippi,28103,Noxubee County,1515.0,19.0
Mississippi,28105,Oktibbeha County,3517.0,9.7
Mississippi,28107,Panola County,3519.0,14.4
Mississippi,28109,Pearl River County,5800.0,14.3
Mississippi,28111,Perry County,1176.0,13.2
Mississippi,28113,Pike County,4498.0,16.0
Mississippi,28115,Pontotoc County,2932.0,13.5
Mississippi,28117,Prentiss County,2852.0,15.3
Mississippi,28119,Quitman County,905.0,16.2
Mississippi,28121,Rankin County,12454.0,11.7
Mississippi,28123,Scott County,2914.0,14.5
Mississippi,28125,Sharkey County,600.0,17.3
Mississippi,28127,Simpson County,2780.0,14.1
Mississippi,28129,Smith County,1675.0,14.0
Mississippi,28131,Stone County,1721.0,13.3
Mississippi,28133,Sunflower County,2944.0,14.2
Mississippi,28135,Tallahatchie County,1754.0,15.2
Mississippi,28137,Tate County,3371.0,16.7
Mississippi,28139,Tippah County,1945.0,12.2
Mississippi,28141,Tishomingo County,2055.0,13.9
Mississippi,28143,Tunica County,1182.0,16.6
Mississippi,28145,Union County,2384.0,12.0
Mississippi,28147,Walthall County,1912.0,17.5
Mississippi,28149,Warren County,4910.0,14.1
Mississippi,28151,Washington County,5305.0,15.2
Mississippi,28153,Wayne County,2359.0,15.9
Mississippi,28155,Webster County,1071.0,14.4
Mississippi,28157,Wilkinson County,1368.0,19.1
Mississippi,28159,Winston County,2179.0,15.5
Mississippi,28161,Yalobusha County,1536.0,16.6
Mississippi,28163,Yazoo County,2823.0,13.6
Missouri,29001,Adair County,1709.0,9.2
Missouri,29003,Andrew County,1280.0,9.9
Missouri,29005,Atchison County,517.0,12.0
Missouri,29007,Audrain County,2356.0,12.5
Missouri,29009,Barry County,3074.0,11.6
Missouri,29011,Barton County,1190.0,13.3
Missouri,29013,Bates County,1313.0,10.7
Missouri,29015,Benton County,2245.0,14.7
Missouri,29017,Bollinger County,1110.0,12.0
Missouri,29019,Boone County,9379.0,7.5
Missouri,29021,Buchanan County,8018.0,12.1
Missouri,29023,Butler County,3894.0,12.1
Missouri,29025,Caldwell County,835.0,12.5
Missouri,29027,Callaway County,3216.0,9.7
Missouri,29029,Camden County,3862.0,11.1
Missouri,29031,Cape Girardeau County,6539.0,11.4
Missouri,29033,Carroll County,828.0,12.2
Missouri,29035,Carter County,563.0,12.1
Missouri,29037,Cass County,7129.0,9.9
Missouri,29039,Cedar County,1289.0,12.5
Missouri,29041,Chariton County,685.0,11.8
Missouri,29043,Christian County,6049.0,10.7
Missouri,29045,Clark County,595.0,11.5
Missouri,29047,Clay County,19251.0,11.7
Missouri,29049,Clinton County,1745.0,11.6
Missouri,29051,Cole County,5791.0,10.2
Missouri,29053,Cooper County,1547.0,11.7
Missouri,29055,Crawford County,1983.0,10.8
Missouri,29057,Dade County,794.0,13.8
Missouri,29059,Dallas County,1701.0,13.7
Missouri,29061,Daviess County,653.0,11.0
Missouri,29063,DeKalb County,1290.0,12.4
Missouri,29065,Dent County,1455.0,12.4
Missouri,29067,Douglas County,1220.0,11.7
Missouri,29069,Dunklin County,2688.0,11.7
Missouri,29071,Franklin County,8009.0,10.7
Missouri,29073,Gasconade County,1337.0,11.6
Missouri,29075,Gentry County,585.0,11.7
Missouri,29077,Greene County,17797.0,8.4
Missouri,29079,Grundy County,767.0,10.2
Missouri,29081,Harrison County,783.0,12.1
Missouri,29083,Henry County,1868.0,11.1
Missouri,29085,Hickory County,1025.0,13.4
Missouri,29087,Holt County,412.0,11.3
Missouri,29089,Howard County,868.0,11.5
Missouri,29091,Howell County,3478.0,11.7
Missouri,29093,Iron County,913.0,11.6
Missouri,29095,Jackson County,53087.0,10.7
Missouri,29097,Jasper County,8757.0,10.6
Missouri,29099,Jefferson County,15381.0,9.5
Missouri,29101,Johnson County,3539.0,8.9
Missouri,29103,Knox County,329.0,11.1
Missouri,29105,Laclede County,2936.0,11.4
Missouri,29107,Lafayette County,2723.0,11.2
Missouri,29109,Lawrence County,3239.0,11.7
Missouri,29111,Lewis County,871.0,11.7
Missouri,29113,Lincoln County,4736.0,12.6
Missouri,29115,Linn County,999.0,10.9
Missouri,29117,Livingston County,1213.0,10.5
Missouri,29119,McDonald County,1815.0,11.3
Missouri,29121,Macon County,1480.0,12.9
Missouri,29123,Madison County,1054.0,11.4
Missouri,29125,Maries County,805.0,11.9
Missouri,29127,Marion County,2237.0,10.5
Missouri,29129,Mercer County,345.0,12.7
Missouri,29131,Miller County,2171.0,11.9
Missouri,29133,Mississippi County,1411.0,13.0
Missouri,29135,Moniteau County,1206.0,10.6
Missouri,29137,Monroe County,828.0,12.7
Missouri,29139,Montgomery County,1088.0,12.1
Missouri,29141,Morgan County,1764.0,11.5
Missouri,29143,New Madrid County,1809.0,13.1
Missouri,29145,Newton County,4646.0,10.8
Missouri,29147,Nodaway County,1740.0,10.0
Missouri,29149,Oregon County,1010.0,12.2
Missouri,29151,Osage County,1142.0,11.3
Missouri,29153,Ozark County,1107.0,14.7
Missouri,29155,Pemiscot County,1593.0,12.5
Missouri,29157,Perry County,1520.0,10.9
Missouri,29159,Pettis County,3893.0,12.8
Missouri,29161,Phelps County,4013.0,12.1
Missouri,29163,Pike County,1592.0,11.3
Missouri,29165,Platte County,6918.0,10.2
Missouri,29167,Polk County,2582.0,11.6
Missouri,29169,Pulaski County,3459.0,9.4
Missouri,29171,Putnam County,461.0,12.4
Missouri,29173,Ralls County,1050.0,13.5
Missouri,29175,Randolph County,2191.0,11.6
Missouri,29177,Ray County,2140.0,12.6
Missouri,29179,Reynolds County,638.0,12.6
Missouri,29181,Ripley County,1215.0,11.6
Missouri,29183,St. Charles County,22323.0,8.4
Missouri,29185,St. Clair County,952.0,12.8
Missouri,29186,Ste. Genevieve County,1388.0,10.4
Missouri,29187,St. Francois County,6052.0,12.1
Missouri,29189,St. Louis County,76753.0,10.3
Missouri,29195,Saline County,1920.0,11.1
Missouri,29197,Schuyler County,380.0,12.0
Missouri,29199,Scotland County,385.0,11.4
Missouri,29201,Scott County,3409.0,11.9
Missouri,29203,Shannon County,827.0,13.2
Missouri,29205,Shelby County,510.0,11.2
Missouri,29207,Stoddard County,2749.0,12.2
Missouri,29209,Stone County,3165.0,12.5
Missouri,29211,Sullivan County,581.0,11.9
Missouri,29213,Taney County,4589.0,11.5
Missouri,29215,Texas County,2285.0,11.7
Missouri,29217,Vernon County,1887.0,12.6
Missouri,29219,Warren County,2658.0,11.0
Missouri,29221,Washington County,2785.0,14.9
Missouri,29223,Wayne County,1396.0,13.5
Missouri,29225,Webster County,2723.0,10.7
Missouri,29227,Worth County,199.0,12.3
Missouri,29229,Wright County,1765.0,13.1
Missouri,29510,St. Louis city,30184.0,12.4
Montana,30001,Beaverhead County,562.0,7.8
Montana,30003,Big Horn County,1167.0,14.1
Montana,30005,Blaine County,493.0,11.0
Montana,30007,Broadwater County,357.0,8.2
Montana,30009,Carbon County,713.0,8.9
Montana,30011,Carter County,83.0,8.7
Montana,30013,Cascade County,5348.0,8.7
Montana,30015,Chouteau County,348.0,8.2
Montana,30017,Custer County,867.0,9.7
Montana,30019,Daniels County,129.0,9.4
Montana,30021,Dawson County,553.0,7.9
Montana,30023,Deer Lodge County,633.0,8.6
Montana,30025,Fallon County,174.0,7.8
Montana,30027,Fergus County,782.0,8.7
Montana,30029,Flathead County,5081.0,7.4
Montana,30031,Gallatin County,2891.0,4.2
Montana,30033,Garfield County,72.0,7.6
Montana,30035,Glacier County,1140.0,12.7
Montana,30037,Golden Valley County,63.0,9.7
Montana,30039,Granite County,229.0,8.9
Montana,30041,Hill County,1120.0,9.7
Montana,30043,Jefferson County,665.0,7.6
Montana,30045,Judith Basin County,141.0,8.9
Montana,30047,Lake County,2241.0,10.6
Montana,30049,Lewis and Clark County,3560.0,7.3
Montana,30051,Liberty County,154.0,8.5
Montana,30053,Lincoln County,1705.0,11.0
Montana,30055,McCone County,115.0,8.8
Montana,30057,Madison County,491.0,7.8
Montana,30059,Meagher County,132.0,8.8
Montana,30061,Mineral County,329.0,9.7
Montana,30063,Missoula County,3995.0,4.7
Montana,30065,Musselshell County,317.0,8.8
Montana,30067,Park County,872.0,7.1
Montana,30069,Petroleum County,36.0,9.3
Montana,30071,Phillips County,296.0,9.5
Montana,30073,Pondera County,467.0,10.4
Montana,30075,Powder River County,106.0,7.6
Montana,30077,Powell County,498.0,8.6
Montana,30079,Prairie County,95.0,10.1
Montana,30081,Ravalli County,2428.0,7.8
Montana,30083,Richland County,594.0,7.4
Montana,30085,Roosevelt County,916.0,12.9
Montana,30087,Rosebud County,704.0,11.0
Montana,30089,Sanders County,903.0,10.1
Montana,30091,Sheridan County,296.0,10.6
Montana,30093,Silver Bow County,2198.0,8.4
Montana,30095,Stillwater County,544.0,7.8
Montana,30097,Sweet Grass County,229.0,8.5
Montana,30099,Teton County,414.0,9.2
Montana,30101,Toole County,322.0,8.0
Montana,30103,Treasure County,53.0,9.1
Montana,30105,Valley County,531.0,9.4
Montana,30107,Wheatland County,126.0,8.2
Montana,30109,Wibaux County,75.0,9.3
Montana,30111,Yellowstone County,9597.0,8.5
Nebraska,31001,Adams County,2118.0,9.3
Nebraska,31003,Antelope County,517.0,10.7
Nebraska,31005,Arthur County,29.0,8.9
Nebraska,31007,Banner County,70.0,11.7
Nebraska,31009,Blaine County,35.0,9.2
Nebraska,31011,Boone County,415.0,10.3
Nebraska,31013,Box Butte County,917.0,11.2
Nebraska,31015,Boyd County,186.0,11.7
Nebraska,31017,Brown County,256.0,11.1
Nebraska,31019,Buffalo County,2297.0,6.7
Nebraska,31021,Burt County,523.0,10.4
Nebraska,31023,Butler County,511.0,8.4
Nebraska,31025,Cass County,1636.0,8.9
Nebraska,31027,Cedar County,575.0,9.0
Nebraska,31029,Chase County,285.0,9.6
Nebraska,31031,Cherry County,356.0,8.2
Nebraska,31033,Cheyenne County,592.0,8.0
Nebraska,31035,Clay County,420.0,8.9
Nebraska,31037,Colfax County,558.0,7.8
Nebraska,31039,Cuming County,499.0,7.5
Nebraska,31041,Custer County,832.0,10.4
Nebraska,31043,Dakota County,1332.0,9.4
Nebraska,31045,Dawes County,661.0,9.8
Nebraska,31047,Dawson County,1552.0,9.3
Nebraska,31049,Deuel County,163.0,10.8
Nebraska,31051,Dixon County,372.0,8.7
Nebraska,31053,Dodge County,2506.0,9.3
Nebraska,31055,Douglas County,33157.0,8.7
Nebraska,31057,Dundy County,163.0,10.9
Nebraska,31059,Fillmore County,414.0,9.5
Nebraska,31061,Franklin County,247.0,10.1
Nebraska,31063,Frontier County,189.0,9.3
Nebraska,31065,Furnas County,451.0,12.2
Nebraska,31067,Gage County,1807.0,11.0
Nebraska,31069,Garden County,165.0,10.4
Nebraska,31071,Garfield County,154.0,9.9
Nebraska,31073,Gosper County,146.0,9.7
Nebraska,31075,Grant County,49.0,9.9
Nebraska,31077,Greeley County,170.0,9.2
Nebraska,31079,Hall County,3689.0,8.7
Nebraska,31081,Hamilton County,479.0,7.3
Nebraska,31083,Harlan County,256.0,9.7
Nebraska,31085,Hayes County,75.0,10.2
Nebraska,31087,Hitchcock County,227.0,10.2
Nebraska,31089,Holt County,641.0,8.3
Nebraska,31091,Hooker County,58.0,10.5
Nebraska,31093,Howard County,486.0,10.4
Nebraska,31095,Jefferson County,641.0,11.2
Nebraska,31097,Johnson County,365.0,9.0
Nebraska,31099,Kearney County,384.0,8.0
Nebraska,31101,Keith County,564.0,8.9
Nebraska,31103,Keya Paha County,65.0,10.6
Nebraska,31105,Kimball County,285.0,10.1
Nebraska,31107,Knox County,638.0,10.1
Nebraska,31109,Lancaster County,15870.0,7.4
Nebraska,31111,Lincoln County,2663.0,10.1
Nebraska,31113,Logan County,50.0,8.9
Nebraska,31115,Loup County,48.0,10.6
Nebraska,31117,McPherson County,35.0,9.9
Nebraska,31119,Madison County,2241.0,8.8
Nebraska,31121,Merrick County,617.0,10.8
Nebraska,31123,Morrill County,316.0,8.9
Nebraska,31125,Nance County,335.0,12.0
Nebraska,31127,Nemaha County,505.0,9.5
Nebraska,31129,Nuckolls County,355.0,10.3
Nebraska,31131,Otoe County,1323.0,11.3
Nebraska,31133,Pawnee County,251.0,11.8
Nebraska,31135,Perkins County,199.0,9.1
Nebraska,31137,Phelps County,685.0,10.1
Nebraska,31139,Pierce County,554.0,10.7
Nebraska,31141,Platte County,1858.0,8.0
Nebraska,31143,Polk County,380.0,9.7
Nebraska,31145,Red Willow County,766.0,9.4
Nebraska,31147,Richardson County,694.0,10.9
Nebraska,31149,Rock County,125.0,11.6
Nebraska,31151,Saline County,847.0,8.2
Nebraska,31153,Sarpy County,9825.0,8.6
Nebraska,31155,Saunders County,1233.0,8.2
Nebraska,31157,Scotts Bluff County,2854.0,10.6
Nebraska,31159,Seward County,957.0,7.9
Nebraska,31161,Sheridan County,431.0,10.7
Nebraska,31163,Sherman County,252.0,10.6
Nebraska,31165,Sioux County,85.0,8.6
Nebraska,31167,Stanton County,416.0,9.6
Nebraska,31169,Thayer County,422.0,10.6
Nebraska,31171,Thomas County,49.0,9.7
Nebraska,31173,Thurston County,692.0,16.3
Nebraska,31175,Valley County,361.0,11.3
Nebraska,31177,Washington County,1243.0,8.5
Nebraska,31179,Wayne County,457.0,6.7
Nebraska,31181,Webster County,279.0,9.9
Nebraska,31183,Wheeler County,59.0,9.9
Nebraska,31185,York County,900.0,8.7
Nevada,32001,Churchill County,1717.0,9.6
Nevada,32003,Clark County,125100.0,8.5
Nevada,32005,Douglas County,2845.0,7.7
Nevada,32007,Elko County,2746.0,7.8
Nevada,32009,Esmeralda County,68.0,10.8
Nevada,32011,Eureka County,130.0,8.7
Nevada,32013,Humboldt County,744.0,6.2
Nevada,32015,Lander County,329.0,7.9
Nevada,32017,Lincoln County,331.0,8.5
Nevada,32019,Lyon County,3615.0,9.5
Nevada,32021,Mineral County,391.0,10.5
Nevada,32023,Nye County,3786.0,11.2
Nevada,32027,Pershing County,442.0,8.2
Nevada,32029,Storey County,330.0,10.0
Nevada,32031,Washoe County,22356.0,7.0
Nevada,32033,White Pine County,634.0,8.3
Nevada,32510,Carson City,3530.0,8.4
New Hampshire,33001,Belknap County,4479.0,9.5
New Hampshire,33003,Carroll County,3817.0,9.9
New Hampshire,33005,Cheshire County,5112.0,8.7
New Hampshire,33007,Coos County,2905.0,11.3
New Hampshire,33009,Grafton County,6297.0,9.1
New Hampshire,33011,Hillsborough County,27718.0,9.2
New Hampshire,33013,Merrimack County,10329.0,9.2
New Hampshire,33015,Rockingham County,20161.0,8.9
New Hampshire,33017,Strafford County,9876.0,10.6
New Hampshire,33019,Sullivan County,3287.0,9.8
New Jersey,34001,Atlantic County,21761.0,10.6
New Jersey,34003,Bergen County,52747.0,7.6
New Jersey,34005,Burlington County,32387.0,9.5
New Jersey,34007,Camden County,38113.0,10.0
New Jersey,34009,Cape May County,8747.0,11.4
New Jersey,34011,Cumberland County,13525.0,11.6
New Jersey,34013,Essex County,58341.0,10.2
New Jersey,34015,Gloucester County,23225.0,10.9
New Jersey,34017,Hudson County,37536.0,7.4
New Jersey,34019,Hunterdon County,6060.0,6.4
New Jersey,34021,Mercer County,26282.0,9.6
New Jersey,34023,Middlesex County,58321.0,9.5
New Jersey,34025,Monmouth County,41276.0,8.8
New Jersey,34027,Morris County,27963.0,7.6
New Jersey,34029,Ocean County,47249.0,10.9
New Jersey,34031,Passaic County,32922.0,9.0
New Jersey,34033,Salem County,5701.0,11.6
New Jersey,34035,Somerset County,20112.0,8.3
New Jersey,34037,Sussex County,9038.0,8.2
New Jersey,34039,Union County,31495.0,7.9
New Jersey,34041,Warren County,7006.0,8.7
New Mexico,35001,Bernalillo County,32409.0,6.5
New Mexico,35003,Catron County,312.0,10.2
New Mexico,35005,Chaves County,4834.0,10.6
New Mexico,35006,Cibola County,2563.0,13.0
New Mexico,35007,Colfax County,1006.0,9.8
New Mexico,35009,Curry County,2929.0,8.3
New Mexico,35011,De Baca County,134.0,9.1
New Mexico,35013,Doña Ana County,9967.0,6.7
New Mexico,35015,Eddy County,3617.0,9.3
New Mexico,35017,Grant County,2037.0,9.1
New Mexico,35019,Guadalupe County,308.0,8.7
New Mexico,35021,Harding County,62.0,10.7
New Mexico,35023,Hidalgo County,323.0,9.3
New Mexico,35025,Lea County,3528.0,7.9
New Mexico,35027,Lincoln County,1297.0,8.1
New Mexico,35028,Los Alamos County,944.0,7.0
New Mexico,35029,Luna County,1732.0,9.8
New Mexico,35031,McKinley County,6837.0,14.2
New Mexico,35033,Mora County,384.0,10.6
New Mexico,35035,Otero County,4770.0,10.0
New Mexico,35037,Quay County,700.0,10.4
New Mexico,35039,Rio Arriba County,2626.0,8.9
New Mexico,35041,Roosevelt County,1336.0,9.6
New Mexico,35043,Sandoval County,7857.0,8.1
New Mexico,35045,San Juan County,8684.0,9.8
New Mexico,35047,San Miguel County,1952.0,8.9
New Mexico,35049,Santa Fe County,5611.0,4.9
New Mexico,35051,Sierra County,1013.0,10.4
New Mexico,35053,Socorro County,1248.0,9.8
New Mexico,35055,Taos County,1871.0,7.3
New Mexico,35057,Torrance County,1146.0,9.6
New Mexico,35059,Union County,271.0,7.8
New Mexico,35061,Valencia County,4979.0,9.0
New York,36001,Albany County,22820.0,9.8
New York,36003,Allegany County,3575.0,10.2
New York,36005,Bronx County,113337.0,11.4
New York,36007,Broome County,16027.0,10.6
New York,36009,Cattaraugus County,6150.0,10.5
New York,36011,Cayuga County,6097.0,10.0
New York,36013,Chautauqua County,10330.0,10.3
New York,36015,Chemung County,7108.0,10.6
New York,36017,Chenango County,4117.0,10.9
New York,36019,Clinton County,6167.0,9.8
New York,36021,Columbia County,4928.0,10.0
New York,36023,Cortland County,3256.0,9.0
New York,36025,Delaware County,3714.0,10.2
New York,36027,Dutchess County,20457.0,9.2
New York,36029,Erie County,64276.0,9.2
New York,36031,Essex County,3239.0,10.4
New York,36033,Franklin County,4199.0,10.5
New York,36035,Fulton County,4392.0,10.5
New York,36037,Genesee County,4589.0,10.1
New York,36039,Greene County,3652.0,9.5
New York,36041,Hamilton County,457.0,11.6
New York,36043,Herkimer County,4893.0,10.0
New York,36045,Jefferson County,8575.0,9.8
New York,36047,Kings County,198412.0,10.4
New York,36049,Lewis County,2197.0,11.0
New York,36051,Livingston County,4988.0,10.2
New York,36053,Madison County,5207.0,9.7
New York,36055,Monroe County,54680.0,9.8
New York,36057,Montgomery County,3569.0,9.6
New York,36059,Nassau County,86437.0,8.6
New York,36061,New York County,86062.0,6.4
New York,36063,Niagara County,16964.0,10.3
New York,36065,Oneida County,17418.0,9.9
New York,36067,Onondaga County,36195.0,10.4
New York,36069,Ontario County,6550.0,8.0
New York,36071,Orange County,27948.0,10.6
New York,36073,Orleans County,3466.0,10.7
New York,36075,Oswego County,8471.0,9.4
New York,36077,Otsego County,5188.0,11.0
New York,36079,Putnam County,6691.0,8.9
New York,36081,Queens County,191472.0,10.9
New York,36083,Rensselaer County,11437.0,9.4
New York,36085,Richmond County,34392.0,9.8
New York,36087,Rockland County,24283.0,11.0
New York,36089,St. Lawrence County,9264.0,11.1
New York,36091,Saratoga County,14177.0,8.4
New York,36093,Schenectady County,12457.0,10.7
New York,36095,Schoharie County,2366.0,9.6
New York,36097,Schuyler County,1534.0,10.7
New York,36099,Seneca County,2780.0,10.2
New York,36101,Steuben County,8019.0,10.8
New York,36103,Suffolk County,91800.0,8.3
New York,36105,Sullivan County,6332.0,10.9
New York,36107,Tioga County,3821.0,10.1
New York,36109,Tompkins County,6166.0,8.0
New York,36111,Ulster County,14487.0,10.2
New York,36113,Warren County,5228.0,10.2
New York,36115,Washington County,4765.0,9.7
New York,36117,Wayne County,6806.0,9.8
New York,36119,Westchester County,61590.0,8.7
New York,36121,Wyoming County,2687.0,8.2
New York,36123,Yates County,1661.0,9.0
North Carolina,37001,Alamance County,13657.0,12.1
North Carolina,37003,Alexander County,3174.0,11.3
North Carolina,37005,Alleghany County,1044.0,12.1
North Carolina,37007,Anson County,2826.0,14.0
North Carolina,37009,Ashe County,2204.0,10.2
North Carolina,37011,Avery County,1428.0,10.0
North Carolina,37013,Beaufort County,5197.0,14.3
North Carolina,37015,Bertie County,2267.0,14.1
North Carolina,37017,Bladen County,3918.0,14.9
North Carolina,37019,Brunswick County,10263.0,11.4
North Carolina,37021,Buncombe County,17561.0,9.3
North Carolina,37023,Burke County,8753.0,12.8
North Carolina,37025,Cabarrus County,12782.0,9.8
North Carolina,37027,Caldwell County,8692.0,13.9
North Carolina,37029,Camden County,834.0,11.4
North Carolina,37031,Carteret County,5801.0,10.8
North Carolina,37033,Caswell County,2393.0,13.2
North Carolina,37035,Catawba County,15394.0,13.4
North Carolina,37037,Chatham County,5717.0,11.2
North Carolina,37039,Cherokee County,3110.0,14.5
North Carolina,37041,Chowan County,1578.0,14.1
North Carolina,37043,Clay County,1054.0,12.4
North Carolina,37045,Cleveland County,8860.0,12.2
North Carolina,37047,Columbus County,6435.0,14.9
North Carolina,37049,Craven County,8282.0,10.6
North Carolina,37051,Cumberland County,26508.0,11.6
North Carolina,37053,Currituck County,1946.0,10.8
North Carolina,37055,Dare County,2813.0,10.4
North Carolina,37057,Davidson County,14564.0,12.0
North Carolina,37059,Davie County,3712.0,11.9
North Carolina,37061,Duplin County,5464.0,12.6
North Carolina,37063,Durham County,19766.0,9.4
North Carolina,37065,Edgecombe County,6543.0,16.0
North Carolina,37067,Forsyth County,27268.0,10.4
North Carolina,37069,Franklin County,6018.0,13.3
North Carolina,37071,Gaston County,22643.0,14.7
North Carolina,37073,Gates County,1140.0,12.7
North Carolina,37075,Graham County,788.0,11.8
North Carolina,37077,Granville County,5914.0,13.6
North Carolina,37079,Greene County,2062.0,12.7
North Carolina,37081,Guilford County,35635.0,9.7
North Carolina,37083,Halifax County,6108.0,15.0
North Carolina,37085,Harnett County,9744.0,11.5
North Carolina,37087,Haywood County,5676.0,12.2
North Carolina,37089,Henderson County,9089.0,10.8
North Carolina,37091,Hertford County,2666.0,14.4
North Carolina,37093,Hoke County,3975.0,11.5
North Carolina,37095,Hyde County,578.0,12.6
North Carolina,37097,Iredell County,11516.0,9.7
North Carolina,37099,Jackson County,4123.0,13.4
North Carolina,37101,Johnston County,15301.0,12.4
North Carolina,37103,Jones County,1232.0,15.3
North Carolina,37105,Lee County,5777.0,13.6
North Carolina,37107,Lenoir County,6508.0,14.9
North Carolina,37109,Lincoln County,6779.0,11.4
North Carolina,37111,McDowell County,4776.0,13.9
North Carolina,37113,Macon County,2990.0,11.2
North Carolina,37115,Madison County,1670.0,10.4
North Carolina,37117,Martin County,2959.0,16.2
North Carolina,37119,Mecklenburg County,59154.0,8.4
North Carolina,37121,Mitchell County,1719.0,14.1
North Carolina,37123,Montgomery County,2732.0,13.4
North Carolina,37125,Moore County,8021.0,11.6
North Carolina,37127,Nash County,8473.0,12.0
North Carolina,37129,New Hanover County,13503.0,8.4
