state,fips_code,county,diabetes_count,diabetes%
North Carolina,37131,Northampton County,2619.0,15.8
North Carolina,37133,Onslow County,11485.0,8.8
North Carolina,37135,Orange County,7667.0,7.6
North Carolina,37137,Pamlico County,1587.0,15.0
North Carolina,37139,Pasquotank County,4319.0,14.4
North Carolina,37141,Pender County,4985.0,12.2
North Carolina,37143,Perquimans County,1555.0,14.8
North Carolina,37145,Person County,3845.0,13.0
North Carolina,37147,Pitt County,11407.0,9.0
North Carolina,37149,Polk County,2019.0,12.5
North Carolina,37151,Randolph County,12859.0,12.2
North Carolina,37153,Richmond County,4115.0,12.1
North Carolina,37155,Robeson County,15346.0,16.1
North Carolina,37157,Rockingham County,9362.0,13.2
North Carolina,37159,Rowan County,12686.0,12.4
North Carolina,37161,Rutherford County,6605.0,12.9
North Carolina,37163,Sampson County,6302.0,13.6
North Carolina,37165,Scotland County,3376.0,12.8
North Carolina,37167,Stanly County,5318.0,11.7
North Carolina,37169,Stokes County,4554.0,12.7
North Carolina,37171,Surry County,7193.0,13.1
North Carolina,37173,Swain County,1688.0,16.1
North Carolina,37175,Transylvania County,2859.0,10.9
North Carolina,37177,Tyrrell County,450.0,13.6
North Carolina,37179,Union County,13016.0,9.2
North Carolina,37181,Vance County,4381.0,13.4
North Carolina,37183,Wake County,57857.0,8.5
North Carolina,37185,Warren County,2463.0,15.3
North Carolina,37187,Washington County,1433.0,14.8
North Carolina,37189,Watauga County,3304.0,8.2
North Carolina,37191,Wayne County,11566.0,12.8
North Carolina,37193,Wilkes County,5836.0,11.1
North Carolina,37195,Wilson County,8169.0,13.6
North Carolina,37197,Yadkin County,2989.0,10.4
North Carolina,37199,Yancey County,1629.0,11.8
North Dakota,38001,Adams County,201.0,11.0
North Dakota,38003,Barnes County,793.0,9.4
North Dakota,38005,Benson County,496.0,11.6
North Dakota,38007,Billings County,64.0,8.8
North Dakota,38009,Bottineau County,484.0,9.6
North Dakota,38011,Bowman County,245.0,10.2
North Dakota,38013,Burke County,157.0,9.5
North Dakota,38015,Burleigh County,5128.0,8.0
North Dakota,38017,Cass County,8533.0,7.3
North Dakota,38019,Cavalier County,344.0,11.2
North Dakota,38021,Dickey County,442.0,11.4
North Dakota,38023,Divide County,178.0,10.0
North Dakota,38025,Dunn County,317.0,10.6
North Dakota,38027,Eddy County,203.0,11.1
North Dakota,38029,Emmons County,310.0,11.6
North Dakota,38031,Foster County,287.0,11.1
North Dakota,38033,Golden Valley County,123.0,9.2
North Dakota,38035,Grand Forks County,3343.0,6.6
North Dakota,38037,Grant County,210.0,11.3
North Dakota,38039,Griggs County,219.0,11.6
North Dakota,38041,Hettinger County,193.0,9.8
North Dakota,38043,Kidder County,171.0,9.2
North Dakota,38045,LaMoure County,371.0,11.6
North Dakota,38047,Logan County,170.0,11.4
North Dakota,38049,McHenry County,378.0,8.6
North Dakota,38051,McIntosh County,230.0,10.5
North Dakota,38053,McKenzie County,515.0,9.2
North Dakota,38055,McLean County,753.0,10.4
North Dakota,38057,Mercer County,599.0,9.3
North Dakota,38059,Morton County,1680.0,8.1
North Dakota,38061,Mountrail County,709.0,11.0
North Dakota,38063,Nelson County,276.0,11.2
North Dakota,38065,Oliver County,162.0,11.7
North Dakota,38067,Pembina County,692.0,12.4
North Dakota,38069,Pierce County,370.0,10.9
North Dakota,38071,Ramsey County,825.0,9.5
North Dakota,38073,Ransom County,448.0,11.0
North Dakota,38075,Renville County,208.0,10.8
North Dakota,38077,Richland County,1068.0,9.0
North Dakota,38079,Rolette County,1215.0,13.3
North Dakota,38081,Sargent County,282.0,9.6
North Dakota,38083,Sheridan County,132.0,12.7
North Dakota,38085,Sioux County,347.0,13.4
North Dakota,38087,Slope County,52.0,9.0
North Dakota,38089,Stark County,1744.0,8.7
North Dakota,38091,Steele County,182.0,11.8
North Dakota,38093,Stutsman County,1429.0,8.9
North Dakota,38095,Towner County,193.0,10.6
North Dakota,38097,Traill County,603.0,10.0
North Dakota,38099,Walsh County,889.0,10.6
North Dakota,38101,Ward County,3849.0,8.0
North Dakota,38103,Wells County,405.0,12.0
North Dakota,38105,Williams County,1757.0,8.9
Ohio,39001,Adams County,2278.0,11.0
Ohio,39003,Allen County,10175.0,13.2
Ohio,39005,Ashland County,4451.0,11.4
Ohio,39007,Ashtabula County,9849.0,13.1
Ohio,39009,Athens County,5192.0,10.8
Ohio,39011,Auglaize County,3666.0,10.9
Ohio,39013,Belmont County,8544.0,15.6
Ohio,39015,Brown County,4356.0,13.3
Ohio,39017,Butler County,30470.0,11.4
Ohio,39019,Carroll County,2825.0,13.1
Ohio,39021,Champaign County,3378.0,11.6
Ohio,39023,Clark County,13333.0,13.2
Ohio,39025,Clermont County,16530.0,11.4
Ohio,39027,Clinton County,3366.0,11.0
Ohio,39029,Columbiana County,9005.0,11.0
Ohio,39031,Coshocton County,3796.0,13.9
Ohio,39033,Crawford County,4219.0,13.1
Ohio,39035,Cuyahoga County,108724.0,11.4
Ohio,39037,Darke County,4838.0,12.6
Ohio,39039,Defiance County,3206.0,11.3
Ohio,39041,Delaware County,11244.0,9.0
Ohio,39043,Erie County,6389.0,11.0
Ohio,39045,Fairfield County,11073.0,10.4
Ohio,39047,Fayette County,2724.0,12.8
Ohio,39049,Franklin County,82651.0,9.4
Ohio,39051,Fulton County,3592.0,11.6
Ohio,39053,Gallia County,2983.0,13.1
Ohio,39055,Geauga County,7319.0,10.8
Ohio,39057,Greene County,13204.0,10.8
Ohio,39059,Guernsey County,4054.0,13.7
Ohio,39061,Hamilton County,66588.0,11.2
Ohio,39063,Hancock County,6326.0,11.3
Ohio,39065,Hardin County,2252.0,9.8
Ohio,39067,Harrison County,1564.0,13.0
Ohio,39069,Henry County,2254.0,10.9
Ohio,39071,Highland County,3538.0,11.2
Ohio,39073,Hocking County,2890.0,13.2
Ohio,39075,Holmes County,2665.0,9.7
Ohio,39077,Huron County,4772.0,11.2
Ohio,39079,Jackson County,3505.0,14.5
Ohio,39081,Jefferson County,8296.0,15.7
Ohio,39083,Knox County,4583.0,10.4
Ohio,39085,Lake County,18885.0,10.8
Ohio,39087,Lawrence County,6657.0,14.3
Ohio,39089,Licking County,13525.0,11.0
Ohio,39091,Logan County,4443.0,13.4
Ohio,39093,Lorain County,25572.0,11.5
Ohio,39095,Lucas County,36739.0,11.4
Ohio,39097,Madison County,3155.0,9.7
Ohio,39099,Mahoning County,22292.0,12.3
Ohio,39101,Marion County,6334.0,12.5
Ohio,39103,Medina County,12708.0,10.0
Ohio,39105,Meigs County,2839.0,15.9
Ohio,39107,Mercer County,3130.0,10.7
Ohio,39109,Miami County,8184.0,10.7
Ohio,39111,Monroe County,1646.0,14.6
Ohio,39113,Montgomery County,51460.0,12.8
Ohio,39115,Morgan County,1623.0,14.5
Ohio,39117,Morrow County,3194.0,12.6
Ohio,39119,Muskingum County,7808.0,12.3
Ohio,39121,Noble County,1659.0,14.4
Ohio,39123,Ottawa County,3666.0,11.4
Ohio,39125,Paulding County,1623.0,11.5
Ohio,39127,Perry County,3124.0,12.0
Ohio,39129,Pickaway County,4655.0,11.1
Ohio,39131,Pike County,2934.0,14.0
Ohio,39133,Portage County,11240.0,9.2
Ohio,39135,Preble County,3465.0,11.2
Ohio,39137,Putnam County,2577.0,10.5
Ohio,39139,Richland County,11599.0,12.5
Ohio,39141,Ross County,7677.0,13.1
Ohio,39143,Sandusky County,5354.0,12.0
Ohio,39145,Scioto County,7777.0,13.2
Ohio,39147,Seneca County,5425.0,13.2
Ohio,39149,Shelby County,3685.0,10.6
Ohio,39151,Stark County,35030.0,12.4
Ohio,39153,Summit County,40041.0,9.8
Ohio,39155,Trumbull County,20478.0,12.9
Ohio,39157,Tuscarawas County,7293.0,10.6
Ohio,39159,Union County,3890.0,10.4
Ohio,39161,Van Wert County,2969.0,14.1
Ohio,39163,Vinton County,1364.0,13.9
Ohio,39165,Warren County,14223.0,9.2
Ohio,39167,Washington County,6057.0,12.8
Ohio,39169,Wayne County,9377.0,11.3
Ohio,39171,Williams County,3713.0,13.3
Ohio,39173,Wood County,11016.0,11.6
Ohio,39175,Wyandot County,2068.0,12.4
Oklahoma,40001,Adair County,2239.0,14.3
Oklahoma,40003,Alfalfa County,603.0,13.3
Oklahoma,40005,Atoka County,1309.0,12.5
Oklahoma,40007,Beaver County,528.0,13.0
Oklahoma,40009,Beckham County,1558.0,9.2
Oklahoma,40011,Blaine County,1005.0,14.2
Oklahoma,40013,Bryan County,3798.0,11.8
Oklahoma,40015,Caddo County,2478.0,11.6
Oklahoma,40017,Canadian County,9855.0,11.3
Oklahoma,40019,Carter County,4567.0,13.1
Oklahoma,40021,Cherokee County,4657.0,13.4
Oklahoma,40023,Choctaw County,1798.0,16.0
Oklahoma,40025,Cimarron County,222.0,12.5
Oklahoma,40027,Cleveland County,19965.0,10.2
Oklahoma,40029,Coal County,551.0,12.8
Oklahoma,40031,Comanche County,10410.0,11.5
Oklahoma,40033,Cotton County,636.0,13.9
Oklahoma,40035,Craig County,1506.0,13.5
Oklahoma,40037,Creek County,6589.0,12.7
Oklahoma,40039,Custer County,2291.0,11.1
Oklahoma,40041,Delaware County,4885.0,15.5
Oklahoma,40043,Dewey County,478.0,13.7
Oklahoma,40045,Ellis County,381.0,12.7
Oklahoma,40047,Garfield County,4632.0,10.4
Oklahoma,40049,Garvin County,2692.0,13.5
Oklahoma,40051,Grady County,4397.0,11.4
Oklahoma,40053,Grant County,444.0,13.2
Oklahoma,40055,Greer County,609.0,12.6
Oklahoma,40057,Harmon County,277.0,13.3
Oklahoma,40059,Harper County,316.0,11.7
Oklahoma,40061,Haskell County,1537.0,16.3
Oklahoma,40063,Hughes County,1539.0,14.6
Oklahoma,40065,Jackson County,2261.0,12.1
Oklahoma,40067,Jefferson County,594.0,12.4
Oklahoma,40069,Johnston County,1027.0,12.8
Oklahoma,40071,Kay County,4136.0,12.5
Oklahoma,40073,Kingfisher County,1195.0,11.2
Oklahoma,40075,Kiowa County,1031.0,14.8
Oklahoma,40077,Latimer County,1145.0,14.2
Oklahoma,40079,Le Flore County,5444.0,14.9
Oklahoma,40081,Lincoln County,3282.0,13.2
Oklahoma,40083,Logan County,4232.0,13.5
Oklahoma,40085,Love County,936.0,13.4
Oklahoma,40087,McClain County,2810.0,11.1
Oklahoma,40089,McCurtain County,3134.0,13.2
Oklahoma,40091,McIntosh County,2290.0,14.4
Oklahoma,40093,Major County,675.0,12.0
Oklahoma,40095,Marshall County,1476.0,12.6
Oklahoma,40097,Mayes County,4076.0,13.7
Oklahoma,40099,Murray County,1324.0,13.0
Oklahoma,40101,Muskogee County,7134.0,13.9
Oklahoma,40103,Noble County,1092.0,12.9
Oklahoma,40105,Nowata County,1104.0,14.0
Oklahoma,40107,Okfuskee County,1118.0,12.3
Oklahoma,40109,Oklahoma County,55737.0,10.4
Oklahoma,40111,Okmulgee County,3538.0,12.3
Oklahoma,40113,Osage County,4914.0,13.8
Oklahoma,40115,Ottawa County,3133.0,13.5
Oklahoma,40117,Pawnee County,1660.0,13.7
Oklahoma,40119,Payne County,4131.0,7.1
Oklahoma,40121,Pittsburg County,4362.0,12.8
Oklahoma,40123,Pontotoc County,2837.0,10.3
Oklahoma,40125,Pottawatomie County,7111.0,13.9
Oklahoma,40127,Pushmataha County,1243.0,14.6
Oklahoma,40129,Roger Mills County,334.0,12.3
Oklahoma,40131,Rogers County,6743.0,10.6
Oklahoma,40133,Seminole County,2406.0,13.2
Oklahoma,40135,Sequoyah County,3939.0,13.0
Oklahoma,40137,Stephens County,4353.0,13.1
Oklahoma,40139,Texas County,1320.0,8.9
Oklahoma,40141,Tillman County,783.0,13.8
Oklahoma,40143,Tulsa County,46559.0,10.5
Oklahoma,40145,Wagoner County,6687.0,12.4
Oklahoma,40147,Washington County,5280.0,13.9
Oklahoma,40149,Washita County,1011.0,12.1
Oklahoma,40151,Woods County,734.0,10.9
Oklahoma,40153,Woodward County,1713.0,11.4
Oregon,41001,Baker County,1465.0,11.8
Oregon,41003,Benton County,4652.0,7.0
Oregon,41005,Clackamas County,26705.0,9.3
Oregon,41007,Clatsop County,3087.0,10.6
Oregon,41009,Columbia County,3806.0,10.3
Oregon,41011,Coos County,5368.0,10.8
Oregon,41013,Crook County,1855.0,11.5
Oregon,41015,Curry County,2112.0,11.5
Oregon,41017,Deschutes County,10336.0,8.4
Oregon,41019,Douglas County,10140.0,12.1
Oregon,41021,Gilliam County,171.0,11.1
Oregon,41023,Grant County,666.0,11.5
Oregon,41025,Harney County,638.0,11.6
Oregon,41027,Hood River County,1357.0,8.3
Oregon,41029,Jackson County,15490.0,9.8
Oregon,41031,Jefferson County,1538.0,10.1
Oregon,41033,Josephine County,6178.0,9.6
Oregon,41035,Klamath County,5240.0,10.5
Oregon,41037,Lake County,661.0,10.7
Oregon,41039,Lane County,23029.0,8.4
Oregon,41041,Lincoln County,5204.0,13.9
Oregon,41043,Linn County,8789.0,10.0
Oregon,41045,Malheur County,2057.0,9.3
Oregon,41047,Marion County,22598.0,9.9
Oregon,41049,Morrow County,758.0,9.7
Oregon,41051,Multnomah County,44624.0,7.6
Oregon,41053,Polk County,5656.0,10.2
Oregon,41055,Sherman County,153.0,11.2
Oregon,41057,Tillamook County,1928.0,9.7
Oregon,41059,Umatilla County,5760.0,10.5
Oregon,41061,Union County,1835.0,9.6
Oregon,41063,Wallowa County,635.0,11.6
Oregon,41065,Wasco County,2023.0,10.6
Oregon,41067,Washington County,32645.0,8.2
Oregon,41069,Wheeler County,140.0,12.2
Oregon,41071,Yamhill County,6777.0,9.3
Pennsylvania,42001,Adams County,8891.0,11.6
Pennsylvania,42003,Allegheny County,86177.0,9.0
Pennsylvania,42005,Armstrong County,6390.0,12.0
Pennsylvania,42007,Beaver County,14456.0,10.9
Pennsylvania,42009,Bedford County,4789.0,12.6
Pennsylvania,42011,Berks County,31896.0,10.5
Pennsylvania,42013,Blair County,10302.0,10.6
Pennsylvania,42015,Bradford County,5089.0,10.7
Pennsylvania,42017,Bucks County,44056.0,9.3
Pennsylvania,42019,Butler County,12778.0,9.2
Pennsylvania,42021,Cambria County,13520.0,12.3
Pennsylvania,42023,Cameron County,450.0,11.4
Pennsylvania,42025,Carbon County,5076.0,10.0
Pennsylvania,42027,Centre County,9184.0,7.7
Pennsylvania,42029,Chester County,28910.0,7.8
Pennsylvania,42031,Clarion County,3361.0,11.1
Pennsylvania,42033,Clearfield County,7866.0,12.3
Pennsylvania,42035,Clinton County,2996.0,10.1
Pennsylvania,42037,Columbia County,6059.0,11.9
Pennsylvania,42039,Crawford County,7680.0,11.7
Pennsylvania,42041,Cumberland County,16949.0,9.3
Pennsylvania,42043,Dauphin County,23531.0,11.6
Pennsylvania,42045,Delaware County,35697.0,8.6
Pennsylvania,42047,Elk County,2669.0,10.9
Pennsylvania,42049,Erie County,24249.0,11.6
Pennsylvania,42051,Fayette County,15639.0,14.8
Pennsylvania,42053,Forest County,762.0,11.2
Pennsylvania,42055,Franklin County,11692.0,10.4
Pennsylvania,42057,Fulton County,1275.0,11.4
Pennsylvania,42059,Greene County,3295.0,11.1
Pennsylvania,42061,Huntingdon County,3849.0,10.8
Pennsylvania,42063,Indiana County,6331.0,9.4
Pennsylvania,42065,Jefferson County,3967.0,11.6
Pennsylvania,42067,Juniata County,2355.0,12.6
Pennsylvania,42069,Lackawanna County,19356.0,11.7
Pennsylvania,42071,Lancaster County,34177.0,8.9
Pennsylvania,42073,Lawrence County,8121.0,11.8
Pennsylvania,42075,Lebanon County,10800.0,10.7
Pennsylvania,42077,Lehigh County,28014.0,10.6
Pennsylvania,42079,Luzerne County,29102.0,11.7
Pennsylvania,42081,Lycoming County,8921.0,9.9
Pennsylvania,42083,McKean County,2993.0,9.1
Pennsylvania,42085,Mercer County,10609.0,12.1
Pennsylvania,42087,Mifflin County,4291.0,12.2
Pennsylvania,42089,Monroe County,12747.0,10.2
Pennsylvania,42091,Montgomery County,44112.0,7.3
Pennsylvania,42093,Montour County,1718.0,12.1
Pennsylvania,42095,Northampton County,23351.0,10.3
Pennsylvania,42097,Northumberland County,9084.0,12.3
Pennsylvania,42099,Perry County,3501.0,10.2
Pennsylvania,42101,Philadelphia County,130938.0,11.4
Pennsylvania,42103,Pike County,4547.0,10.5
Pennsylvania,42105,Potter County,1551.0,11.6
Pennsylvania,42107,Schuylkill County,12906.0,11.2
Pennsylvania,42109,Snyder County,2950.0,10.0
Pennsylvania,42111,Somerset County,7315.0,12.0
Pennsylvania,42113,Sullivan County,677.0,12.8
Pennsylvania,42115,Susquehanna County,3459.0,10.5
Pennsylvania,42117,Tioga County,3613.0,11.1
Pennsylvania,42119,Union County,3482.0,10.0
Pennsylvania,42121,Venango County,5247.0,12.5
Pennsylvania,42123,Warren County,3782.0,11.8
Pennsylvania,42125,Washington County,19626.0,12.2
Pennsylvania,42127,Wayne County,4895.0,11.9
Pennsylvania,42129,Westmoreland County,31818.0,11.2
Pennsylvania,42131,Wyoming County,2222.0,10.3
Pennsylvania,42133,York County,32540.0,10.0
Rhode Island,44001,Bristol County,3239.0,8.7
Rhode Island,44003,Kent County,12076.0,9.4
Rhode Island,44005,Newport County,5162.0,8.1
Rhode Island,44007,Providence County,44620.0,9.5
Rhode Island,44009,Washington County,8154.0,8.5
South Carolina,45001,Abbeville County,2669.0,14.2
South Carolina,45003,Aiken County,14827.0,12.1
South Carolina,45005,Allendale County,1325.0,17.2
South Carolina,45007,Anderson County,17650.0,12.6
South Carolina,45009,Bamberg County,2092.0,17.9
South Carolina,45011,Barnwell County,2501.0,15.5
South Carolina,45013,Beaufort County,12251.0,9.5
South Carolina,45015,Berkeley County,18513.0,13.5
South Carolina,45017,Calhoun County,2050.0,17.8
South Carolina,45019,Charleston County,31090.0,11.1
South Carolina,45021,Cherokee County,5740.0,14.1
South Carolina,45023,Chester County,3434.0,14.1
South Carolina,45025,Chesterfield County,5274.0,15.4
South Carolina,45027,Clarendon County,4315.0,16.5
South Carolina,45029,Colleton County,5102.0,18.0
South Carolina,45031,Darlington County,7305.0,14.5
South Carolina,45033,Dillon County,3584.0,16.0
South Carolina,45035,Dorchester County,10070.0,9.9
South Carolina,45037,Edgefield County,2815.0,13.8
South Carolina,45039,Fairfield County,3015.0,17.0
South Carolina,45041,Florence County,14884.0,14.7
South Carolina,45043,Georgetown County,6803.0,14.6
South Carolina,45045,Greenville County,36892.0,10.8
South Carolina,45047,Greenwood County,6355.0,12.4
South Carolina,45049,Hampton County,2634.0,17.0
South Carolina,45051,Horry County,23754.0,10.8
South Carolina,45053,Jasper County,2755.0,14.3
South Carolina,45055,Kershaw County,5853.0,12.8
South Carolina,45057,Lancaster County,8051.0,13.5
South Carolina,45059,Laurens County,7325.0,14.9
South Carolina,45061,Lee County,2247.0,15.8
South Carolina,45063,Lexington County,20981.0,10.5
South Carolina,45065,McCormick County,1384.0,16.4
South Carolina,45067,Marion County,3996.0,16.7
South Carolina,45069,Marlboro County,3315.0,15.4
South Carolina,45071,Newberry County,4121.0,14.7
South Carolina,45073,Oconee County,7776.0,13.5
South Carolina,45075,Orangeburg County,10819.0,16.0
South Carolina,45077,Pickens County,10070.0,11.3
South Carolina,45079,Richland County,30862.0,10.7
South Carolina,45081,Saluda County,2027.0,13.5
South Carolina,45083,Spartanburg County,28068.0,13.3
South Carolina,45085,Sumter County,11203.0,14.3
South Carolina,45087,Union County,3237.0,15.1
South Carolina,45089,Williamsburg County,4485.0,17.8
South Carolina,45091,York County,17924.0,10.6
South Dakota,46003,Aurora County,181.0,9.2
South Dakota,46005,Beadle County,1247.0,9.6
South Dakota,46007,Bennett County,327.0,15.1
South Dakota,46009,Bon Homme County,501.0,9.1
South Dakota,46011,Brookings County,1466.0,6.2
South Dakota,46013,Brown County,2400.0,8.7
South Dakota,46015,Brule County,410.0,10.8
South Dakota,46017,Buffalo County,208.0,17.8
South Dakota,46019,Butte County,633.0,8.4
South Dakota,46021,Campbell County,118.0,10.5
South Dakota,46023,Charles Mix County,766.0,12.3
South Dakota,46025,Clark County,258.0,9.6
South Dakota,46027,Clay County,810.0,7.8
South Dakota,46029,Codington County,1694.0,8.4
South Dakota,46031,Corson County,398.0,15.4
South Dakota,46033,Custer County,723.0,10.8
South Dakota,46035,Davison County,1381.0,9.4
South Dakota,46037,Day County,504.0,11.7
South Dakota,46039,Deuel County,317.0,9.7
South Dakota,46041,Dewey County,534.0,15.4
South Dakota,46043,Douglas County,247.0,11.0
South Dakota,46045,Edmunds County,265.0,8.8
South Dakota,46047,Fall River County,627.0,11.2
South Dakota,46049,Faulk County,185.0,10.4
South Dakota,46051,Grant County,504.0,9.2
South Dakota,46053,Gregory County,340.0,10.6
South Dakota,46055,Haakon County,148.0,10.2
South Dakota,46057,Hamlin County,372.0,9.3
South Dakota,46059,Hand County,295.0,11.4
South Dakota,46061,Hanson County,190.0,8.6
South Dakota,46063,Harding County,87.0,8.7
South Dakota,46065,Hughes County,1221.0,9.4
South Dakota,46067,Hutchinson County,574.0,10.7
South Dakota,46069,Hyde County,120.0,11.0
South Dakota,46071,Jackson County,246.0,12.1
South Dakota,46073,Jerauld County,159.0,10.2
South Dakota,46075,Jones County,82.0,10.6
South Dakota,46077,Kingsbury County,395.0,10.1
South Dakota,46079,Lake County,788.0,8.8
South Dakota,46081,Lawrence County,1456.0,7.8
South Dakota,46083,Lincoln County,2200.0,6.6
South Dakota,46085,Lyman County,308.0,11.8
South Dakota,46087,McCook County,376.0,9.4
South Dakota,46089,McPherson County,226.0,12.2
South Dakota,46091,Marshall County,351.0,9.9
South Dakota,46093,Meade County,1562.0,8.2
South Dakota,46095,Mellette County,177.0,12.7
South Dakota,46097,Miner County,177.0,10.3
South Dakota,46099,Minnehaha County,11055.0,8.7
South Dakota,46101,Moody County,479.0,10.3
South Dakota,46103,Pennington County,6671.0,8.7
South Dakota,46105,Perkins County,230.0,9.9
South Dakota,46107,Potter County,203.0,11.0
South Dakota,46109,Roberts County,895.0,12.7
South Dakota,46111,Sanborn County,180.0,10.0
South Dakota,46113,Shannon County,1433.0,17.6
South Dakota,46115,Spink County,477.0,9.8
South Dakota,46117,Stanley County,236.0,10.7
South Dakota,46119,Sully County,109.0,10.0
South Dakota,46121,Todd County,983.0,17.5
South Dakota,46123,Tripp County,452.0,11.0
South Dakota,46125,Turner County,564.0,9.2
South Dakota,46127,Union County,1003.0,9.5
South Dakota,46129,Walworth County,475.0,11.4
South Dakota,46135,Yankton County,1375.0,8.0
South Dakota,46137,Ziebach County,272.0,16.1
Tennessee,47001,Anderson County,7926.0,13.7
Tennessee,47003,Bedford County,3798.0,11.7
Tennessee,47005,Benton County,1870.0,14.7
Tennessee,47007,Bledsoe County,1203.0,12.1
Tennessee,47009,Blount County,12287.0,13.0
Tennessee,47011,Bradley County,10638.0,14.1
Tennessee,47013,Campbell County,4104.0,13.2
Tennessee,47015,Cannon County,1295.0,12.2
Tennessee,47017,Carroll County,2935.0,13.7
Tennessee,47019,Carter County,6670.0,14.9
Tennessee,47021,Cheatham County,3334.0,11.6
Tennessee,47023,Chester County,1848.0,14.8
Tennessee,47025,Claiborne County,3509.0,14.3
Tennessee,47027,Clay County,835.0,13.7
Tennessee,47029,Cocke County,4167.0,15.2
Tennessee,47031,Coffee County,5259.0,13.4
Tennessee,47033,Crockett County,1510.0,14.0
Tennessee,47035,Cumberland County,7729.0,17.0
Tennessee,47037,Davidson County,50829.0,10.4
Tennessee,47039,Decatur County,1399.0,15.6
Tennessee,47041,DeKalb County,2063.0,14.4
Tennessee,47043,Dickson County,4948.0,13.4
Tennessee,47045,Dyer County,3806.0,13.6
Tennessee,47047,Fayette County,4679.0,15.9
Tennessee,47049,Fentress County,1825.0,13.5
Tennessee,47051,Franklin County,3735.0,12.1
Tennessee,47053,Gibson County,4409.0,12.1
Tennessee,47055,Giles County,2855.0,13.0
Tennessee,47057,Grainger County,2218.0,12.9
Tennessee,47059,Greene County,7152.0,13.6
Tennessee,47061,Grundy County,1514.0,14.7
Tennessee,47063,Hamblen County,6277.0,13.4
Tennessee,47065,Hamilton County,33286.0,12.7
Tennessee,47067,Hancock County,704.0,13.6
Tennessee,47069,Hardeman County,2985.0,14.5
Tennessee,47071,Hardin County,2934.0,14.7
Tennessee,47073,Hawkins County,5820.0,13.5
Tennessee,47075,Haywood County,2287.0,17.1
Tennessee,47077,Henderson County,3270.0,15.8
Tennessee,47079,Henry County,3761.0,15.2
Tennessee,47081,Hickman County,2410.0,13.1
Tennessee,47083,Houston County,900.0,14.3
Tennessee,47085,Humphreys County,1920.0,13.9
Tennessee,47087,Jackson County,1095.0,12.2
Tennessee,47089,Jefferson County,4526.0,11.5
Tennessee,47091,Johnson County,2168.0,14.9
Tennessee,47093,Knox County,36387.0,11.0
Tennessee,47095,Lake County,773.0,12.3
Tennessee,47097,Lauderdale County,2929.0,14.2
Tennessee,47099,Lawrence County,4140.0,13.5
Tennessee,47101,Lewis County,1187.0,13.3
Tennessee,47103,Lincoln County,3207.0,12.7
Tennessee,47105,Loudon County,5315.0,13.7
Tennessee,47107,McMinn County,5559.0,14.0
Tennessee,47109,McNairy County,3155.0,16.1
Tennessee,47111,Macon County,2014.0,12.3
Tennessee,47113,Madison County,10386.0,14.5
Tennessee,47115,Marion County,3370.0,15.6
Tennessee,47117,Marshall County,3330.0,14.6
Tennessee,47119,Maury County,7206.0,11.8
Tennessee,47121,Meigs County,1265.0,14.0
Tennessee,47123,Monroe County,4533.0,13.2
Tennessee,47125,Montgomery County,11748.0,9.1
Tennessee,47127,Moore County,650.0,13.4
Tennessee,47129,Morgan County,2127.0,12.4
Tennessee,47131,Obion County,3620.0,15.3
Tennessee,47133,Overton County,2526.0,15.2
Tennessee,47135,Perry County,937.0,15.9
Tennessee,47137,Pickett County,597.0,14.8
Tennessee,47139,Polk County,1630.0,12.9
Tennessee,47141,Putnam County,7441.0,13.6
Tennessee,47143,Rhea County,3463.0,14.5
Tennessee,47145,Roane County,4864.0,11.7
Tennessee,47147,Robertson County,5950.0,12.3
Tennessee,47149,Rutherford County,18672.0,9.6
Tennessee,47151,Scott County,2189.0,13.5
Tennessee,47153,Sequatchie County,1449.0,13.3
Tennessee,47155,Sevier County,8757.0,12.4
Tennessee,47157,Shelby County,83619.0,12.5
Tennessee,47159,Smith County,1677.0,11.9
Tennessee,47161,Stewart County,1511.0,14.9
Tennessee,47163,Sullivan County,17739.0,14.6
Tennessee,47165,Sumner County,13410.0,11.1
Tennessee,47167,Tipton County,5272.0,12.1
Tennessee,47169,Trousdale County,733.0,12.7
Tennessee,47171,Unicoi County,1964.0,13.7
Tennessee,47173,Union County,1923.0,13.5
Tennessee,47175,Van Buren County,610.0,13.9
Tennessee,47177,Warren County,4242.0,14.4
Tennessee,47179,Washington County,10836.0,11.3
Tennessee,47181,Wayne County,1607.0,11.9
Tennessee,47183,Weakley County,3923.0,15.0
Tennessee,47185,White County,2509.0,12.7
Tennessee,47187,Williamson County,12468.0,9.4
Tennessee,47189,Wilson County,10442.0,12.0
Texas,48001,Anderson County,5397.0,11.8
Texas,48003,Andrews County,1078.0,9.9
Texas,48005,Angelina County,7107.0,11.4
Texas,48007,Aransas County,2273.0,12.0
Texas,48009,Archer County,722.0,11.1
Texas,48011,Armstrong County,165.0,11.2
Texas,48013,Atascosa County,3205.0,10.0
Texas,48015,Austin County,2225.0,10.6
Texas,48017,Bailey County,456.0,9.7
Texas,48019,Bandera County,2068.0,12.6
Texas,48021,Bastrop County,5326.0,9.9
Texas,48023,Baylor County,330.0,11.8
Texas,48025,Bee County,2181.0,8.9
Texas,48027,Bell County,20371.0,9.1
Texas,48029,Bexar County,112429.0,8.9
Texas,48031,Blanco County,939.0,11.4
Texas,48033,Borden County,57.0,12.0
Texas,48035,Bosque County,1463.0,10.7
