naics,fips_code,liquor_store_count
445310,17101,3
445310,17103,2
445310,17105,4
445310,17107,1
445310,17109,3
445310,17111,33
445310,17113,11
445310,17115,9
445310,17119,12
445310,17121,6
445310,17125,3
445310,17127,2
445310,17129,1
445310,17131,1
445310,17133,1
445310,17135,3
445310,17137,1
445310,17139,1
445310,17141,5
445310,17143,17
445310,17145,1
445310,17153,1
445310,17157,3
445310,17159,4
445310,17161,8
445310,17163,12
445310,17165,3
445310,17167,14
445310,17169,1
445310,17173,1
445310,17177,4
445310,17179,7
445310,17181,3
445310,17183,12
445310,17185,3
445310,17187,1
445310,17191,4
445310,17193,1
445310,17195,7
445310,17197,75
445310,17199,9
445310,17201,23
445310,17203,1
445310,18001,4
445310,18003,43
445310,18005,2
445310,18007,3
445310,18009,3
445310,18011,6
445310,18013,2
445310,18015,1
445310,18017,5
445310,18019,12
445310,18021,3
445310,18023,6
445310,18025,1
445310,18027,3
445310,18029,7
445310,18031,3
445310,18033,3
445310,18035,17
445310,18037,6
445310,18039,9
445310,18041,2
445310,18043,9
445310,18045,2
445310,18047,5
445310,18051,5
445310,18053,9
445310,18055,5
445310,18057,29
445310,18059,6
445310,18061,5
445310,18063,13
445310,18065,8
445310,18067,14
445310,18069,5
445310,18071,6
445310,18073,4
445310,18075,3
445310,18077,7
445310,18079,5
445310,18081,14
445310,18083,6
445310,18085,6
445310,18087,3
445310,18089,66
445310,18091,15
445310,18093,3
445310,18095,19
445310,18097,156
445310,18099,5
445310,18101,3
445310,18103,3
445310,18105,15
445310,18107,4
445310,18109,6
445310,18111,2
445310,18113,6
445310,18115,1
445310,18117,3
445310,18119,1
445310,18121,2
445310,18123,2
445310,18125,2
445310,18127,17
445310,18131,1
445310,18133,4
445310,18135,5
445310,18137,4
445310,18139,1
445310,18141,21
445310,18143,4
445310,18145,1
445310,18147,2
445310,18149,2
445310,18151,5
445310,18153,1
445310,18155,2
445310,18157,17
445310,18159,2
445310,18161,1
445310,18163,23
445310,18165,2
445310,18167,15
445310,18169,3
445310,18171,2
445310,18173,4
445310,18175,3
445310,18177,14
445310,18179,3
445310,18181,6
445310,18183,3
445310,19005,1
445310,19011,1
445310,19013,11
445310,19017,3
445310,19021,1
445310,19027,2
445310,19029,1
445310,19033,2
445310,19035,1
445310,19041,3
445310,19047,1
445310,19049,3
445310,19055,1
445310,19059,3
445310,19061,2
445310,19063,1
445310,19065,2
445310,19069,2
445310,19079,2
445310,19085,1
445310,19089,1
445310,19095,4
445310,19097,1
445310,19099,1
445310,19103,6
445310,19105,1
445310,19109,2
445310,19113,6
445310,19121,1
445310,19123,2
445310,19127,2
445310,19131,1
445310,19133,1
445310,19137,1
445310,19139,1
445310,19141,2
445310,19143,1
445310,19145,1
445310,19147,1
445310,19149,1
445310,19153,19
445310,19155,4
445310,19159,1
445310,19161,1
445310,19163,6
445310,19167,2
445310,19169,5
445310,19171,1
445310,19179,1
445310,19183,1
445310,19185,1
445310,19187,2
445310,19189,1
445310,19193,4
445310,20001,4
445310,20003,3
445310,20005,2
445310,20007,2
445310,20009,6
445310,20011,3
445310,20013,2
445310,20015,9
445310,20017,1
445310,20019,1
445310,20021,4
445310,20023,1
445310,20027,2
445310,20029,2
445310,20031,3
445310,20033,1
445310,20035,10
445310,20037,9
445310,20039,1
445310,20041,3
445310,20045,28
445310,20047,2
445310,20051,11
445310,20053,2
445310,20055,11
445310,20057,4
445310,20059,7
445310,20061,7
445310,20065,1
445310,20067,4
445310,20069,1
445310,20073,3
445310,20075,2
445310,20077,2
445310,20079,7
445310,20081,2
445310,20083,1
445310,20085,2
445310,20087,3
445310,20091,95
445310,20093,1
445310,20095,5
445310,20097,1
445310,20099,6
445310,20101,2
445310,20103,11
445310,20105,1
445310,20107,1
445310,20109,1
445310,20111,12
445310,20113,5
445310,20115,3
445310,20117,3
445310,20119,1
445310,20121,4
445310,20123,3
445310,20125,10
445310,20127,1
445310,20129,1
445310,20131,5
445310,20133,5
445310,20135,2
445310,20137,1
445310,20139,5
445310,20141,2
445310,20145,2
445310,20147,2
445310,20149,4
445310,20151,2
445310,20153,1
445310,20155,10
445310,20157,1
445310,20159,3
445310,20161,14
445310,20163,2
445310,20167,4
445310,20169,12
445310,20171,2
445310,20173,95
445310,20175,5
445310,20177,43
445310,20179,1
445310,20181,1
445310,20183,2
445310,20185,1
445310,20191,4
445310,20193,4
445310,20195,2
445310,20197,1
445310,20201,1
445310,20203,1
445310,20205,2
445310,20207,2
445310,20209,29
445310,21005,4
445310,21015,13
445310,21017,1
445310,21019,4
445310,21021,4
445310,21023,2
445310,21027,1
445310,21029,5
445310,21037,15
445310,21041,1
445310,21047,19
445310,21049,2
445310,21051,1
445310,21059,12
445310,21067,34
445310,21071,4
445310,21073,4
445310,21075,4
445310,21077,1
445310,21079,2
445310,21093,9
445310,21095,2
445310,21097,3
445310,21101,6
445310,21103,2
445310,21107,8
445310,21111,121
445310,21113,2
445310,21117,20
445310,21121,1
445310,21135,1
445310,21141,3
445310,21145,11
445310,21151,12
445310,21155,5
445310,21161,2
445310,21163,4
445310,21173,3
445310,21177,4
445310,21179,11
445310,21181,1
445310,21191,1
445310,21193,6
445310,21195,4
445310,21205,2
445310,21211,2
445310,21215,2
445310,21221,3
445310,21225,2
445310,21227,17
445310,21229,1
445310,21235,1
445310,21237,2
445310,21239,6
445310,22003,1
445310,22005,4
445310,22007,2
445310,22013,3
445310,22015,8
445310,22017,31
445310,22019,5
445310,22025,1
445310,22027,4
445310,22029,1
445310,22031,5
445310,22033,9
445310,22035,1
445310,22049,3
445310,22051,9
445310,22055,5
445310,22057,1
445310,22059,1
445310,22061,3
445310,22063,1
445310,22065,3
445310,22069,4
445310,22071,12
445310,22073,9
445310,22079,3
445310,22081,2
445310,22087,2
445310,22099,1
445310,22103,5
445310,22105,1
445310,22111,2
445310,22113,2
445310,22115,2
445310,22119,5
445310,22125,1
445310,22127,1
445310,23001,5
445310,23003,1
445310,23005,17
445310,23009,5
445310,23011,2
445310,23013,2
445310,23015,4
445310,23017,2
445310,23019,4
445310,23023,1
445310,23025,2
445310,23029,2
445310,23031,2
445310,24001,11
445310,24003,96
445310,24005,168
445310,24009,18
445310,24011,5
445310,24013,33
445310,24015,24
445310,24017,43
445310,24019,3
445310,24021,48
445310,24023,6
445310,24025,35
445310,24027,53
445310,24029,6
445310,24031,130
445310,24033,140
445310,24035,14
445310,24037,26
445310,24039,4
445310,24041,6
445310,24043,35
445310,24045,6
445310,24047,16
445310,24510,242
445310,25001,80
445310,25003,38
445310,25005,115
445310,25007,6
445310,25009,136
445310,25011,13
445310,25013,101
445310,25015,42
445310,25017,262
445310,25019,11
445310,25021,125
445310,25023,113
445310,25025,151
445310,25027,163
445310,26001,1
445310,26005,13
445310,26007,3
445310,26009,2
445310,26011,3
445310,26015,3
445310,26017,10
445310,26019,1
445310,26021,27
445310,26023,4
445310,26025,13
445310,26027,6
445310,26029,4
445310,26031,4
445310,26033,2
445310,26035,4
445310,26037,5
445310,26041,1
445310,26045,7
445310,26047,4
445310,26049,78
445310,26051,1
445310,26055,15
445310,26057,4
445310,26059,2
445310,26061,5
445310,26063,4
445310,26065,28
445310,26067,6
445310,26069,3
445310,26073,10
445310,26075,23
445310,26077,39
445310,26081,73
445310,26087,10
445310,26089,5
445310,26091,8
445310,26093,16
445310,26097,3
445310,26099,175
445310,26101,2
445310,26103,7
445310,26105,2
445310,26107,5
445310,26111,7
445310,26113,3
445310,26115,23
445310,26117,1
445310,26119,1
445310,26121,18
445310,26123,3
445310,26125,211
445310,26127,2
445310,26129,1
445310,26133,2
445310,26135,2
445310,26137,1
445310,26139,20
445310,26141,2
445310,26143,3
445310,26145,30
445310,26147,38
445310,26149,3
445310,26151,2
445310,26153,1
445310,26155,4
445310,26157,2
445310,26159,10
445310,26161,39
445310,26163,510
445310,26165,1
445310,27001,4
445310,27003,50
445310,27005,9
445310,27007,9
445310,27009,7
445310,27011,1
445310,27013,11
445310,27015,4
445310,27017,8
445310,27019,14
445310,27021,9
445310,27023,3
445310,27025,9
445310,27027,9
445310,27029,1
445310,27031,3
445310,27033,1
445310,27035,15
445310,27037,52
445310,27039,3
445310,27041,9
445310,27043,5
445310,27045,5
445310,27047,6
445310,27049,12
445310,27051,4
445310,27053,163
445310,27055,3
445310,27057,5
445310,27059,5
445310,27061,11
445310,27063,3
445310,27065,2
445310,27067,7
445310,27069,2
445310,27071,8
445310,27073,2
445310,27075,3
445310,27077,5
445310,27079,7
445310,27081,3
445310,27083,8
445310,27085,7
445310,27087,2
445310,27091,2
445310,27093,3
445310,27095,5
445310,27097,9
445310,27099,7
445310,27101,3
445310,27103,2
445310,27105,6
445310,27107,3
445310,27109,22
445310,27111,11
445310,27113,2
445310,27115,5
445310,27117,2
445310,27119,6
445310,27121,1
445310,27123,83
445310,27125,1
445310,27127,4
445310,27129,7
445310,27131,8
445310,27133,2
445310,27135,4
445310,27137,49
445310,27139,18
445310,27141,9
445310,27143,5
445310,27145,27
445310,27147,9
445310,27149,1
445310,27151,3
445310,27153,6
445310,27155,1
445310,27157,8
445310,27159,4
445310,27161,2
445310,27163,38
445310,27165,4
445310,27167,1
445310,27169,10
445310,27171,17
445310,27173,2
445310,28001,4
445310,28005,1
445310,28011,8
445310,28021,2
445310,28025,2
445310,28027,4
445310,28029,3
445310,28031,2
445310,28033,20
445310,28035,20
445310,28043,2
445310,28045,10
445310,28047,28
445310,28049,29
445310,28051,4
445310,28053,2
445310,28057,1
445310,28059,19
445310,28061,2
445310,28065,1
445310,28067,8
445310,28069,2
445310,28071,13
445310,28073,7
445310,28075,14
445310,28081,17
445310,28083,5
445310,28087,9
445310,28089,19
445310,28091,4
445310,28093,6
445310,28095,4
445310,28097,1
445310,28103,2
445310,28105,8
445310,28107,8
445310,28111,2
445310,28113,7
445310,28117,1
445310,28121,1
445310,28125,1
445310,28133,3
445310,28135,1
445310,28143,2
445310,28145,2
445310,28149,5
445310,28151,3
445310,28155,1
445310,28157,1
445310,28159,5
445310,28161,2
445310,28163,1
445310,29001,2
445310,29005,1
445310,29007,1
445310,29009,5
445310,29011,1
445310,29013,2
445310,29019,8
445310,29021,3
445310,29023,2
445310,29027,2
445310,29029,2
445310,29031,1
445310,29033,1
445310,29035,1
445310,29037,5
445310,29039,1
445310,29041,1
445310,29047,10
445310,29051,2
445310,29055,3
445310,29057,1
445310,29065,2
445310,29067,1
445310,29069,3
445310,29071,3
445310,29077,24
445310,29079,1
445310,29083,1
445310,29085,1
445310,29091,6
445310,29095,67
445310,29097,9
445310,29099,4
445310,29101,4
445310,29105,5
445310,29107,1
445310,29109,3
445310,29113,3
445310,29119,5
445310,29123,1
445310,29125,1
445310,29133,5
445310,29135,1
445310,29141,1
445310,29143,1
445310,29145,9
445310,29149,3
445310,29153,2
445310,29155,4
445310,29159,3
445310,29161,4
445310,29165,6
445310,29167,1
445310,29169,1
445310,29175,3
445310,29177,1
445310,29179,2
445310,29181,3
445310,29183,23
445310,29186,1
445310,29187,3
445310,29189,62
445310,29195,1
445310,29199,1
445310,29201,2
445310,29203,2
445310,29207,1
445310,29209,1
445310,29213,6
445310,29215,1
445310,29219,2
445310,29223,1
445310,29225,1
445310,29229,2
445310,29510,18
445310,30001,1
445310,30003,1
445310,30005,2
445310,30009,2
445310,30013,7
445310,30015,1
445310,30017,1
445310,30021,1
445310,30023,1
445310,30027,1
445310,30029,9
445310,30031,6
445310,30041,1
445310,30043,1
445310,30047,2
445310,30049,5
445310,30053,2
445310,30057,1
445310,30063,5
445310,30065,1
445310,30067,3
445310,30071,1
445310,30081,2
445310,30083,1
445310,30085,2
445310,30089,1
445310,30093,2
445310,30101,1
445310,30105,1
445310,30111,11
445310,31001,1
445310,31003,1
445310,31013,1
445310,31019,3
445310,31021,2
445310,31025,3
445310,31029,1
445310,31031,1
445310,31033,1
445310,31035,1
445310,31037,2
445310,31039,1
445310,31041,1
445310,31043,4
445310,31045,3
445310,31047,4
445310,31053,5
445310,31055,23
445310,31057,1
445310,31067,4
445310,31079,1
445310,31083,1
445310,31087,1
445310,31089,1
445310,31093,1
445310,31095,1
445310,31097,2
445310,31099,1
445310,31101,1
445310,31105,2
445310,31107,2
445310,31109,17
445310,31111,7
445310,31119,3
445310,31127,2
445310,31129,1
445310,31131,1
445310,31133,1
445310,31137,1
445310,31139,2
445310,31141,2
445310,31145,3
445310,31147,2
445310,31151,3
445310,31153,2
445310,31157,3
445310,31161,5
445310,31177,1
445310,31179,1
445310,32001,1
445310,32003,77
445310,32005,7
445310,32007,4
445310,32013,1
445310,32015,1
445310,32019,4
445310,32021,1
445310,32023,1
445310,32031,33
445310,32510,8
445310,33001,4
445310,33003,5
445310,33005,9
445310,33007,6
445310,33009,13
445310,33011,20
445310,33013,10
445310,33015,21
445310,33017,6
445310,33019,2
445310,34001,58
445310,34003,162
445310,34005,53
445310,34007,87
445310,34009,26
445310,34011,27
445310,34013,173
445310,34015,35
445310,34017,177
445310,34019,20
445310,34021,64
445310,34023,121
445310,34025,121
445310,34027,86
445310,34029,84
445310,34031,136
445310,34033,10
445310,34035,43
445310,34037,25
445310,34039,126
445310,34041,22
445310,35001,25
445310,35005,1
445310,35006,2
445310,35007,1
445310,35013,5
445310,35017,3
445310,35023,2
445310,35025,4
445310,35029,1
445310,35031,7
445310,35035,1
445310,35039,5
445310,35041,1
445310,35043,6
445310,35045,6
445310,35047,1
445310,35049,13
445310,35051,1
445310,35055,4
445310,35057,2
445310,35059,1
445310,35061,3
445310,36001,42
445310,36003,3
445310,36005,141
445310,36007,27
445310,36009,13
445310,36011,7
445310,36013,17
445310,36015,6
445310,36017,4
445310,36019,13
445310,36021,14
445310,36023,5
445310,36025,9
445310,36027,46
445310,36029,102
445310,36031,12
445310,36033,6
445310,36035,7
445310,36037,6
445310,36039,9
445310,36041,1
445310,36043,5
445310,36045,12
445310,36047,351
445310,36051,9
445310,36053,10
445310,36055,86
445310,36057,9
445310,36059,218
445310,36061,315
445310,36063,22
445310,36065,24
445310,36067,38
445310,36069,12
445310,36071,56
445310,36073,2
445310,36075,9
445310,36077,11
445310,36079,21
445310,36081,284
445310,36083,22
445310,36085,52
445310,36087,37
445310,36089,18
445310,36091,31
445310,36093,23
445310,36095,4
445310,36097,3
445310,36099,6
445310,36101,11
445310,36103,287
445310,36105,19
445310,36107,7
445310,36109,13
445310,36111,35
445310,36113,19
445310,36115,6
445310,36117,7
445310,36119,160
445310,36121,4
445310,36123,11
445310,37001,7
445310,37003,1
445310,37005,1
445310,37007,1
445310,37009,1
445310,37011,1
445310,37013,6
445310,37015,2
445310,37017,1
445310,37019,9
445310,37021,25
445310,37023,1
445310,37025,8
445310,37027,2
445310,37029,2
445310,37031,6
445310,37033,2
445310,37035,12
445310,37037,5
445310,37039,3
445310,37041,1
445310,37043,1
445310,37045,3
445310,37047,5
445310,37049,7
445310,37051,13
445310,37053,7
445310,37055,9
445310,37057,3
445310,37059,1
445310,37061,4
445310,37063,14
445310,37065,5
445310,37067,16
445310,37069,4
445310,37071,12
445310,37073,2
445310,37077,3
445310,37079,2
445310,37081,33
445310,37083,6
445310,37085,3
445310,37087,4
445310,37089,4
445310,37091,3
445310,37093,1
445310,37095,2
445310,37097,8
445310,37099,1
445310,37101,6
445310,37103,3
445310,37105,2
445310,37107,3
445310,37109,2
445310,37111,1
445310,37113,3
445310,37117,2
445310,37119,55
445310,37121,1
445310,37123,2
445310,37125,5
445310,37127,10
445310,37129,15
445310,37131,4
445310,37133,7
445310,37135,10
445310,37137,1
445310,37139,2
445310,37141,7
445310,37143,2
445310,37145,3
445310,37147,11
445310,37149,2
445310,37151,6
445310,37153,2
445310,37155,6
445310,37157,3
445310,37159,4
445310,37161,2
445310,37163,4
445310,37165,1
445310,37167,2
445310,37169,1
445310,37171,4
445310,37173,1
445310,37175,2
445310,37177,1
445310,37179,5
445310,37181,2
445310,37183,44
445310,37185,2
445310,37187,1
445310,37189,4
445310,37191,5
445310,37193,3
445310,37195,7
445310,37197,2
445310,37199,2
445310,38003,1
445310,38011,1
445310,38013,1
445310,38015,3
445310,38017,20
445310,38019,1
445310,38021,2
445310,38023,1
445310,38025,1
445310,38027,2
445310,38031,2
445310,38033,1
445310,38035,8
445310,38049,1
445310,38051,1
445310,38053,1
445310,38055,1
445310,38057,2
445310,38059,1
445310,38061,3
445310,38067,2
445310,38069,1
445310,38071,5
445310,38073,1
445310,38077,3
445310,38079,2
445310,38081,1
445310,38089,7
445310,38093,4
445310,38097,1
445310,38099,3
445310,38101,4
445310,38103,1
445310,38105,2
445310,39001,2
445310,39003,6
445310,39005,2
445310,39007,3
445310,39009,6
445310,39011,1
445310,39013,5
445310,39015,2
445310,39017,38
445310,39021,3
445310,39023,17
445310,39025,7
445310,39027,4
445310,39029,10
445310,39031,5
445310,39033,4
445310,39035,88
445310,39037,5
445310,39039,1
445310,39041,7
445310,39043,6
445310,39045,5
445310,39049,94
445310,39053,4
445310,39055,3
445310,39057,17
445310,39059,3
445310,39061,56
445310,39063,5
445310,39067,2
445310,39071,2
445310,39073,2
445310,39075,1
445310,39077,5
445310,39079,2
445310,39081,2
445310,39083,4
445310,39085,13
445310,39087,7
445310,39089,10
445310,39091,3
445310,39093,24
445310,39095,24
445310,39097,1
445310,39099,26
445310,39101,3
445310,39103,4
445310,39107,2
445310,39109,13
445310,39113,64
445310,39117,3
445310,39119,7
445310,39121,1
445310,39123,2
445310,39127,4
445310,39129,1
445310,39131,2
445310,39133,11
445310,39135,1
445310,39137,1
445310,39139,10
445310,39141,5
445310,39143,3
445310,39145,2
445310,39147,4
445310,39149,7
445310,39151,30
445310,39153,49
445310,39155,15
445310,39157,16
445310,39159,1
445310,39161,1
445310,39165,11
445310,39167,4
445310,39169,13
445310,39171,1
445310,39173,6
445310,39175,3
445310,40001,3
445310,40003,1
445310,40009,3
445310,40011,1
445310,40015,4
445310,40017,9
445310,40019,7
445310,40021,5
445310,40023,1
445310,40025,1
445310,40027,21
445310,40029,1
445310,40031,10
445310,40035,2
445310,40037,5
445310,40039,9
445310,40041,6
445310,40045,1
445310,40047,10
445310,40049,2
445310,40051,4
445310,40055,1
445310,40057,2
445310,40059,1
445310,40063,3
445310,40065,2
445310,40071,6
445310,40073,1
445310,40075,2
445310,40079,7
445310,40081,5
445310,40083,2
445310,40087,3
445310,40089,3
445310,40091,3
445310,40093,1
445310,40095,2
445310,40097,3
445310,40099,2
445310,40101,4
445310,40103,1
445310,40107,1
445310,40109,84
445310,40111,1
445310,40113,4
445310,40115,2
445310,40117,1
445310,40119,7
445310,40121,3
445310,40123,4
445310,40125,5
445310,40127,2
445310,40131,7
445310,40133,2
445310,40135,1
445310,40137,7
445310,40139,2
445310,40143,66
445310,40145,6
445310,40147,5
445310,40151,2
445310,40153,1
445310,41001,1
445310,41003,4
445310,41005,15
445310,41007,9
445310,41009,4
445310,41011,4
445310,41013,1
445310,41015,2
445310,41017,10
445310,41019,9
445310,41023,1
445310,41027,4
445310,41029,15
445310,41031,1
445310,41033,4
445310,41035,2
445310,41037,1
445310,41039,16
445310,41041,10
445310,41043,3
445310,41045,2
445310,41047,10
445310,41051,54
445310,41053,5
445310,41057,3
445310,41059,4
445310,41061,1
445310,41065,2
445310,41067,23
445310,41071,10
445310,42001,6
445310,42003,195
445310,42005,14
445310,42007,25
445310,42009,6
445310,42011,52
445310,42013,18
445310,42015,10
445310,42017,71
445310,42019,28
445310,42021,38
445310,42023,1
445310,42025,13
445310,42027,22
445310,42029,45
445310,42031,9
445310,42033,15
445310,42035,5
445310,42037,10
445310,42039,14
445310,42041,26
445310,42043,38
445310,42045,66
445310,42047,9
445310,42049,44
445310,42051,24
445310,42053,4
445310,42055,14
445310,42057,2
445310,42059,8
