naics,fips_code,liquor_store_count
445310,42061,8
445310,42063,12
445310,42065,12
445310,42067,3
445310,42069,47
445310,42071,45
445310,42073,12
445310,42075,15
445310,42077,42
445310,42079,62
445310,42081,19
445310,42083,10
445310,42085,15
445310,42087,6
445310,42089,19
445310,42091,99
445310,42093,3
445310,42095,37
445310,42097,14
445310,42099,8
445310,42101,185
445310,42103,4
445310,42105,5
445310,42107,32
445310,42109,3
445310,42111,11
445310,42113,3
445310,42115,7
445310,42117,6
445310,42119,7
445310,42121,9
445310,42123,7
445310,42125,33
445310,42127,11
445310,42129,64
445310,42131,6
445310,42133,45
445310,44001,9
445310,44003,29
445310,44005,25
445310,44007,132
445310,44009,21
445310,45001,1
445310,45003,9
445310,45005,3
445310,45007,11
445310,45009,1
445310,45011,3
445310,45013,21
445310,45015,15
445310,45017,1
445310,45019,38
445310,45021,4
445310,45023,1
445310,45025,1
445310,45027,3
445310,45029,3
445310,45031,8
445310,45033,2
445310,45035,12
445310,45037,2
445310,45039,3
445310,45041,18
445310,45043,7
445310,45045,36
445310,45047,4
445310,45049,3
445310,45051,46
445310,45053,3
445310,45055,5
445310,45057,5
445310,45059,4
445310,45063,19
445310,45065,1
445310,45067,4
445310,45069,2
445310,45071,2
445310,45073,5
445310,45075,5
445310,45077,7
445310,45079,32
445310,45081,2
445310,45083,21
445310,45085,7
445310,45087,1
445310,45091,21
445310,46007,1
445310,46009,1
445310,46011,1
445310,46013,2
445310,46015,1
445310,46019,3
445310,46027,2
445310,46029,4
445310,46031,1
445310,46033,1
445310,46037,1
445310,46039,1
445310,46041,1
445310,46043,1
445310,46045,1
445310,46051,2
445310,46053,2
445310,46055,1
445310,46059,1
445310,46065,2
445310,46071,1
445310,46081,5
445310,46083,1
445310,46091,1
445310,46093,2
445310,46099,16
445310,46103,5
445310,46105,2
445310,46109,3
445310,46115,1
445310,46123,1
445310,46125,2
445310,46127,2
445310,46129,1
445310,46135,2
445310,47001,6
445310,47003,2
445310,47009,5
445310,47013,2
445310,47015,1
445310,47017,1
445310,47021,4
445310,47025,1
445310,47027,3
445310,47029,3
445310,47031,8
445310,47035,3
445310,47037,77
445310,47043,5
445310,47045,3
445310,47047,5
445310,47049,1
445310,47051,4
445310,47053,3
445310,47055,4
445310,47059,6
445310,47061,2
445310,47063,4
445310,47065,40
445310,47069,1
445310,47071,4
445310,47073,2
445310,47077,1
445310,47079,7
445310,47081,1
445310,47085,3
445310,47087,1
445310,47089,1
445310,47093,48
445310,47095,1
445310,47097,2
445310,47099,3
445310,47103,4
445310,47105,2
445310,47113,12
445310,47115,2
445310,47117,2
445310,47119,10
445310,47123,5
445310,47125,13
445310,47135,1
445310,47137,1
445310,47139,3
445310,47141,10
445310,47145,7
445310,47147,5
445310,47149,28
445310,47153,1
445310,47155,7
445310,47157,110
445310,47159,2
445310,47163,12
445310,47165,14
445310,47167,4
445310,47169,2
445310,47175,1
445310,47179,12
445310,47187,23
445310,47189,11
445310,48001,2
445310,48005,2
445310,48013,4
445310,48015,2
445310,48019,1
445310,48021,9
445310,48025,2
445310,48027,23
445310,48029,126
445310,48031,1
445310,48035,6
445310,48039,7
445310,48041,14
445310,48043,2
445310,48049,4
445310,48053,3
445310,48055,2
445310,48057,2
445310,48059,1
445310,48061,34
445310,48063,5
445310,48065,1
445310,48067,3
445310,48069,2
445310,48071,3
445310,48073,3
445310,48075,1
445310,48083,2
445310,48085,30
445310,48089,5
445310,48091,14
445310,48097,4
445310,48099,2
445310,48105,1
445310,48111,1
445310,48113,229
445310,48115,1
445310,48117,2
445310,48121,51
445310,48123,2
445310,48133,1
445310,48135,19
445310,48139,4
445310,48141,52
445310,48143,1
445310,48145,2
445310,48149,3
445310,48153,1
445310,48155,1
445310,48157,31
445310,48161,2
445310,48163,1
445310,48167,23
445310,48169,2
445310,48171,7
445310,48175,1
445310,48177,2
445310,48179,5
445310,48181,10
445310,48183,23
445310,48185,2
445310,48187,7
445310,48189,4
445310,48191,2
445310,48193,3
445310,48199,6
445310,48201,270
445310,48203,3
445310,48207,3
445310,48209,17
445310,48213,16
445310,48215,37
445310,48217,5
445310,48219,1
445310,48221,7
445310,48223,1
445310,48225,1
445310,48227,4
445310,48231,4
445310,48233,3
445310,48237,1
445310,48239,1
445310,48241,4
445310,48243,1
445310,48245,22
445310,48249,6
445310,48251,5
445310,48253,1
445310,48255,1
445310,48257,10
445310,48259,6
445310,48265,9
445310,48267,1
445310,48273,2
445310,48275,1
445310,48277,3
445310,48279,1
445310,48281,4
445310,48285,2
445310,48287,1
445310,48289,3
445310,48291,2
445310,48295,1
445310,48297,1
445310,48299,3
445310,48303,38
445310,48307,2
445310,48309,11
445310,48315,2
445310,48321,6
445310,48323,3
445310,48325,5
445310,48329,14
445310,48331,2
445310,48333,2
445310,48337,1
445310,48339,34
445310,48341,3
445310,48343,5
445310,48347,8
445310,48349,3
445310,48351,2
445310,48353,3
445310,48355,32
445310,48361,7
445310,48363,6
445310,48367,11
445310,48371,2
445310,48373,3
445310,48375,15
445310,48377,1
445310,48379,1
445310,48381,12
445310,48385,1
445310,48387,2
445310,48389,1
445310,48391,1
445310,48395,2
445310,48397,1
445310,48399,2
445310,48403,1
445310,48405,2
445310,48407,1
445310,48409,4
445310,48411,1
445310,48415,4
445310,48419,4
445310,48423,5
445310,48427,8
445310,48429,1
445310,48435,1
445310,48437,1
445310,48439,113
445310,48441,12
445310,48445,1
445310,48449,4
445310,48451,10
445310,48453,102
445310,48455,3
445310,48459,8
445310,48463,2
445310,48465,7
445310,48469,8
445310,48471,3
445310,48475,1
445310,48477,2
445310,48479,18
445310,48481,2
445310,48483,2
445310,48485,8
445310,48487,1
445310,48491,29
445310,48493,1
445310,48497,7
445310,48503,1
445310,49001,1
445310,49003,1
445310,49005,2
445310,49007,2
445310,49011,2
445310,49017,1
445310,49019,1
445310,49021,1
445310,49023,1
445310,49025,1
445310,49027,1
445310,49035,20
445310,49039,1
445310,49043,4
445310,49045,1
445310,49047,1
445310,49049,5
445310,49051,1
445310,49053,3
445310,49055,1
445310,49057,4
445310,50001,6
445310,50003,9
445310,50005,5
445310,50007,34
445310,50009,2
445310,50011,11
445310,50013,2
445310,50015,7
445310,50017,3
445310,50019,5
445310,50021,13
445310,50023,11
445310,50025,9
445310,50027,14
445310,51001,4
445310,51003,9
445310,51005,1
445310,51007,1
445310,51009,2
445310,51011,1
445310,51013,11
445310,51015,3
445310,51017,2
445310,51019,2
445310,51023,1
445310,51025,1
445310,51027,1
445310,51029,1
445310,51031,3
445310,51033,3
445310,51035,1
445310,51037,1
445310,51041,10
445310,51043,1
445310,51047,4
445310,51051,1
445310,51057,1
445310,51059,53
445310,51061,5
445310,51065,2
445310,51067,2
445310,51069,4
445310,51071,1
445310,51073,2
445310,51075,2
445310,51079,1
445310,51083,1
445310,51085,5
445310,51087,20
445310,51089,2
445310,51091,1
445310,51093,3
445310,51095,3
445310,51099,1
445310,51101,2
445310,51103,1
445310,51105,1
445310,51107,18
445310,51109,2
445310,51111,1
445310,51113,1
445310,51115,1
445310,51117,3
445310,51119,2
445310,51121,3
445310,51125,2
445310,51127,1
445310,51131,2
445310,51133,1
445310,51135,3
445310,51137,3
445310,51139,1
445310,51141,2
445310,51143,2
445310,51145,3
445310,51147,1
445310,51149,2
445310,51153,16
445310,51155,1
445310,51157,1
445310,51159,1
445310,51161,3
445310,51165,3
445310,51169,1
445310,51171,3
445310,51173,1
445310,51175,1
445310,51177,7
445310,51179,4
445310,51183,1
445310,51185,3
445310,51187,1
445310,51191,2
445310,51193,2
445310,51195,2
445310,51197,1
445310,51199,5
445310,51510,9
445310,51515,1
445310,51520,3
445310,51540,7
445310,51550,12
445310,51570,2
445310,51580,1
445310,51590,5
445310,51595,1
445310,51600,4
445310,51610,3
445310,51620,1
445310,51630,5
445310,51640,1
445310,51650,8
445310,51660,4
445310,51670,1
445310,51678,2
445310,51680,3
445310,51683,2
445310,51690,1
445310,51700,7
445310,51710,8
445310,51720,1
445310,51730,3
445310,51735,1
445310,51740,5
445310,51750,1
445310,51760,17
445310,51770,8
445310,51775,1
445310,51790,4
445310,51800,5
445310,51810,16
445310,51820,1
445310,51830,2
445310,51840,2
445310,53001,2
445310,53005,13
445310,53007,13
445310,53009,5
445310,53011,18
445310,53013,1
445310,53015,5
445310,53017,3
445310,53019,1
445310,53021,3
445310,53025,4
445310,53027,7
445310,53029,7
445310,53031,6
445310,53033,142
445310,53035,11
445310,53037,4
445310,53039,1
445310,53041,7
445310,53045,3
445310,53047,5
445310,53049,3
445310,53053,40
445310,53055,3
445310,53057,9
445310,53061,38
445310,53063,28
445310,53065,5
445310,53067,15
445310,53071,5
445310,53073,21
445310,53075,4
445310,53077,13
445310,54003,3
445310,54009,3
445310,54011,6
445310,54023,1
445310,54025,3
445310,54029,2
445310,54033,2
445310,54037,4
445310,54039,3
445310,54041,1
445310,54045,1
445310,54049,2
445310,54055,5
445310,54059,4
445310,54061,3
445310,54067,1
445310,54069,3
445310,54075,1
445310,54079,1
445310,54081,2
445310,54083,2
445310,54087,2
445310,54099,3
445310,54103,1
445310,54107,2
445310,55001,1
445310,55003,1
445310,55005,8
445310,55007,2
445310,55009,16
445310,55011,3
445310,55015,1
445310,55017,1
445310,55019,2
445310,55021,6
445310,55023,1
445310,55025,52
445310,55027,3
445310,55029,4
445310,55031,9
445310,55033,3
445310,55035,1
445310,55037,2
445310,55039,6
445310,55041,2
445310,55043,6
445310,55045,1
445310,55047,1
445310,55049,2
445310,55051,3
445310,55055,7
445310,55057,2
445310,55059,8
445310,55063,2
445310,55065,1
445310,55069,3
445310,55071,4
445310,55073,1
445310,55075,4
445310,55077,1
445310,55079,103
445310,55081,2
445310,55083,2
445310,55085,3
445310,55087,5
445310,55089,4
445310,55091,1
445310,55093,4
445310,55095,3
445310,55097,4
445310,55099,1
445310,55101,16
445310,55105,11
445310,55109,17
445310,55111,5
445310,55113,3
445310,55117,6
445310,55121,1
445310,55125,1
445310,55127,11
445310,55131,7
445310,55133,22
445310,55135,1
445310,55137,2
445310,55139,5
445310,55141,3
445310,56001,4
445310,56003,2
445310,56005,7
445310,56007,4
445310,56009,6
445310,56011,2
445310,56013,6
445310,56015,1
445310,56017,1
445310,56019,5
445310,56021,11
445310,56023,3
445310,56025,15
445310,56029,6
445310,56031,3
445310,56033,5
445310,56035,1
445310,56037,6
445310,56039,4
445310,56041,5
445310,56043,1
445310,56045,2
